bbl,address,bldgclass,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,lat,lon
1003540034,126 RIVINGTON STREET,C7,24.642972894702215,30508.000443641344,83.58356285929135,90.68614025250415,123.21486447351107,40.719858650915924,-73.9869914683579
1004110075,100 RIVINGTON STREET,C7,53.740834868205695,66531.15356683865,182.27713305983193,197.76627231499697,268.7041743410285,40.720203498277876,-73.98812421769044
1004110034,94 RIVINGTON STREET,C7,42.571691740318215,52703.75437451395,144.39384760140808,156.66382560437103,212.85845870159105,40.72031079251185,-73.9885350021289
1004110042,138 LUDLOW STREET,C7,47.76399347559189,59131.82392278276,162.00499704871987,175.77149599017815,238.81996737795941,40.72041032849784,-73.9879501101405
1004110039,86 RIVINGTON STREET,C7,28.511559151725027,35297.31022983558,96.70495953379611,104.92253767834809,142.55779575862513,40.720429306900826,-73.98891186628302
1004160069,78 RIVINGTON STREET,C7,43.04120853027577,53285.0161604814,145.98634564515453,158.39164739141484,215.20604265137882,40.72049196478996,-73.98928892802728
1004160068,145 ORCHARD STREET,C7,30.841947313433362,38182.3307740305,104.60912540830275,113.49836611343477,154.2097365671668,40.720569281983806,-73.9892509466213
1004160067,147 ORCHARD STREET,C7,30.067614619783697,37223.706899292214,101.98275862819784,110.648821800804,150.33807309891847,40.720633289529204,-73.98921766488078
1004160066,149 ORCHARD STREET,C7,31.519604453174185,39021.27031302964,106.90758989871135,115.992144387681,157.59802226587092,40.720697357211144,-73.98918553746238
1004160065,151 ORCHARD STREET,C7,28.68845115826447,35516.30253393141,97.30493844912715,105.57350026241325,143.44225579132234,40.720762007222994,-73.98915273928583
1004160064,153 ORCHARD STREET,C7,29.970587265470165,37103.58703465207,101.6536631086358,110.2917611369302,149.85293632735082,40.72082469285149,-73.9891208089965
1004110027,143 LUDLOW STREET,C7,32.83179414278923,40645.76114877306,111.35824972266592,120.82100244546434,164.15897071394613,40.72064343039038,-73.98830799750742
1004110003,150 ORCHARD STREET,C7,35.946064206439225,44501.22748757176,121.92117119882674,132.28151627969635,179.73032103219612,40.72066317747517,-73.9886691633017
1004110005,154 ORCHARD STREET,C7,30.975987504200262,38348.27253019992,105.06376035671212,113.99163401545695,154.8799375210013,40.72075720633732,-73.98849277839793
1004110005,154 ORCHARD STREET,C7,30.975987504200262,38348.27253019992,105.06376035671212,113.99163401545695,154.8799375210013,40.72080758786572,-73.98866372512228
1004110021,153 LUDLOW STREET,C7,26.095691028690336,32306.465493518637,88.51086436580448,96.03214298558044,130.47845514345167,40.7209515623707,-73.98815774595174
1004110009,162 ORCHARD STREET,C7,24.854962501250817,30770.44357654851,84.30258514122879,91.46626200460301,124.27481250625408,40.72106118401764,-73.98851960053719
1004180037,305 BROOME STREET,C7,45.995444504062306,56942.36029602913,156.00646656446338,169.2632357749493,229.97722252031153,40.71860969954821,-73.99242801939451
1004140031,288 BROOME STREET,C7,34.47108049601027,42675.19765406072,116.91834973715267,126.85357622531781,172.35540248005137,40.718730279041594,-73.99145546586955
1004140032,128 ELDRIDGE STREET,C6,30.898603866110285,38252.47158624453,104.8012920171083,113.70686222728585,154.49301933055142,40.718751243656214,-73.99153256034445
1004230017,327 BROOME STREET,C2,29.365574689340345,36354.581465403346,99.60159305589957,108.06531485677247,146.82787344670172,40.719027079594014,-73.99380485274511
1004190040,110 FORSYTH STREET,C6,71.76886116463542,88849.85012181866,243.4242469090922,264.1094090858584,358.84430582317714,40.71898860752766,-73.99233201606597
1004190066,135 ELDRIDGE STREET,C7,52.487384782277175,64979.382360459145,178.02570509714835,193.15357599877998,262.43692391138586,40.71911329307524,-73.99174546231045
1004190065,139 ELDRIDGE STREET,C7,28.830582291051122,35692.26087632129,97.7870160995104,106.09654283106813,144.1529114552556,40.71921016569889,-73.99169623651336
1004190063,47 DELANCEY STREET,C7,66.63030605573258,82488.31889699693,225.99539423834776,245.19952628509589,333.15153027866285,40.71931826595088,-73.99166396666887
1004240040,334 BROOME STREET,C7,37.86370823484099,46875.27079473315,128.42539943762506,139.33844630421484,189.31854117420494,40.71941444004699,-73.99386477305134
1004240029,135 CHRYSTIE STREET,C7,54.42248606843474,67375.03775272222,184.58914452800607,200.27474873183985,272.1124303421737,40.719623735545966,-73.99342395435916
1004240029,135 CHRYSTIE STREET,C7,54.42248606843474,67375.03775272222,184.58914452800607,200.27474873183985,272.1124303421737,40.71968311086314,-73.99339312130668
1004240026,9 DELANCEY STREET,C7,24.99159390004054,30939.593248250192,84.7660088993156,91.96906555214919,124.95796950020271,40.719860617594726,-73.99332237249351
1004250041,10 DELANCEY STREET,C7,33.96324778134312,42046.50075330278,115.19589247480214,124.98475183534268,169.8162389067156,40.72037770023976,-73.99318039085786
1004250041,10 DELANCEY STREET,C7,33.96324778134312,42046.50075330278,115.19589247480214,124.98475183534268,169.8162389067156,40.72039770188992,-73.99324552313404
