bbl,address,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,roof_area_m2,lat,lon
1003090008,58 ORCHARD STREET,28.97598722986702,35872.27219057537,98.28019778239828,106.63163300591064,144.8799361493351,170.4469837051001,40.71670132131391,-73.99072741955364
1004080020,67 LUDLOW STREET,27.189512699982778,33660.61672257868,92.22086773309226,100.05740673593662,135.94756349991388,159.93830999989868,40.717383704177045,-73.98997419680406
1004130049,75 ORCHARD STREET,46.42866552510714,57478.687920082644,157.47585731529492,170.85748913239428,232.1433276255357,273.1097972065126,40.71771414802923,-73.99069052806321
1004130045,81 ORCHARD STREET,46.12219773332761,57099.28079385958,156.43638573660158,169.72968765864562,230.61098866663804,271.3070454901624,40.7178432204661,-73.99062406412038
1004130014,277 BROOME STREET,52.883957919340915,65470.33990414405,179.3707942579289,194.61296514317456,264.41978959670456,311.08210540788775,40.71822968735409,-73.99123156028494
1004080014,245 BROOME STREET,26.22757934567161,32469.743229941454,88.95820062997659,96.51749199207153,131.13789672835804,154.27987850395064,40.71780180046133,-73.9897684838417
1004090029,250 BROOME STREET,30.123152577002084,37292.46289032858,102.17113120637967,110.85320148336767,150.6157628850104,177.1950151588358,40.718162680943266,-73.98971642187986
1004090031,252 BROOME STREET,29.95413044775343,37083.21349431874,101.59784518991435,110.23120004773261,149.77065223876713,176.20076733972604,40.71819429550539,-73.98981775561782
1004090033,254 BROOME STREET,29.589408832827658,36631.68813504064,100.36078941107024,108.88902450480577,147.94704416413828,174.0553460754568,40.71822440326625,-73.98991702477936
1004130002,108 ELDRIDGE STREET,40.00303546005085,49523.75789954296,135.68152849189852,147.21117049298712,200.01517730025424,235.31197329441676,40.718026134119654,-73.99178595468489
1004130004,112 ELDRIDGE STREET,33.85846862487334,41916.784157593196,114.84050454135122,124.59916453953389,169.29234312436668,199.16746249925492,40.718129923012754,-73.99175882596055
1004180047,109 ELDRIDGE STREET,29.07886823668528,35999.638877016376,98.62914760826405,107.01023511100182,145.3943411834264,171.05216609814872,40.71821079527854,-73.99221041782657
1004090034,256 BROOME STREET,37.85498579465798,46864.47241378658,128.395814832292,139.30634772434135,189.2749289732899,222.67638702739987,40.71826649134574,-73.99001433400312
1004140059,260 BROOME STREET,36.1323410656796,44731.83823931134,122.55298147756533,132.9670151217009,180.66170532839797,212.54318273929175,40.71830541409341,-73.99028467792787
1004140059,260 BROOME STREET,36.1323410656796,44731.83823931134,122.55298147756533,132.9670151217009,180.66170532839797,212.54318273929175,40.71830541409341,-73.99028467792787
1004140059,260 BROOME STREET,36.1323410656796,44731.83823931134,122.55298147756533,132.9670151217009,180.66170532839797,212.54318273929175,40.71831710223808,-73.99036445962629
1004140059,260 BROOME STREET,36.1323410656796,44731.83823931134,122.55298147756533,132.9670151217009,180.66170532839797,212.54318273929175,40.71831710223808,-73.99036445962629
1004130012,281 BROOME STREET,40.86160453199844,50586.66641061407,138.5936066044221,150.37070467775425,204.3080226599922,240.36237959999082,40.71829539710599,-73.9913726981161
1004140028,284 BROOME STREET,42.126934918816765,52153.145429495155,142.88532994382234,155.0271205012457,210.6346745940838,247.80549952245156,40.71863776422868,-73.99129197358327
1004140031,288 BROOME STREET,34.47119957422911,42675.34507289564,116.9187536243716,126.85401443316312,172.35599787114555,202.7717622013477,40.71873027912043,-73.99145546577303
1004140032,128 ELDRIDGE STREET,30.89871060464572,38252.6037285514,104.80165405082576,113.70725502509625,154.4935530232286,181.75712120379836,40.71875124371886,-73.99153256021316
1004190040,110 FORSYTH STREET,71.76910903143964,88850.15698092227,243.42508761896514,264.1103212356979,358.8455451571982,422.1712295967038,40.71898860757281,-73.99233201597008
1004140003,138 ELDRIDGE STREET,27.959359896168337,34613.6875514564,94.83202068892165,102.89044441789947,139.79679948084168,164.4668229186373,40.71901468098892,-73.99129701274448
1004140018,61 DELANCEY STREET,33.17661266410211,41072.64647815841,112.52779857029701,122.08993460389576,165.88306332051053,195.15654508295356,40.71910658476431,-73.99087439607788
1004140005,55 DELANCEY STREET,57.0034044585131,70570.21471963922,193.34305402640882,209.77252840732822,285.0170222925655,335.3141438736065,40.71917101285601,-73.99118420692535
1004150078,80 DELANCEY STREET,73.00912451464876,90385.29614913516,247.63094835379496,268.67357821390743,365.0456225732438,429.4654383214633,40.71936350779329,-73.98986650532576
1004190066,135 ELDRIDGE STREET,52.4875661048214,64979.606837768886,178.0263201034764,193.15424326574274,262.43783052410697,308.75038885189053,40.71911329305175,-73.99174546234414
1004190065,139 ELDRIDGE STREET,28.83068189399973,35692.38418477167,97.78735393088128,106.09690936991902,144.15340946999865,169.59224643529254,40.71921016567458,-73.99169623657173
