healthcenterdistrict,bldgdepth,bct2020,zipcode,numbldgs,zmcode,spdist1,lottype,latitude,proxcode,xcoord,otherarea,splitzone,retailarea,healtharea,pfirm15_flag,yearbuilt,lotfront,sanitboro,cb2010,landuse,assessland,garagearea,cd,zoningdate,ltdheight,appbbl,sanborn,commfar,dcpedited,residfar,builtfar,bldgclass,bbl,yearalter2,irrlotcode,edesigdate,tract2010,council,schooldist,spdist2,easements,longitude,officearea,histdist,yearalter1,strgearea,rpaddate,lotarea,numfloors,version,ycoord,block,unitsres,lotdepth,landmkdate,facilfar,overlay1,spdist3,ownertype,zonedist4,bldgfront,sanitdistrict,exempttot,areasource,assesstot,firecomp,edesignum,lot,zonedist1,address,policeprct,ct2010,ext,borocode,notes,sanitsub,taxmap,polidate,ownername,appdate,zonemap,zonedist2,firm07_flag,condono,comarea,basempdate,plutomapid,zonedist3,overlay2,bctcb2020,factryarea,dcasdate,bldgarea,bsmtcode,unitstotal,resarea,borough,geom,masdate,landmark,geometry
14,79.0000000,1002602,10009,1,,,5,40.7230912,3,990604,0,True,0,6700,,1920,30.5000000,1,1002,2,270000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.78000000000,C6,1003760031,0,False,,2602,2,1,,0,-73.9770767,0,,0,0,,2772,6.0000000,25v4,202719,376,19,90.8300000,,4.00000000000,C1-5,,X,,31.0000000,3,1531350.00000,2,1531350.00000,L011,,31,R8B,276 EAST 7 STREET,9,26.02,N,1,,4A,10202,,LES 278 HOUSING DEVELOPMENT FUND CORPORA TION,,12c,R8A,,,0,,1,,,10026021002,0,,13248,2,19,13248,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7234674,3,990356,0,False,0,6700,1,1928,27.4200000,1,1002,2,225000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.73000000000,C6,1003760018,0,False,,2602,2,1,,0,-73.9779712,0,,0,0,,2494,6.0000000,25v4,202856,376,12,90.8300000,,4.00000000000,,,,,27.0000000,3,45060.00000,2,1511100.00000,L011,,18,R8B,250 EAST 7 STREET,9,26.02,N,1,,4A,10202,,SEVENTH ST CORP,,12c,,,,0,,1,,,10026021002,0,,11802,2,12,11802,MN,,,,
14,76.0000000,1002602,10009,1,,,5,40.7234262,3,990384,0,False,0,6700,1,1910,36.0000000,1,1002,2,225000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.44000000000,C6,1003760019,0,True,,2602,2,1,,0,-73.9778702,0,,0,0,,3271,6.0000000,25v4,202841,376,20,90.8300000,,4.00000000000,,,,,36.0000000,3,49870.00000,2,1629000.00000,L011,,19,R8B,254 EAST 7 STREET,9,26.02,N,1,,4A,10202,,FIRST EAST SEVENTH ST TENANTS CORP,,12c,,,,0,,1,,,10026021002,0,,14508,2,20,14508,MN,,,,
14,76.0000000,1002602,10009,1,,,5,40.7236459,3,990240,0,False,0,6700,1,1900,45.4200000,1,1002,2,360000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.11000000000,C4,1003760011,0,False,,2602,2,1,,0,-73.9783897,0,,0,0,,4131,6.0000000,25v4,202921,376,30,90.8300000,,4.00000000000,,,,,45.0000000,3,0.00000,2,2316150.00000,L011,,11,R8B,238 EAST 7 STREET,9,26.02,N,1,,4A,10202,,"JOHANNA ASSOCIATES,",,12c,,,,0,,1,,,10026021002,0,,16962,2,30,16962,MN,,,,
14,76.0000000,1002602,10009,1,,,5,40.7235553,3,990300,0,False,0,6700,1,1928,45.4200000,1,1002,2,315000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.06000000000,C1,1003760014,0,False,,2602,2,1,,0,-73.9781733,0,,0,0,,4131,6.0000000,25v4,202888,376,24,90.8300000,,4.00000000000,,,,,46.0000000,3,0.00000,2,2311200.00000,L011,,14,R8B,246 EAST 7 STREET,9,26.02,N,1,,4A,10202,,244-246 EAST 7TH STREET INVESTORS LLC,,12c,,,,0,,1,,,10026021002,0,,16776,2,24,16776,MN,,,,
14,68.0000000,1002602,10009,1,,,5,40.7242717,3,990239,0,False,2000,6700,1,1900,54.9200000,1,1001,4,315000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.40000000000,C7,1003770002,0,False,,2602,2,1,,0,-73.9783931,0,,0,0,,4510,6.0000000,25v4,203149,377,22,82.0000000,,4.00000000000,C1-5,,,,55.0000000,3,0.00000,2,4226400.00000,L011,,2,R7A,112 AVENUE C,9,26.02,N,1,,4A,10202,,116 AVENUE C INVESTORS LLC,,12c,,,,2000,,1,,,10026021001,0,,19830,2,24,17830,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7244477,3,989714,0,False,600,6700,1,1910,25.0000000,1,2002,4,225000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,3.96000000000,C7,1003890019,0,False,,2602,2,1,,0,-73.9802871,0,,0,0,,2272,6.0000000,25v4,203213,389,18,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1138050.00000,L011,,19,R8B,202 EAST 7 STREET,9,26.02,N,1,,4A,10203,,"202 EAST 7 REALTY,",,12c,,,,600,,1,,,10026022000,0,,8988,2,19,8388,MN,,,,
14,75.0000000,1002602,10009,1,,,5,40.7258530,2,989701,0,False,0,6700,1,1940,70.3300000,1,2000,2,225000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,3.38000000000,C6,1003910003,0,False,,2602,2,1,,0,-73.9803336,0,,0,0,,6541,6.0000000,25v4,203725,391,18,93.0000000,,4.00000000000,,,,,40.0000000,3,6870.00000,2,1890900.00000,L011,,3,R7A,131 AVENUE B,9,26.02,N,1,,4Q,10203,,TOMPKINS PK MANSION OWNERS LTD,,12c,,,,0,,1,,,10026023000,0,,22117,2,18,22117,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7245136,2,989670,0,False,0,6700,1,1930,25.0000000,1,2002,2,135000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.71000000000,C6,1003890017,0,False,,2602,2,1,,0,-73.9804458,0,,1980,0,,2272,6.0000000,25v4,203237,389,14,90.8300000,,4.00000000000,,,,,25.0000000,3,59933.00000,2,1087650.00000,L011,,17,R8B,198 EAST 7 STREET,9,26.02,N,1,,4A,10203,,198 E TENANTS CORP,,12c,,,,0,,1,,,10026022000,0,,10698,2,14,10698,MN,,,,
14,63.0000000,1002602,10009,1,,,3,40.7242856,2,990072,0,False,2000,6700,1,1900,39.3300000,1,2001,2,90000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,5.52000000000,C6,1003900037,0,False,,2602,2,1,,0,-73.9789956,0,,0,0,,2457,6.0000000,25v4,203154,390,10,63.0000000,,4.00000000000,C1-5,,,,39.3300000,3,648415.00000,2,877050.00000,L011,,37,R7A,107 AVENUE C,9,26.02,N,1,,4A,10203,,229 E 7TH ST HDFC CORP,,12c,,,,2000,,1,,,10026023001,0,,13553,0,12,11553,MN,,,,
14,82.0000000,1002602,10009,1,,,5,40.7240521,3,990286,0,False,0,6700,1,1900,24.4200000,1,1001,2,135000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,3.35000000000,C6,1003770067,0,False,,2602,2,1,,0,-73.9782236,0,,1988,0,,2381,6.0000000,25v4,203069,377,17,97.5000000,,4.00000000000,,,,,25.0000000,3,4580.00000,2,1008900.00000,L011,,67,R8B,241 EAST 7 STREET,9,26.02,N,1,,4A,10202,,ARDACHE CORPORATION,,12c,,,,0,,1,,,10026021001,0,,7986,2,17,7986,MN,,,,
14,0.0000000,1002602,10009,1,,,5,40.7239038,0,990383,0,False,0,6700,1,2001,49.6700000,1,1001,2,180000.00000,0,103,,,1003770062.00000000,102 023,0.00000000000,,4.00000000000,2.00000000000,C6,1003770062,0,False,,2602,2,1,,0,-73.9778737,0,,0,0,,4843,6.0000000,25v4,203015,377,13,97.5000000,,4.00000000000,,,,,0.0000000,3,2290.00000,2,1310850.00000,L011,,62,R8B,249 EAST 7 STREET,9,26.02,N,1,,4A,10202,,249 EAST 7TH STREET COOPERATIVE COR,2002-03-05,12c,,,,0,,1,,,10026021001,0,,9664,0,13,9664,MN,,,,
14,44.0000000,1002602,10009,1,,,5,40.7240192,0,990308,0,False,0,6700,1,1899,24.4200000,1,1001,4,684450.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,3.80000000000,C7,1003770066,0,False,,2602,2,1,,0,-73.9781442,1194,,0,0,,2381,6.0000000,25v4,203057,377,8,97.5000000,,4.00000000000,,,,,24.4200000,3,0.00000,2,2542950.00000,L011,E-216,66,R8B,243 EAST 7 STREET,9,26.02,,1,,4A,10202,,243 EAST 7TH STREET OWNER LLC,,12c,,,,1194,,1,,,10026021001,0,,9051,5,9,7857,MN,,,,
14,80.0000000,1002602,10009,1,,,5,40.7241453,2,990432,0,False,1000,6700,1,1923,48.0000000,1,1001,2,225000.00000,0,103,,,,102 023,0.00000000000,,4.00000000000,4.19000000000,C6,1003770016,0,False,,2602,2,1,,0,-73.9776968,0,,1983,0,,4680,6.0000000,25v4,203103,377,29,97.5000000,,4.00000000000,,,,,48.0000000,3,1754946.00000,2,1907550.00000,L011,,16,R8B,368 EAST 8 STREET,9,26.02,N,1,,4A,10202,,TENANTS OF 368 E 8TH ST HDF CORP,,12c,,,,1000,,1,,,10026021001,0,,19632,2,31,18632,MN,,,,
14,92.0000000,1002602,10009,1,,,3,40.7248596,2,989501,0,False,2867,6700,,1900,32.5800000,1,2002,2,225000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,5.61000000000,C6,1003890009,0,False,,2602,2,1,,0,-73.9810555,0,,0,0,,3069,6.0000000,25v4,203363,389,20,93.0000000,,4.00000000000,C1-5,,,,32.0000000,3,612740.00000,2,894600.00000,L011,,9,R7A,184 EAST 7 STREET,9,26.02,N,1,,3A,10203,,184 EAST 7TH STREET HDFC,,12c,,,,2867,,1,,,10026022000,0,,17205,2,22,14338,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7244148,3,989736,0,False,0,6700,1,1900,25.0000000,1,2002,2,132750.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.76000000000,C6,1003890020,0,False,,2602,2,1,,0,-73.9802078,0,,0,0,,2271,6.0000000,25v4,203201,389,21,90.8300000,,4.00000000000,,,,,25.0000000,3,2290.00000,2,1191600.00000,L011,,20,R8B,204 EAST 7 STREET,9,26.02,N,1,,4A,10203,,TOMFOL OWNERS CORP.,,12c,,,,0,,1,,,10026022000,0,,10800,1,23,10800,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7258530,3,989825,0,False,0,6700,1,1910,27.5000000,1,2000,2,135000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.45000000000,C4,1003910011,0,False,,2602,2,1,,0,-73.9798862,0,,0,0,,2583,6.0000000,25v4,203725,391,24,93.9200000,,4.00000000000,,,,,28.0000000,3,0.00000,2,1504350.00000,L011,,11,R8B,608 EAST 9 STREET,9,26.02,N,1,,4A,10203,,608 REALTY CORP,,12c,,,,0,,1,,,10026023000,0,,11496,2,24,11496,MN,,,,
14,79.0000000,1002602,10009,1,,,5,40.7256691,2,989745,0,True,0,6700,1,1900,48.0000000,1,2000,2,315000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.16000000000,C1,1003910059,0,False,,2602,2,1,,0,-73.9801749,0,,1987,0,,4508,6.0000000,25v4,203658,391,30,93.9200000,,4.00000000000,,,,,48.0000000,3,0.00000,2,2196000.00000,L011,,59,R8B,299 EAST 8 STREET,9,26.02,N,1,,4A,10203,,299 B&C REALTY LLC,,12c,R7A,,,0,,1,,,10026023000,0,,18732,2,30,18732,MN,,,,
14,88.0000000,1002602,10009,1,,,5,40.7258090,3,989846,0,False,0,6700,1,1910,25.0000000,1,2000,2,135000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.55000000000,C1,1003910012,2012,True,,2602,2,1,,0,-73.9798105,0,,2010,0,,2543,6.0000000,25v4,203709,391,24,103.0000000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1730700.00000,L011,,12,R8B,610 EAST 9 STREET,9,26.02,N,1,,4A,10203,,610 EAST 9 REALTY ASSOCIATES LLC,,12c,,,,0,,1,,,10026023000,0,,11568,2,24,11568,MN,,,,
14,84.5000000,1002602,10009,2,,,5,40.7252355,0,989713,0,False,0,6700,1,1900,49.5000000,1,2001,2,315000.00000,0,103,,,1003900009.00000000,102 022,0.00000000000,,4.00000000000,4.05000000000,C6,1003900009,0,False,,2602,2,1,,0,-73.9802905,2000,,1994,0,,4826,6.0000000,25v4,203500,390,16,97.5000000,,4.00000000000,,,,,49.5000000,3,1271738.00000,2,1299150.00000,L011,,9,R8B,304 EAST 8 STREET,9,26.02,N,1,,4A,10203,,REHABILITATION ACTNETC,1994-01-06,12c,,,,2000,,1,,,10026023001,0,,19548,0,17,17548,MN,,,,
14,80.7500000,1002602,10009,1,,,5,40.7247194,0,989846,0,False,0,6700,1,1900,40.0000000,1,2001,2,265050.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.64000000000,C6,1003900050,0,False,,2602,2,1,,0,-73.9798108,0,,0,0,,3900,6.0000000,25v4,203312,390,29,97.5000000,,4.00000000000,,,X,,40.0000000,3,1539450.00000,2,1539450.00000,L011,,50,R8B,209 EAST 7 STREET,9,26.02,N,1,,4A,10203,,209 EAST SEVENTH ST HOUSING DEV FUND COR,,12c,,,,0,,1,,,10026023001,0,,18099,0,29,18099,MN,,,,
14,51.0000000,1002602,10009,1,,,3,40.7238952,2,990863,0,False,1200,6700,1,1900,47.0000000,1,1000,4,315450.00000,0,103,,,,102 023,0.00000000000,,6.02000000000,5.53000000000,C7,1003780039,0,True,,2602,2,1,,0,-73.9761420,0,,1988,0,,2397,6.0000000,25v4,203012,378,20,50.8300000,,6.50000000000,C1-5,,,,47.0000000,3,0.00000,2,1368450.00000,L011,,39,R8A,115 AVENUE D,9,26.02,E,1,,4A,10202,,"113 AVE D, LLC",,12c,,,,1200,,1,,,10026021000,0,,13266,2,23,12066,MN,,,,
14,100.4200000,1002602,10009,1,,,3,40.7237669,0,989978,0,False,4000,6700,1,1935,41.0000000,1,2002,4,315000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.81000000000,C7,1003890036,1998,False,,2602,2,1,,0,-73.9793349,0,,1985,0,,4117,6.0000000,25v4,202965,389,15,100.4200000,,4.00000000000,C2-5,,O,,41.0000000,3,2420550.00000,2,2420550.00000,L011,,36,R7A,645 EAST 6 STREET,9,26.02,N,1,,3A,10203,,NYC HOUSING AUTHORITY,,12c,,,,4000,,1,,,10026022000,0,,19808,2,20,15808,MN,,,,
14,79.0000000,1002602,10009,1,,,5,40.7243818,3,989758,0,False,700,6700,1,1900,25.0000000,1,2002,2,180000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.75000000000,C6,1003890021,0,False,,2602,2,1,,0,-73.9801284,0,,1986,0,,2272,6.0000000,25v4,203189,389,19,90.8300000,,4.00000000000,,,,,25.0000000,3,2290.00000,2,1371600.00000,L011,,21,R8B,206 EAST 7 STREET,9,26.02,N,1,,4A,10203,,TOMFOL RLTY CORP,,12c,,,,700,,1,,,10026022000,0,,10800,1,20,10100,MN,,,,
14,84.0000000,1002602,10009,1,,,5,40.7245244,3,989976,0,False,0,6700,1,1910,44.0000000,1,2001,2,180000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.26000000000,C6,1003900042,0,False,,2602,2,1,,0,-73.9793419,0,,2014,0,,4290,6.0000000,25v4,203241,390,24,97.5000000,,4.00000000000,,,,,44.0000000,3,874638.00000,2,1206000.00000,L011,,42,R8B,219 EAST 7 STREET,9,26.02,N,1,,4A,10203,,219 E 7TH ST HOUSING DEV FUND,,12c,,,,0,,1,,,10026023001,0,,18288,2,24,18288,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7256005,2,989786,0,False,0,6700,1,1900,48.5000000,1,2000,2,180000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.38000000000,C6,1003910057,2005,True,,2602,2,1,,0,-73.9800270,0,,1987,0,,4157,6.0000000,25v4,203633,391,12,93.9200000,,4.00000000000,,,,,49.0000000,3,80718.00000,2,1976400.00000,L011,,57,R8B,303 EAST 8 STREET,9,26.02,N,1,,4Q,10203,,303 EAST EIGHTH STRE,,12c,,,,0,,1,,,10026023000,0,,18216,2,12,18216,MN,,,,
14,100.0000000,1003601,10002,1,,,3,40.7227389,3,987275,0,False,3200,6500,,1900,48.9700000,1,1000,4,900000.00000,0,103,,,,102 003,6.00000000000,,6.02000000000,4.91000000000,C7,1004170018,0,True,,3601,1,1,,0,-73.9890868,0,,1986,0,,4940,6.0000000,25v4,202590,417,33,100.9400000,,6.50000000000,,,,,49.0000000,3,0.00000,2,3943800.00000,L018,,18,C6-2A,159 EAST HOUSTON STREET,5,36.01,N,1,,2A,10204,,"ALLEN HOUSE, LLC C/O",,12c,,,,3200,,1,,,10036011000,0,,24251,2,38,21051,MN,,,,
14,59.0000000,1003601,10002,1,,,5,40.7225385,3,987252,0,False,1400,6500,,1900,48.2500000,1,1000,4,495000.00000,0,103,,,,102 003,4.00000000000,,4.00000000000,4.37000000000,C7,1004170019,0,True,,3601,1,1,,0,-73.9891698,0,,1988,0,,2851,6.0000000,25v4,202517,417,27,59.0800000,,4.00000000000,,,,,48.0000000,3,0.00000,2,1934100.00000,L018,,19,C4-4A,201 ALLEN STREET,5,36.01,N,1,,2A,10204,,"ALLEN HOUSE, LLC C/O",,12c,,,,1400,,1,,,10036011000,0,,12456,2,30,11056,MN,,,,
14,84.0000000,1003601,10002,1,,,5,40.7227692,2,987052,0,False,2360,6500,,1900,37.0000000,1,2000,4,792000.00000,0,103,,,,102 002,4.00000000000,,4.00000000000,3.83000000000,C7,1004220057,2022,False,,3601,1,1,,0,-73.9898913,0,,1982,0,,3700,6.0000000,25v4,202601,422,10,100.0000000,,4.00000000000,,,,,37.0000000,3,0.00000,2,4090950.00000,L018,,57,C4-4A,245 ELDRIDGE STREET,5,36.01,N,1,,2A,10204,,245 ELDRIDGE LLC,,12c,,,,2360,,1,,,10036012000,0,,14161,2,12,11801,MN,,,,
14,84.0000000,1003601,10002,1,,,5,40.7225633,3,987023,0,False,2100,6500,,1900,50.0000000,1,2000,2,405000.00000,0,103,,,,102 002,4.00000000000,,4.00000000000,4.65000000000,C6,1004220060,0,False,,3601,1,1,,0,-73.9899959,0,,0,0,,5000,6.0000000,25v4,202526,422,40,100.0000000,,4.00000000000,,,,,50.0000000,3,2290.00000,2,2199600.00000,L018,,60,C4-4A,237 ELDRIDGE STREET,5,36.01,N,1,,2A,10204,,A I L H D F C,,12c,,,,2100,,1,,,10036012000,0,,23260,2,42,21160,MN,,,,
14,84.0000000,1003601,10002,1,,,5,40.7224508,3,987007,0,False,2000,6500,,1900,37.2500000,1,2000,4,225000.00000,0,103,,,,102 002,4.00000000000,,4.00000000000,4.01000000000,C7,1004220062,0,False,,3601,1,1,,0,-73.9900537,0,,1987,0,,3725,6.0000000,25v4,202485,422,22,100.0000000,,4.00000000000,,,,,37.0000000,3,0.00000,2,1043550.00000,L018,,62,C4-4A,233 ELDRIDGE STREET,5,36.01,N,1,,2A,10204,,DANMOR REALTY CORP,,12c,,,,2000,,1,,,10036012000,0,,14940,2,24,12940,MN,,,,
14,70.0000000,1003601,10002,1,,,5,40.7223547,3,986993,0,False,1750,6500,,1900,37.2500000,1,2000,4,193950.00000,0,103,,,,102 002,4.00000000000,,4.00000000000,4.01000000000,C7,1004220064,0,False,,3601,1,1,,0,-73.9901042,0,,0,0,,3725,6.0000000,25v4,202450,422,22,100.0000000,,4.00000000000,,,,,37.0000000,3,0.00000,2,1305450.00000,L018,,64,C4-4A,231 ELDRIDGE STREET,5,36.01,N,1,,2A,10204,,DANMOR REALTY CORP,,12c,,,,1750,,1,,,10036012000,0,,14940,2,24,13190,MN,,,,
14,85.0000000,1003601,10002,1,,,5,40.7212981,2,986734,0,False,1600,6500,,1900,29.1700000,1,2001,2,180000.00000,0,103,,,,102 002,4.00000000000,,4.00000000000,4.17000000000,C6,1004210043,0,False,,3601,1,1,,0,-73.9910387,0,,1993,0,,2917,6.0000000,25v4,202065,421,17,100.0000000,,4.00000000000,,,,,29.0000000,3,506915.00000,2,921600.00000,L018,,43,C4-4A,172 FORSYTH STREET,5,36.01,N,1,,2A,10204,,172 FORSYTH STREET HSNG DEV FUND CO,,12c,,,,1600,,1,,,10036012001,0,,12166,2,18,10566,MN,,,,
14,84.0000000,1003601,10002,1,,,5,40.7216880,3,986157,0,False,2436,6500,,1900,28.5000000,1,3002,4,359100.00000,0,103,,,,102 001,6.00000000000,,3.44000000000,5.09000000000,C7,1004260002,0,True,,3601,1,1,,0,-73.9931203,0,,1999,0,,2496,6.0000000,25v4,202207,426,10,95.3300000,,6.50000000000,,,,,29.0000000,3,0.00000,2,1353150.00000,L020,,2,C6-1,217 BOWERY,5,36.01,N,1,,2A,10204,,217 BOWERY RLTY CORP,,12c,,,,2436,,1,,,10036013002,0,,12700,2,11,10264,MN,,,,
14,50.0000000,1003601,10002,1,,,5,40.7223906,0,986367,0,False,1000,6500,,1920,25.0000000,1,3002,4,72000.00000,0,103,,,,102 001,6.00000000000,,3.44000000000,4.68000000000,C7,1004260022,0,False,,3601,1,1,,0,-73.9923626,0,,1993,0,,2500,6.0000000,25v4,202463,426,10,100.0000000,,6.50000000000,,,,,25.0000000,3,756383.00000,2,827100.00000,L020,,22,C6-1,13 STANTON STREET,5,36.01,N,1,,2A,10204,,COOPER SQUARE MUTUAL HOUSING ASSOC,,12c,,,,1000,,1,,,10036013002,0,,11700,0,11,10700,MN,,,,
14,72.0000000,1003601,10002,1,,,5,40.7215809,0,986270,0,True,2300,6500,,1920,38.0000000,1,3002,4,270000.00000,0,103,,,,102 001,6.00000000000,,3.44000000000,4.62000000000,C7,1004260044,0,False,,3601,1,1,,0,-73.9927126,0,,2004,0,,3230,6.0000000,25v4,202168,426,23,85.0000000,,6.50000000000,,,,,38.0000000,3,0.00000,2,1787400.00000,L020,,44,C6-1,8 RIVINGTON STREET,5,36.01,N,1,,2A,10204,,8-10 RIVINGTON REALTY LLC,,12c,C6-3A,,,2300,,1,,,10036013002,0,,14928,2,25,12628,MN,,,,
14,88.0000000,1003602,10003,1,,,5,40.7239164,2,987196,0,False,500,6500,,1910,20.6700000,1,1001,2,147600.00000,0,103,,,,102 010,0.00000000000,,4.00000000000,4.28000000000,C6,1004430050,0,True,,3602,2,1,,0,-73.9893716,0,,0,0,,2357,6.0000000,25v4,203019,443,24,100.4200000,,4.00000000000,,,,,21.0000000,3,2290.00000,2,1300950.00000,E028,,50,R8B,54 EAST 1 STREET,9,36.02,N,1,,3B,10205,,54 EAST 1ST ST OWNERS CORP,,12c,,,,500,,1,,,10036021001,0,,10083,0,25,9583,MN,,,,
14,60.0000000,1003602,10003,1,,,5,40.7236173,2,987097,0,False,0,6500,,1920,39.6700000,1,2003,2,72000.00000,0,103,,,,102 002,0.00000000000,,4.00000000000,5.79000000000,C6,1004420021,2006,True,,3602,2,1,,0,-73.9897288,0,,1980,0,,2571,6.0000000,25v4,202910,442,10,67.2500000,,4.00000000000,,,,,39.0000000,3,189661.00000,2,4229550.00000,L018,,21,R8B,49 EAST 1 STREET,9,36.02,N,1,,3B,10205,,FIRST STREET OWNERS I,,12c,,,,0,,1,,,10036022003,0,,14897,2,10,14897,MN,,,,
14,46.0000000,1003602,10003,2,,,5,40.7244216,2,986942,0,False,2000,6500,,1900,26.0000000,1,1001,4,233100.00000,0,103,,,,102 010,6.00000000000,,6.02000000000,4.04000000000,C7,1004430004,0,True,,3602,2,1,,0,-73.9902879,0,,0,0,,3596,6.0000000,25v4,203203,443,25,100.0000000,,6.50000000000,,,,,26.0000000,3,0.00000,2,957600.00000,E028,,4,C6-2A,26 2 AVENUE,9,36.02,N,1,,3B,10205,,PORYTKO PROPERTIES LLC,,12c,,,,2000,,1,,,10036021001,0,,14543,2,27,12543,MN,,,,
14,86.0000000,1003602,10003,1,,,5,40.7249512,3,987309,0,False,2453,6500,,1910,37.5000000,1,1000,4,212400.00000,0,103,,,,102 010,0.00000000000,t,4.00000000000,3.88000000000,C7,1004440022,0,False,,3602,2,1,,0,-73.9889637,0,,0,0,,3794,6.0000000,25v4,203396,444,24,101.1700000,,4.00000000000,,,C,,38.0000000,3,2308500.00000,2,2308500.00000,E028,,22,R8B,66 EAST 3 STREET,9,36.02,N,1,,3B,10205,,NYC HOUSING PRESERVATION AND DEVELOPMENT,,12c,,,,2453,,1,,,10036021000,0,,14715,2,27,12262,MN,,,,
14,73.0000000,1003602,10003,1,,,5,40.7250200,1,986720,0,False,0,6500,,1900,80.0000000,1,2001,2,414450.00000,0,103,,,,102 009,0.00000000000,,4.00000000000,4.92000000000,C1,1004570020,0,True,,3602,2,1,,0,-73.9910887,0,,1984,0,,5614,6.0000000,25v4,203421,457,42,70.1700000,,4.00000000000,,,,,80.0000000,3,0.00000,2,2721600.00000,E028,,20,R8B,21 EAST 2 STREET,9,36.02,N,1,,3B,10205,,SLOYER-FURMAN INC,,12c,,,,0,,1,,,10036022001,0,,27600,2,42,27600,MN,,,,
14,78.0000000,1002602,10009,1,,,5,40.7244807,3,989692,0,False,0,6700,1,1910,25.0000000,1,2002,2,135000.00000,0,103,,,,102 022,0.00000000000,,4.00000000000,4.69000000000,C1,1003890018,0,False,,2602,2,1,,0,-73.9803665,0,,1998,0,,2271,6.0000000,25v4,203225,389,18,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1930950.00000,L011,,18,R8B,200 EAST 7 STREET,9,26.02,N,1,,4A,10203,,200 BC LLC,,12c,,,,0,,1,,,10026022000,0,,10650,2,18,10650,MN,,,,
14,88.0000000,1001002,10002,1,,,3,40.7184085,1,990787,0,False,0,7600,1,1920,230.5800000,1,3005,2,832500.00000,0,103,,,,102 008,0.00000000000,,3.44000000000,3.38000000000,C4,1003250001,0,True,,1002,2,1,,0,-73.9764181,0,,0,0,,23058,6.0000000,25v4,201013,325,36,99.7500000,,6.50000000000,,,O,,234.0000000,3,5116500.00000,2,5116500.00000,L018,,1,R7-2,140 BARUCH PLACE,7,10.02,N,1,,3A,10201,,NYC HOUSING AUTHORITY,,12c,,1,,0,,1,,,10010024000,0,,77910,2,36,77910,MN,,,,
14,90.0000000,1002601,10009,1,,,3,40.7230812,3,989138,0,False,1900,6700,,1900,24.0000000,1,2001,4,135000.00000,0,103,,,,102 013,0.00000000000,,4.00000000000,5.31000000000,C7,1003860010,0,False,,2601,2,1,,0,-73.9823656,0,,2010,0,,2164,6.0000000,25v4,202715,386,16,90.9200000,,4.00000000000,C1-5,,,,24.0000000,3,0.00000,2,1372500.00000,E028,,10,R7A,53 AVENUE B,9,26.01,N,1,,3A,10203,,53 AVE B REALTY CORP,,12c,,,,1900,,1,,,10026012001,0,,11485,2,18,9585,MN,,,,
14,82.0000000,1002601,10009,1,,,5,40.7223262,2,989356,0,False,0,6700,,1910,40.8300000,1,2001,2,392850.00000,0,103,,,,102 013,0.00000000000,,4.00000000000,4.52000000000,C1,1003860053,0,False,,2601,2,1,,0,-73.9815793,0,,1983,0,,3927,6.0000000,25v4,202440,386,29,96.1700000,,4.00000000000,,,,,41.0000000,3,0.00000,2,1918350.00000,E028,,53,R8B,233 EAST 3 STREET,9,26.01,N,1,,3A,10203,,233 E 3RD LLC,,12c,,,,0,,1,,,10026012001,0,,17754,2,29,17754,MN,,,,
