healthcenterdistrict,bldgdepth,bct2020,zipcode,numbldgs,zmcode,spdist1,lottype,latitude,proxcode,xcoord,otherarea,splitzone,retailarea,healtharea,pfirm15_flag,yearbuilt,lotfront,sanitboro,cb2010,landuse,assessland,garagearea,cd,zoningdate,ltdheight,appbbl,sanborn,commfar,dcpedited,residfar,builtfar,bldgclass,bbl,yearalter2,irrlotcode,edesigdate,tract2010,council,schooldist,spdist2,easements,longitude,officearea,histdist,yearalter1,strgearea,rpaddate,lotarea,numfloors,version,ycoord,block,unitsres,lotdepth,landmkdate,facilfar,overlay1,spdist3,ownertype,zonedist4,bldgfront,sanitdistrict,exempttot,areasource,assesstot,firecomp,edesignum,lot,zonedist1,address,policeprct,ct2010,ext,borocode,notes,sanitsub,taxmap,polidate,ownername,appdate,zonemap,zonedist2,firm07_flag,condono,comarea,basempdate,plutomapid,zonedist3,overlay2,bctcb2020,factryarea,dcasdate,bldgarea,bsmtcode,unitstotal,resarea,borough,geom,masdate,landmark,geometry
14,52.0000000,1002601,10009,1,,,5,40.7216424,3,990008,0,False,0,6700,,1900,22.9200000,1,1002,2,297000.00000,0,103,,,,102 014,0.00000000000,,4.00000000000,3.91000000000,C1,1003730017,0,False,,2601,2,1,,0,-73.9792273,0,,2011,0,,2204,6.0000000,25v4,202191,373,10,96.1700000,,4.00000000000,,,,,20.0000000,3,0.00000,2,1820700.00000,E028,E-216,17,R8B,328 EAST 4 STREET,9,26.01,,1,,3A,10202,,326-328 E4 PROPERTY OWNER LLC,,12c,,,,0,,1,,,10026011002,0,,8625,0,10,8625,MN,,,,
14,84.0000000,1002601,10009,1,,,5,40.7234269,1,989355,0,False,400,6700,,1900,35.7500000,1,2000,2,180000.00000,0,103,,,,102 013,0.00000000000,,4.00000000000,5.19000000000,C6,1003870015,0,False,,2601,2,1,,0,-73.9815826,0,,1994,0,,3444,6.0000000,25v4,202841,387,23,96.1700000,,4.00000000000,,,,,36.0000000,3,680063.00000,2,1068300.00000,E028,,15,R8B,610 EAST 5 STREET,9,26.01,N,1,,3A,10203,,610-12 EAST 5TH STREET HOUSING DEVELOPMENT FUND CORPORATION,,12c,,,,400,,1,,,10026012000,0,,17868,2,24,17468,MN,,,,
14,79.0000000,1002601,10009,3,,,5,40.7228835,3,989194,0,True,0,6700,,1900,74.7700000,1,2001,2,315000.00000,0,103,,,1003860011.00000000,102 013,0.00000000000,,4.00000000000,4.61000000000,C4,1003860011,0,False,,2601,2,1,,0,-73.9821636,2000,,1989,0,,7191,6.0000000,25v4,202643,386,34,96.1700000,,4.00000000000,C1-5,,X,,74.0000000,3,1236150.00000,2,1236150.00000,E028,,11,R8B,250 EAST 4 STREET,9,26.01,N,1,,3A,10203,,250-254 EAST 4TH STLP,1991-02-13,12c,R7A,,,2000,,1,,,10026012001,0,,33130,0,35,31130,MN,,,,
14,90.0000000,1002601,10009,1,,,3,40.7230972,0,989815,0,False,1000,6700,1,1900,24.2500000,1,2000,2,558000.00000,0,103,,,,102 013,0.00000000000,,4.00000000000,6.06000000000,C6,1003870143,0,True,,2601,2,1,,0,-73.9799231,0,,1993,0,,2160,6.0000000,25v4,202721,387,8,90.0000000,,4.00000000000,C2-5,,,,24.2500000,3,2613356.00000,2,2726100.00000,E028,,143,R7A,653 EAST 5 STREET,9,26.01,N,1,,3A,10203,,"IVAN VIERA, PRES.",,12c,,,,1000,,1,,,10026012000,0,,13095,0,10,12095,MN,,,,
14,83.0000000,1003800,10003,1,,,5,40.7264359,3,987901,0,False,1350,6500,,1908,25.0000000,1,5000,4,135450.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.11000000000,C7,1004470026,0,False,,38,2,1,,0,-73.9868276,0,East Village / Lower East Side Historic District,0,0,,2425,6.0000000,25v4,203937,447,22,97.0000000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1306350.00000,E028,,26,R8B,340 EAST 6 STREET,9,38,N,1,,3B,10205,,340 EAST CORPORATION,,12c,,,,1350,,1,,,10038005000,0,,9978,2,23,8628,MN,,,,
14,76.0000000,1003800,10003,1,,,5,40.7272922,3,987845,0,False,2000,6500,,1897,25.0000000,1,6000,4,247950.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.65000000000,C7,1004480017,0,False,,38,2,1,,0,-73.9870295,0,East Village / Lower East Side Historic District,0,0,,2201,6.0000000,25v4,204249,448,22,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1055250.00000,E028,,17,R8B,66 EAST 7 STREET,9,38,N,1,,4B,10205,,EVP 66 EAST 7TH ST LLC,,12c,,,,2000,,1,,,10038006000,0,,10230,2,24,8230,MN,,,,
14,76.0000000,1003800,10003,1,,,5,40.7272264,3,987889,0,False,0,6500,,1897,25.0000000,1,6000,2,276300.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.44000000000,C1,1004480019,0,False,,38,2,1,,0,-73.9868708,0,East Village / Lower East Side Historic District,0,0,,2271,6.0000000,25v4,204225,448,24,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1594350.00000,E028,,19,R8B,70 EAST 7 STREET,9,38,N,1,,4B,10205,,WASSERSTROM 70 EAST 7TH LLC,,12c,,,,0,,1,,,10038006000,0,,10092,2,24,10092,MN,,,,
14,76.0000000,1003800,10003,1,,,5,40.7271934,3,987911,0,False,2000,6500,,1897,25.0000000,1,6000,4,214650.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.81000000000,C7,1004480020,0,False,,38,2,1,,0,-73.9867914,0,East Village / Lower East Side Historic District,0,0,,2271,6.0000000,25v4,204213,448,22,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1301400.00000,E028,,20,R8B,72 EAST 7 STREET,9,38,N,1,,4B,10205,,72-74 EAST 7TH LLC,,12c,,,,2000,,1,,,10038006000,0,,10920,2,24,8920,MN,,,,
14,76.0000000,1003800,10003,1,,,5,40.7271577,3,987932,0,False,2000,6500,,1897,25.0000000,1,6000,4,219150.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.81000000000,C7,1004480021,0,False,,38,2,1,,0,-73.9867156,0,East Village / Lower East Side Historic District,0,0,,2271,6.0000000,25v4,204200,448,21,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1347750.00000,E028,,21,R8B,74 EAST 7 STREET,9,38,N,1,,4B,10205,,72-74 EAST 7TH LLC,,12c,,,,2000,,1,,,10038006000,0,,10920,2,23,8920,MN,,,,
14,76.0000000,1003800,10003,1,,,5,40.7271165,3,987960,0,False,1114,6500,,1852,37.5000000,1,6000,4,359100.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.06000000000,C7,1004480022,0,False,,38,2,1,,0,-73.9866146,0,East Village / Lower East Side Historic District,0,0,,3406,6.0000000,25v4,204185,448,22,90.8300000,,4.00000000000,,,,,38.0000000,3,0.00000,2,1595700.00000,E028,,22,R8B,76 EAST 7 STREET,9,38,N,1,,4B,10205,,76-80 EAST 7TH STREET LIMITED PARTNERSHI P,,12c,,,,1114,,1,,,10038006000,0,,13837,2,25,12723,MN,,,,
14,76.0000000,1003800,10003,1,,,5,40.7270671,3,987993,0,False,1131,6500,,1852,37.5000000,1,6000,4,359100.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.10000000000,C7,1004480024,0,False,,38,2,1,,0,-73.9864956,0,East Village / Lower East Side Historic District,0,391,,3406,6.0000000,25v4,204167,448,22,90.8300000,,4.00000000000,,,,,38.0000000,3,0.00000,2,2441700.00000,E028,,24,R8B,80 EAST 7 STREET,9,38,N,1,,4B,10205,,76-80 EAST 7TH STREET LIMITED PARTNERSHI P,,12c,,,,1522,,1,,,10038006000,0,,13976,2,24,12454,MN,,,,
14,78.0000000,1003800,10003,1,,,5,40.7274431,3,988048,0,False,2000,6500,,1899,25.0000000,1,7001,4,174600.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.58000000000,C7,1004490043,0,False,,38,2,1,,0,-73.9862971,0,East Village / Lower East Side Historic District,0,0,,2267,6.0000000,25v4,204304,449,16,90.6700000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1148400.00000,L011,,43,R8B,77 EAST 7 STREET,9,38,N,1,,4B,10205,,"KOZIEJ, PETER",,12c,,,,2000,,1,,,10038007001,0,,10387,2,17,8387,MN,,,,
14,85.0000000,1003800,10003,1,,,5,40.7275035,3,988017,0,False,4200,6500,,1897,50.0000000,1,7001,4,244800.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.58000000000,C7,1004490044,0,False,,38,2,1,,0,-73.9864089,0,East Village / Lower East Side Historic District,0,0,,4875,6.0000000,25v4,204326,449,33,97.5000000,,4.00000000000,,,,,50.0000000,3,0.00000,2,2254050.00000,L011,,44,R8B,73 EAST 7 STREET,9,38,N,1,,4B,10205,,73-75 EAST 7TH STREET LLC,,12c,,,,4200,,1,,,10038007001,0,,22314,2,36,18114,MN,,,,
14,84.0000000,1003800,10003,1,,,5,40.7276847,3,987897,0,False,1000,6500,,1898,25.0000000,1,7001,4,209250.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.52000000000,C7,1004490050,0,False,,38,2,1,,0,-73.9868418,0,East Village / Lower East Side Historic District,0,0,,2438,6.0000000,25v4,204392,449,24,97.5000000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1627650.00000,L011,,50,R8B,63 EAST 7 STREET,9,38,N,1,,4B,10205,,63 EAST 7TH STREET REALTY LLC,,12c,,,,1000,,1,,,10038007001,0,,11016,1,26,10016,MN,,,,
14,85.0000000,1003800,10003,1,,,5,40.7277534,3,987852,0,False,0,6500,,1897,25.0000000,1,7001,4,346500.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.54000000000,C7,1004490052,0,False,,38,2,1,,0,-73.9870041,700,East Village / Lower East Side Historic District,0,0,,2438,6.0000000,25v4,204417,449,24,97.5000000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1801800.00000,L011,,52,R8B,59 EAST 7 STREET,9,38,N,1,,4B,10205,,59 EAST SEVENTH REALTY LLC,,12c,,,,700,,1,,,10038007001,0,,11058,1,25,10358,MN,,,,
14,66.0000000,1003602,10003,1,,,5,40.7252121,3,986880,0,False,2396,6500,,1901,41.2500000,1,2000,2,310950.00000,0,103,,,,102 009,6.00000000000,t,6.02000000000,4.41000000000,C6,1004580032,0,True,,3602,2,1,,0,-73.9905114,0,East Village / Lower East Side Historic District,1985,0,,3263,6.0000000,25v4,203491,458,28,79.3300000,,6.50000000000,,,,,41.0000000,3,382721.00000,2,1153350.00000,E028,,32,C6-2A,32 EAST 2 STREET,9,36.02,N,1,,3B,10205,,32-34 E 2ND ST (HDFC),,12c,,,,2396,,1,,,10036022000,0,,14376,2,30,11980,MN,,,,
14,95.0000000,1003800,10003,1,,,5,40.7265021,0,986802,0,False,520,6500,,1891,25.0000000,1,3001,4,96750.00000,0,103,,,1004590014.00000000,102 009,0.00000000000,t,4.00000000000,4.81000000000,C7,1004590016,0,True,,38,2,1,,0,-73.9907927,0,East Village / Lower East Side Historic District,1994,0,,2808,6.0000000,25v4,203961,459,22,112.3300000,,4.00000000000,,,,,25.0000000,3,1822176.00000,2,1898100.00000,E028,,16,R8B,60 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE MUTUALHOUSING ASSOCIATION  II ETC.,1995-01-03,12c,,,,520,,1,,,10038003001,0,,13500,0,24,12980,MN,,,,
14,98.0000000,1003800,10003,1,,,3,40.7258076,3,986991,0,False,2200,6500,,1897,24.0000000,1,3001,4,395550.00000,0,103,,,,102 009,0.00000000000,t,4.00000000000,5.61000000000,C7,1004590035,0,False,,38,2,1,,0,-73.9901109,0,East Village / Lower East Side Historic District,1987,0,,2400,6.0000000,25v4,203708,459,20,100.0000000,,4.00000000000,C2-5,,,,24.0000000,3,0.00000,2,1881000.00000,E028,,35,R7A,53 2 AVENUE,9,38,N,1,,3B,10205,,EAST VILLAGE REALTY CO.,,12c,,,,2200,,1,,,10038003001,0,,13464,2,24,11264,MN,,,,
14,70.0000000,1003800,10003,1,,,5,40.7259614,2,986950,0,False,655,6500,,1898,25.0000000,1,3001,4,55350.00000,0,103,,,1004590014.00000000,102 009,0.00000000000,t,4.00000000000,5.25000000000,C7,1004590036,0,False,,38,2,1,,0,-73.9902588,0,East Village / Lower East Side Historic District,1998,0,,2000,6.0000000,25v4,203764,459,13,80.0000000,,4.00000000000,,,,,25.0000000,3,460350.00000,2,495000.00000,E028,,36,R8B,27 EAST 3 STREET,9,38,N,1,,3B,10205,,COOPER SQ. HOUSING DEVELOPMENT FUND CO.  ETC.,1995-01-03,12c,,,,655,,1,,,10038003001,0,,10500,2,15,9845,MN,,,,
14,78.0000000,1003800,10003,1,,,5,40.7260794,2,986887,0,False,754,6500,,1906,25.0000000,1,3001,4,150300.00000,0,103,,,1004590014.00000000,102 009,0.00000000000,t,4.00000000000,4.87000000000,C7,1004590039,0,False,,38,2,1,,0,-73.9904861,0,East Village / Lower East Side Historic District,1993,0,,2404,6.0000000,25v4,203807,459,16,96.1700000,,4.00000000000,,,,,25.0000000,3,904374.00000,2,962100.00000,E028,,39,R8B,21 EAST 3 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE MUTUAL HOUSING ASSOC,1995-01-03,12c,,,,754,,1,,,10038003001,0,,11700,2,17,10946,MN,,,,
14,79.0000000,1003200,10009,1,,,5,40.7263423,3,988468,0,False,1000,6600,,1898,25.0000000,1,2000,4,314100.00000,0,103,,,,102 020,0.00000000000,t,4.00000000000,4.53000000000,C7,1004340019,0,False,,32,2,1,,0,-73.9847820,0,East Village / Lower East Side Historic District,0,0,,2271,6.0000000,25v4,203903,434,23,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1701900.00000,L011,,19,R8B,110 EAST 7 STREET,9,32,N,1,,4A,10205,,110-112 EAST SEVENTHSTREET ASSOCIATES,,12c,,,,1000,,1,,,10032002000,0,,10296,2,25,9296,MN,,,,
14,72.0000000,1003200,10009,1,,,5,40.7262298,3,988347,0,False,0,6600,,1897,25.0000000,1,2000,2,286200.00000,0,103,,,,102 020,0.00000000000,t,4.00000000000,4.58000000000,C1,1004340049,0,False,,32,2,1,,0,-73.9852186,0,East Village / Lower East Side Historic District,1985,0,,2270,6.0000000,25v4,203862,434,24,90.8300000,,4.00000000000,,,,,25.0000000,3,0.00000,2,1375650.00000,L011,,49,R8B,417 EAST 6 STREET,9,32,N,1,,3B,10205,,417 E 6 LLC,,12c,,,,0,,1,,,10032002000,0,,10386,2,24,10386,MN,,,,
14,84.0000000,1003200,10009,1,,,5,40.7266085,3,988603,0,False,2732,6600,,1907,42.0000000,1,1001,4,443250.00000,0,103,,,,102 020,0.00000000000,t,4.00000000000,4.00000000000,C7,1004350043,0,True,,32,2,1,,0,-73.9842948,0,East Village / Lower East Side Historic District,1988,0,,4095,6.0000000,25v4,204000,435,27,111.7500000,,4.00000000000,,,,,42.0000000,3,0.00000,2,4105350.00000,L011,,43,R8B,117 EAST 7 STREET,9,32,N,1,,4A,10205,,117-119 EAST 7TH ST. LLC,,12c,,,,2732,,1,,,10032001001,0,,16392,2,30,13660,MN,,,,
14,99.0000000,1003602,10003,1,,,5,40.7241607,3,987230,0,False,0,6500,,1899,33.3300000,1,1001,2,423000.00000,0,103,,,,102 010,0.00000000000,t,4.00000000000,4.47000000000,C4,1004430020,0,True,,3602,2,1,,0,-73.9892489,0,East Village / Lower East Side Historic District,1985,0,,5887,6.0000000,25v4,203108,443,49,113.0000000,,4.00000000000,,,,,33.0000000,3,0.00000,2,4032000.00000,E028,,20,R8B,67 EAST 2 STREET,9,36.02,N,1,,3B,10205,,67 EAST 2ND STREET INC.,,12c,,,,0,,1,,,10036021001,0,,26328,2,49,26328,MN,,,,
14,40.0000000,1003602,10003,1,,,3,40.7253657,3,987091,0,False,1893,6500,,1899,50.0000000,1,1000,,76950.00000,0,103,,,,102 010,6.00000000000,t,6.02000000000,5.68000000000,CB,1004440008,0,False,,3602,2,1,,0,-73.9897502,0,East Village / Lower East Side Historic District,0,0,,2000,6.0000000,25v4,203547,444,10,40.0000000,,6.50000000000,,,,,50.0000000,3,0.00000,2,1082250.00000,E028,,8,C6-2A,50 2 AVENUE,9,36.02,N,1,,3B,10205,,SECOND AND THIRD LLC,,12c,,,,1893,,1,,,10036021000,0,,11358,2,14,9465,MN,,,,
14,82.0000000,1003602,10003,1,,,5,40.7251681,3,987167,0,False,0,6500,,1900,38.0000000,1,1000,2,270000.00000,0,103,,,,102 010,0.00000000000,t,4.00000000000,4.55000000000,C1,1004440014,0,False,,3602,2,1,,0,-73.9894760,0,East Village / Lower East Side Historic District,0,0,,3806,6.0000000,25v4,203475,444,24,101.7500000,,4.00000000000,,,,,38.0000000,3,0.00000,2,4207950.00000,E028,,14,R8B,50 EAST 3 STREET,9,36.02,N,1,,3B,10205,,50-58 EAST THIRD STREET OWNER LLC,,12c,,,,0,,1,,,10036021000,0,,17310,2,24,17310,MN,,,,
14,85.0000000,1003602,10003,1,,,5,40.7250775,3,987229,0,False,0,6500,,1900,31.0000000,1,1000,2,70650.00000,0,103,,,,102 010,0.00000000000,t,4.00000000000,4.33000000000,C1,1004440018,0,True,,3602,2,1,,0,-73.9892523,0,East Village / Lower East Side Historic District,0,0,,3146,6.0000000,25v4,203442,444,24,101.5000000,,4.00000000000,,,,,31.0000000,3,0.00000,2,3920850.00000,E028,,18,R8B,58 EAST 3 STREET,9,36.02,N,1,,3B,10205,,50-58 EAST THIRD STREET OWNER LLC,,12c,,,,0,,1,,,10036021000,0,,13620,2,24,13620,MN,,,,
14,84.0000000,1003602,10003,1,,,5,40.7250418,3,987250,0,False,1741,6500,,1898,22.6700000,1,1000,4,202500.00000,0,103,,,,102 010,0.00000000000,t,4.00000000000,8.15000000000,C7,1004440019,0,False,,3602,2,1,,0,-73.9891766,0,East Village / Lower East Side Historic District,0,0,,1282,6.0000000,25v4,203429,444,16,101.5000000,,4.00000000000,,,,,23.0000000,3,0.00000,2,1473750.00000,E028,,19,R8B,60 EAST 3 STREET,9,36.02,N,1,,3B,10205,,TOMAR EQUITIES LLC,,12c,,,,1741,,1,,,10036021000,0,,10444,2,18,8703,MN,,,,
14,84.0000000,1003800,10003,1,,,3,40.7259503,3,987235,0,False,3116,6500,,1907,41.4200000,1,4000,4,477000.00000,0,103,,,,102 010,0.00000000000,t,4.00000000000,4.08000000000,C7,1004450009,0,False,,38,2,1,,0,-73.9892305,0,East Village / Lower East Side Historic District,0,0,,3489,6.0000000,25v4,203760,445,25,84.1700000,,4.00000000000,C2-5,,,,41.0000000,3,0.00000,2,2896650.00000,E028,,9,R7A,68 2 AVENUE,9,38,N,1,,3B,10205,,RURU & ASSOCIATES LLC,,12c,,,,3116,,1,,,10038004000,0,,14250,2,28,11134,MN,,,,
14,83.0000000,1003800,10003,1,,,3,40.7268066,2,987401,0,False,3000,6500,,1904,48.5000000,1,5000,4,535500.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,5.10000000000,C7,1004470001,0,False,,38,2,1,,0,-73.9886315,0,East Village / Lower East Side Historic District,0,0,,3637,6.0000000,25v4,204072,447,20,75.0000000,,4.00000000000,C2-5,,,,51.0000000,3,0.00000,2,2842650.00000,E028,,1,R7A,88 2 AVENUE,9,38,N,1,,3B,10205,,FONTANA REALTY LLC,,12c,,,,3000,,1,,,10038005000,0,,18553,2,22,15553,MN,,,,
14,86.0000000,1003800,10003,1,,,5,40.7269109,3,987437,0,False,1152,6500,,1904,48.5000000,1,5000,4,355500.00000,0,103,,,,102 019,0.00000000000,t,4.00000000000,4.10000000000,C7,1004470003,0,False,,38,2,1,,0,-73.9885016,0,East Village / Lower East Side Historic District,1983,0,,4850,6.0000000,25v4,204110,447,20,100.0000000,,4.00000000000,C2-5,,,,49.0000000,3,0.00000,2,2820150.00000,E028,,3,R7A,92 2 AVENUE,9,38,N,1,,3B,10205,,92 SECOND AVE LLC,,12c,,,,1152,,1,,,10038005000,0,,19894,2,22,18742,MN,,,,
14,78.0000000,1003800,10003,1,,,5,40.7268781,3,987089,0,False,0,6500,,1912,63.0000000,1,3000,2,886500.00000,0,103,,,,102 009,0.00000000000,t,4.00000000000,4.13000000000,C1,1004600029,0,False,,38,2,1,,0,-73.9897572,0,East Village / Lower East Side Historic District,1989,0,,6059,6.0000000,25v4,204098,460,30,96.1700000,,4.00000000000,,,,,63.0000000,3,0.00000,2,2748600.00000,E028,,29,R8B,236 EAST 5 STREET,9,38,N,1,,3B,10205,,236 E 5 STREET LLC,,12c,,,,0,,1,,,10038003000,0,,25002,2,30,25002,MN,,,,
14,77.0000000,1003800,10003,1,,,3,40.7263950,3,987125,0,False,1463,6500,,1887,24.0000000,1,3000,4,262800.00000,0,103,,,,102 009,0.00000000000,t,4.00000000000,4.75000000000,C7,1004600042,0,False,,38,2,1,,0,-73.9896273,0,East Village / Lower East Side Historic District,0,0,,1848,6.0000000,25v4,203922,460,10,77.0000000,,4.00000000000,C2-5,,,,24.0000000,3,0.00000,2,1676250.00000,E028,,42,R7A,69 2 AVENUE,9,38,N,1,,3B,10205,,69 SECOND AVENUE LLC,,12c,,,,1463,,1,,,10038003000,0,,8775,2,12,7312,MN,,,,
14,86.0000000,1003800,10003,1,,,5,40.7267216,0,986987,0,False,676,6500,,1892,25.0000000,1,3000,4,62100.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.37000000000,C7,1004600048,0,False,,38,2,1,,0,-73.9901252,0,East Village / Lower East Side Historic District,2001,0,,2404,6.0000000,25v4,204041,460,15,96.1700000,,4.00000000000,,,,,25.0000000,3,424080.00000,2,446400.00000,E028,,48,R8B,77 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE HOUSING DEVELOPMENT FUND,1995-01-03,12c,,,,676,,1,,,10038003000,0,,12900,0,17,12224,MN,,,,
14,88.0000000,1003800,10003,1,,,5,40.7267601,3,986967,0,False,723,6500,,1897,25.0000000,1,3000,4,154350.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.28000000000,C7,1004600049,0,False,,38,2,1,,0,-73.9901973,0,East Village / Lower East Side Historic District,1999,0,,2500,6.0000000,25v4,204055,460,20,100.0000000,,4.00000000000,,,,,25.0000000,3,1331663.00000,2,1401750.00000,E028,,49,R8B,75 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE HOUSING DEVELOPMENT FUND,1995-01-03,12c,,,,723,,1,,,10038003000,0,,13200,2,22,12477,MN,,,,
14,88.0000000,1003800,10003,1,,,5,40.7267930,3,986945,0,False,663,6500,,1901,25.0000000,1,3000,4,154350.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.28000000000,C7,1004600050,0,False,,38,2,1,,0,-73.9902767,0,East Village / Lower East Side Historic District,1999,0,,2500,6.0000000,25v4,204067,460,18,100.0000000,,4.00000000000,,,,,25.0000000,3,1521045.00000,2,1601100.00000,E028,,50,R8B,73 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE HOUSING DEVELOPMENT FUND,1995-01-03,12c,,,,663,,1,,,10038003000,0,,13200,2,19,12537,MN,,,,
14,88.0000000,1003800,10003,1,,,5,40.7268260,0,986923,0,False,0,6500,,1899,25.0000000,1,3000,2,154350.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.28000000000,C4,1004600051,0,False,,38,2,1,,0,-73.9903561,0,East Village / Lower East Side Historic District,1993,0,,2500,6.0000000,25v4,204079,460,13,100.0000000,,4.00000000000,,,X,,25.0000000,3,1599300.00000,2,1599300.00000,E028,E-216,51,R8B,71 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE MUTUALHOUSING ASSOCIATION  II ETC.,1995-01-03,12c,,,,0,,1,,,10038003000,0,,13200,0,13,13200,MN,,,,
14,90.0000000,1003800,10003,1,,,5,40.7268589,1,986901,0,False,329,6500,,1899,25.0000000,1,3000,4,154350.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.28000000000,C7,1004600052,0,False,,38,2,1,,0,-73.9904354,0,East Village / Lower East Side Historic District,0,0,,2500,6.0000000,25v4,204091,460,21,100.0000000,,4.00000000000,,,,,25.0000000,3,1375920.00000,2,1404000.00000,E028,,52,R8B,69 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE MUTUAL HOUSING ASSOC,1995-01-03,12c,,,,329,,1,,,10038003000,0,,13200,2,22,12871,MN,,,,
14,88.0000000,1003800,10003,1,,,5,40.7268919,0,986879,0,False,354,6500,,1897,25.0000000,1,3000,4,154350.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.28000000000,C7,1004600053,0,False,,38,2,1,,0,-73.9905148,0,East Village / Lower East Side Historic District,1993,0,,2500,6.0000000,25v4,204103,460,18,100.0000000,,4.00000000000,,,,,25.0000000,3,1553067.00000,2,1601100.00000,E028,,53,R8B,67 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQUARE MUTUAL HOUSING ASSOC,1995-01-03,12c,,,,354,,1,,,10038003000,0,,13200,0,20,12846,MN,,,,
14,88.0000000,1003800,10003,1,,,5,40.7269248,0,986857,0,False,794,6500,,1897,25.0000000,1,3000,4,154350.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.28000000000,C7,1004600054,0,False,,38,2,1,,0,-73.9905942,0,East Village / Lower East Side Historic District,1997,0,,2500,6.0000000,25v4,204115,460,14,100.0000000,,4.00000000000,,,,,25.0000000,3,1266462.00000,2,1347300.00000,E028,,54,R8B,65 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQ. HOUSING DEVELOPMENT FUND CO.  ETC.,1995-01-03,12c,,,,794,,1,,,10038003000,0,,13200,0,16,12406,MN,,,,
14,82.0000000,1003800,10003,1,,,5,40.7270538,2,986768,0,False,0,6500,,1900,25.0000000,1,3000,2,148050.00000,0,103,,,1004600059.00000000,102 009,0.00000000000,t,4.00000000000,5.18000000000,C4,1004600059,0,True,,38,2,1,,0,-73.9909153,0,East Village / Lower East Side Historic District,1996,0,,2404,6.0000000,25v4,204162,460,17,96.1700000,,4.00000000000,,,X,,25.0000000,3,1574550.00000,2,1574550.00000,E028,,59,R8B,57 EAST 4 STREET,9,38,N,1,,3B,10205,,COOPER SQ. HOUSING DEVELOPMENT FUND CO.  ETC.,1995-01-03,12c,,,,0,,1,,,10038003000,0,,12450,2,17,12450,MN,,,,
14,90.0000000,1003800,10003,1,,,5,40.7273172,3,987294,0,False,2599,6500,,1903,24.7500000,1,2000,4,160200.00000,0,103,,,,102 018,0.00000000000,t,4.00000000000,4.21000000000,C7,1004610030,0,True,,38,2,1,,0,-73.9890175,0,East Village / Lower East Side Historic District,1985,0,,2599,6.0000000,25v4,204258,461,10,105.0000000,,4.00000000000,C2-5,,,,25.0000000,3,0.00000,2,2174850.00000,E028,,30,R7A,97 2 AVENUE,9,38,N,1,,3B,10205,,DS 97 2ND AVE PROPERTY OWNER LLC,,12c,,,,2599,,1,,,10038002000,0,,10948,2,11,8349,MN,,,,
14,82.0000000,1003800,10003,1,,,5,40.7271937,3,987196,0,False,632,6500,,1909,30.0000000,1,2000,4,262350.00000,0,103,,,,102 018,0.00000000000,t,4.00000000000,4.19000000000,C7,1004610037,0,False,,38,2,1,,0,-73.9893711,0,East Village / Lower East Side Historic District,0,0,,2910,6.0000000,25v4,204213,461,17,97.0000000,,4.00000000000,,,,,30.0000000,3,0.00000,2,2120850.00000,E028,,37,R8B,237 EAST 5 STREET,9,38,N,1,,3B,10205,,237 EAST REALTY L.L.C.,,12c,,,,632,,1,,,10038002000,0,,12203,2,18,11571,MN,,,,
