bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
1004150025,139 ALLEN STREET,C7,6.0,1910,203.79870665101285,173.2289006533609,34.645780130672186,42891.47580177217,117.51089260759498,127.49647088087363
1004230025,111 CHRYSTIE STREET,C7,6.0,1900,174.73018936609193,148.52066096117815,29.704132192235633,36773.71565398771,100.74990590133619,109.31120646742714
1004180046,111 ELDRIDGE STREET,C7,6.0,1900,172.47361333201135,146.60257133220964,29.32051426644193,36298.79666185511,99.44875797768522,107.8994925005063
1004130010,285 BROOME STREET,C7,6.0,1900,237.32736106896814,201.7282569086229,40.345651381724586,49947.91641057504,136.84360660431517,148.47199708474648
1004130008,289 BROOME STREET,C7,6.0,1909,280.13475968607673,238.11454573316522,47.62290914663305,58957.161523531715,161.52646992748416,175.25230565960962
1004180044,291 BROOME STREET,C7,6.0,1900,151.12204050964752,128.4537344332004,25.69074688664008,31805.14464566042,87.13738259085046,94.5419485428355
1004180037,305 BROOME STREET,C7,6.0,1900,270.5623725863271,229.97801669837804,45.99560333967561,56942.556934518405,156.00700530005042,169.26382029000627
1004230017,327 BROOME STREET,C2,6.0,2024,172.73927090929374,146.82838027289966,29.365676054579936,36354.70695556996,99.60193686457524,108.06568788085416
1004240040,334 BROOME STREET,C7,6.0,1900,222.72846440185776,189.31919474157908,37.863838948315816,46875.43261801498,128.42584278908214,139.3389273298022
1004240029,135 CHRYSTIE STREET,C7,6.0,1910,320.13337640618147,272.11336994525425,54.42267398905085,67375.27039844495,184.5897819135478,200.27544027970714
1004240029,135 CHRYSTIE STREET,C7,6.0,1910,320.13337640618147,272.11336994525425,54.42267398905085,67375.27039844495,184.5897819135478,200.27544027970714
1004240026,9 DELANCEY STREET,C7,6.0,1900,147.0098835345804,124.95840100439335,24.991680200878672,30939.700088687798,84.76630161284328,91.96938313923351
1004250041,10 DELANCEY STREET,C7,6.0,1900,199.78450055480215,169.81682547158184,33.963365094316366,42046.64598676366,115.19629037469495,124.98518354708422
1004250041,10 DELANCEY STREET,C7,6.0,1900,199.78450055480215,169.81682547158184,33.963365094316366,42046.64598676366,115.19629037469495,124.98518354708422
1004780012,164 ELIZABETH STREET,C7,6.0,1900,234.9980979646107,199.7483832699191,39.94967665398382,49457.69969763197,135.50054711679994,147.01481008666048
1004780013,166 ELIZABETH STREET,C7,6.0,1908,170.7638892702451,145.14930587970832,29.029861175941665,35938.96813581578,98.4629263994953,106.82988912746532
1004780014,168 ELIZABETH STREET,C7,6.0,1900,116.71273755917824,99.2058269253015,19.8411653850603,24563.36274670465,67.29688423754699,73.0154886170219
1004100037,110 LUDLOW STREET,C7,6.0,1900,160.96757822218655,136.82244148885857,27.364488297771715,33877.236512641386,92.8143466099764,100.70131693579991
1004100043,122 LUDLOW STREET,C7,6.0,1920,154.35579570971896,131.2024263532611,26.240485270652222,32485.72076506745,89.00197469881493,96.56498579600017
1004100044,124 LUDLOW STREET,C7,6.0,1900,152.8060907358731,129.88517712549213,25.97703542509843,32159.569856271853,88.10841056512837,95.5954903643622
1004100018,123 LUDLOW STREET,C7,6.0,1900,234.48950207800118,199.316076766301,39.8632153532602,49350.66060733613,135.20728933516747,146.69663249999755
1004100046,101 RIVINGTON STREET,C7,6.0,1910,289.64397221277216,246.19737638085633,49.23947527617127,60958.47039190003,167.00950792301379,181.20126901631028
1004100025,109 LUDLOW STREET,C7,6.0,1920,238.5943338801501,202.80518379812756,40.561036759625516,50214.56350841639,137.57414659840106,149.2646152754219
1004100002,122 ORCHARD STREET,C7,6.0,1910,195.6674485437889,166.31733126222056,33.26346625244411,41180.17122052581,112.82238690555016,122.40955580899431
1004100022,117 LUDLOW STREET,C7,6.0,1900,130.69680189963083,111.0922816146862,22.218456322937243,27506.448927796308,75.360134048757,81.76391926840905
1004110075,100 RIVINGTON STREET,C7,6.0,1900,316.12365188054605,268.7051040984641,53.74102081969283,66531.38377477972,182.2777637665198,197.7669566164696
1004110034,94 RIVINGTON STREET,C7,6.0,1920,250.4225825344817,212.85919515430945,42.571839030861895,52703.93672020703,144.39434717864938,156.66436763357177
1003540034,126 RIVINGTON STREET,C7,6.0,1900,144.95916583356177,123.2152909585275,24.643058191705503,30508.10604133141,83.58385216803127,90.68645414547625
1004110039,86 RIVINGTON STREET,C7,6.0,1920,167.71563404409338,142.55828893747938,28.511657787495878,35297.4323409199,96.70529408471205,104.92290065798483
1004160069,78 RIVINGTON STREET,C7,6.0,1920,253.18445537410625,215.20678706799032,43.041357413598064,53285.2004780344,145.98685062475178,158.3921952820409
1004160068,145 ORCHARD STREET,C7,6.0,1900,181.42384707312127,154.21027001215307,30.842054002430615,38182.4628550091,104.60948727399753,113.49875872894467
1004160067,147 ORCHARD STREET,C7,6.0,1900,176.86893314760584,150.33859317546495,30.06771863509299,37223.83567024512,101.9831114253291,110.6492045771422
