name,base_bbl,shape_area,construction_year,ground_elevation,mappluto_bbl,objectid,feature_code,shape_length,height_roof,last_status_type,bin,last_edited_date,geom_source,doitt_id,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,bbl,address,bldgclass,numfloors,yearbuilt,lon,lat
,1003930038,223.75,1920,10,1003930038,600345,2100,66.654909496107592,53.84,Constructed,1004895,2017-08-22 18:46:32+00:00,Photogrammetric,329520,128.37,109.12,21.82,27018.0,74.0,3.39,1003920027.0,384 EAST 10 STREET,,,,-73.9776587470642,40.72612367655442
,1003820022,1449.984375,1953,9,1003820022,2986,2100,159.1813209522991,31.2,Constructed,1004565,2017-08-22 17:35:52+00:00,Photogrammetric,44224,831.89,707.1,141.42,175079.0,479.7,3.39,,,,,,-73.97475029094444,40.72693114211815
,1003770045,353.32421875,1900,12,1003770045,942694,2100,93.521708037698218,66.89,Constructed,1004510,2017-08-22 18:41:50+00:00,Photogrammetric,164318,202.73,172.32,34.46,42667.0,116.9,3.39,1003760031.0,276 EAST 7 STREET,,,,-73.97662682340734,40.72329051000801
,1003930035,250.07421875,1900,6,1003930035,732273,2100,79.441379831438908,58.7,Constructed,1004892,2017-08-22 17:44:47+00:00,Photogrammetric,236962,143.48,121.95,24.39,30196.0,82.7,3.39,,,,,,-73.97754620233466,40.72630749533181
,1003790039,1215.66796875,1995,9,1003790039,109704,2100,187.00383129373446,65,Constructed,1084631,2017-08-22 18:02:33+00:00,Other (Manual),965779,697.5,592.88,118.58,146796.0,402.2,3.39,1003790037.0,133 AVENUE D,,,,-73.97594148072744,40.72461847278338
,1003770042,2227.15625,2010,13,1003777503,52623,2100,267.55437568349953,136.18128606,Constructed,1089381,2017-08-22 19:22:55+00:00,Photogrammetric,1257103,1277.9,1086.21,217.24,268946.0,736.8,3.39,1003780039.0,115 AVENUE D,,,,-73.97656675911944,40.723506908780024
,1003940038,169.3203125,1910,8,1003940038,14957,2100,60.435595200078218,54.34,Constructed,1004912,2017-08-22 17:47:01+00:00,Photogrammetric,17684,97.14,82.57,16.51,20445.0,56.0,3.39,,,,,,-73.9769565180971,40.727063493181724
,1003560001,1202.921875,1950,9,1003560001,148797,2100,243.45680809439631,96.15,Constructed,1078053,2017-08-22 17:37:51+00:00,Photogrammetric,444141,690.26,586.72,117.34,145272.0,398.0,3.39,,,,,,-73.97515358045598,40.72133030574744
,1003790014,286.09375,1920,8,1003790014,425428,2100,86.903944970441515,52.85,Constructed,1004544,2017-08-22 18:53:08+00:00,Photogrammetric,310099,164.14,139.52,27.9,34546.0,94.6,3.39,1003790012.0,406 EAST 10 STREET,,,,-73.97697486023789,40.72540725809915
,1003740041,507.18359375,1900,10,1003740041,333416,2100,127.25527519295269,70.41,Constructed,1004419,2017-08-22 18:36:16+00:00,Photogrammetric,133434,291.03,247.37,49.47,61250.0,167.8,3.39,1003740041.0,41 AVENUE D,C7,6.0,1900.0,-73.97793892118594,40.72150199186447
,1003940052,312.23046875,1937,8,1003940052,950817,2100,99.824995904407018,70.01,Constructed,1004917,2017-08-22 17:27:23+00:00,Photogrammetric,795037,179.14,152.27,30.45,37702.0,103.3,3.39,1003940052.0,633 EAST 11 STREET,C6,6.0,1937.0,-73.97780962583515,40.72700227669513
,1003760132,93.04296875,1900,10,1003760132,782891,2100,38.661616019641116,42.42,Constructed,1083432,2017-08-22 18:13:27+00:00,Photogrammetric,611969,53.39,45.38,9.08,11236.0,30.8,3.39,1003760031.0,276 EAST 7 STREET,,,,-73.97693232764638,40.723140899318764
,1003740037,481.14453125,1920,12,1003740037,880814,2100,95.484182239893258,22.3,Constructed,1082966,2017-08-22 19:04:29+00:00,Photogrammetric,57169,276.09,234.68,46.94,58106.0,159.2,3.39,1003740041.0,41 AVENUE D,,,,-73.977781947616,40.721715304624205
,1003820001,1520.765625,1966,10,1003820001,917115,2100,187.10072846642964,135.87,Constructed,1083144,2017-08-22 17:53:03+00:00,Photogrammetric,183546,872.49,741.62,148.32,183624.0,503.1,3.39,,,,,,-73.97527467462726,40.72693092569309
,1003750029,202.96484375,1900,11,1003750029,491528,2100,69.839676326537813,44.21,Constructed,1004441,2017-08-22 17:59:09+00:00,Photogrammetric,214854,116.46,98.99,19.8,24511.0,67.2,3.39,1003750030.0,742 EAST 6 STREET,,,,-73.9778615102078,40.72272045309064
,1003790057,420.19921875,1900,8,1003790057,162360,2100,97.311089725336473,74.48,Constructed,1004562,2017-08-22 18:21:50+00:00,Photogrammetric,721917,241.09,204.93,40.99,50740.0,139.0,3.39,1003790057.0,713 EAST 9 STREET,C4,6.0,1900.0,-73.97714765584222,40.72515276563129
,1003940053,394.98828125,1910,8,1003940053,43915,2100,104.46319970247112,65.35,Constructed,1004918,2017-08-22 18:50:54+00:00,Photogrammetric,94494,226.61,192.62,38.52,47693.0,130.7,3.39,1003940053.0,631 EAST 11 STREET,C4,6.0,1910.0,-73.97791371935325,40.72703623337293
,1003790048,334.35546875,1900,8,1003790048,680884,2100,84.679077347548684,57.83,Constructed,1004559,2017-08-22 18:27:14+00:00,Photogrammetric,421382,191.84,163.06,32.61,40374.0,110.6,3.39,1003790017.0,416 EAST 10 STREET,,,,-73.97648210751923,40.724882969603385
,1003790032,575.04296875,1920,10,1003790032,714437,2100,97.404961722943511,59.83,Constructed,1004552,2017-08-22 17:40:54+00:00,Photogrammetric,90184,329.93,280.44,56.09,69437.0,190.2,3.39,1003790037.0,133 AVENUE D,,,,-73.97549902646008,40.72484235575084
,1003760027,171.41796875,1920,11,1003760027,237059,2100,55.670552787041075,40.72,Constructed,1004484,2017-08-22 17:36:32+00:00,Photogrammetric,639798,98.36,83.6,16.72,20700.0,56.7,3.39,1003760028.0,272 EAST 7 STREET,,,,-73.9773063667734,40.72326507415374
,1003620001,1045.85546875,1948,11,1003620001,787970,2100,202.8694528180564,120.57,Constructed,1077507,2017-08-22 18:31:12+00:00,Photogrammetric,257252,600.09,510.08,102.02,126295.0,346.0,3.39,,,,,,-73.97570626724146,40.723351342669936
,1003750030,473.10546875,1902,12,1003750030,926397,2100,116.6547929903833,66.88,Constructed,1004442,2017-08-22 18:25:00+00:00,Photogrammetric,66679,271.47,230.75,46.15,57133.0,156.5,3.39,1003750030.0,742 EAST 6 STREET,C6,6.0,1902.0,-73.97777046745756,40.722646677391594
,1003760018,311.83984375,1928,10,1003760018,437530,2100,96.438980103524386,68.41,Constructed,1004476,2017-08-22 19:34:53+00:00,Photogrammetric,350078,178.92,152.08,30.42,37655.0,103.2,3.39,1003760018.0,250 EAST 7 STREET,C6,6.0,1928.0,-73.97795849836747,40.72349296889392
,1003770060,289.34375,1900,10,1003770060,395480,2100,95.600654606789163,63.57,Constructed,1004519,2017-08-22 18:01:05+00:00,Photogrammetric,270173,166.02,141.11,28.22,34940.0,95.7,3.39,1003770062.0,249 EAST 7 STREET,,,,-73.97768944304151,40.72381508462253
,1003940050,302.015625,1900,8,1003940050,337936,2100,95.495168546263557,70.01,Constructed,1004916,2017-08-22 17:47:43+00:00,Photogrammetric,685262,173.27,147.28,29.46,36466.0,99.9,3.39,1003940050.0,635 EAST 11 STREET,C4,6.0,1900.0,-73.97772878245542,40.72697237735523
,1003930036,243.390625,1920,10,1003930036,631244,2100,68.29022093452474,53.86,Constructed,1004893,2017-08-22 18:11:02+00:00,Photogrammetric,330402,139.64,118.69,23.74,29388.0,80.5,3.39,,,,,,-73.97757441843787,40.72624229682324
,1003790010,279.49609375,1900,9,1003790010,172847,2100,76.2909163443422,53.81,Constructed,1004541,2017-08-22 18:04:37+00:00,Photogrammetric,644880,160.36,136.31,27.26,33749.0,92.5,3.39,1003790012.0,406 EAST 10 STREET,,,,-73.97723560160767,40.72554410716835
,1003940046,234.19140625,1920,8,1003947501,658852,2100,67.0447820752801,51,Constructed,1066552,2017-08-22 18:15:22+00:00,Other (Manual),676610,134.36,114.21,22.84,28278.0,77.5,3.39,1003940050.0,635 EAST 11 STREET,,,,-73.97744224192958,40.72680193983578
,1003780010,1243.88671875,1900,7,1003780010,359386,2100,197.8113111260414,66.62,Constructed,1004530,2017-08-22 17:47:34+00:00,Photogrammetric,146492,713.69,606.64,121.33,150203.0,411.5,3.39,1003780009.0,140 AVENUE C,,,,-73.9775658387223,40.72488113409367
,1003790017,450.41015625,1900,8,1003790017,997238,2100,117.03495066217224,64.01,Constructed,1004546,2017-08-22 18:40:59+00:00,Photogrammetric,192549,258.42,219.66,43.93,54388.0,149.0,3.39,1003790017.0,416 EAST 10 STREET,C6,6.0,1900.0,-73.9767389127976,40.725320147531114
,1003560001,2391.09765625,1950,10,1003560001,796295,2100,235.96740732645853,20.18,Constructed,1082815,2017-08-22 19:10:11+00:00,Photogrammetric,774398,1372.01,1166.21,233.24,288754.0,791.1,3.39,,,,,,-73.97646540072726,40.72201229172286
,1003750028,186.93359375,1900,13,1003750028,4303,2100,57.79613050302958,47.5,Constructed,1004440,2017-08-22 19:37:13+00:00,Photogrammetric,448656,107.26,91.17,18.23,22574.0,61.8,3.39,1003750030.0,742 EAST 6 STREET,,,,-73.97792181599668,40.72276350623618
,1003930034,242.421875,1900,7,1003930034,746666,2100,77.691662621098885,57.7,Constructed,1004891,2017-08-22 17:32:25+00:00,Photogrammetric,799752,139.09,118.22,23.64,29272.0,80.2,3.39,,,,,,-73.97750526784323,40.726365318133034
,1003820022,532.30078125,1953,12,1003820022,57796,2100,98.718356297303188,20,Constructed,1088344,2017-08-22 18:16:14+00:00,Other (Manual),341212,305.4,259.59,51.92,64274.0,176.1,3.39,,,,,,-73.9749603581121,40.726723827495576
,1003770051,279.9609375,1900,9,1003770051,919242,2100,82.373131994334443,45.94,Constructed,1004512,2017-08-22 18:25:02+00:00,Photogrammetric,193720,160.64,136.54,27.31,33808.0,92.6,3.39,1003760028.0,272 EAST 7 STREET,,,,-73.97701479156254,40.72352952736434
,1003760031,330.33984375,1920,12,1003760031,527904,2100,103.02646605120546,69.06,Constructed,1004487,2017-08-22 18:48:35+00:00,Photogrammetric,24915,189.54,161.11,32.22,39891.0,109.3,3.39,1003760031.0,276 EAST 7 STREET,C6,6.0,1920.0,-73.97705978943833,40.72311657538342
,1003770054,201.3515625,1920,9,1003770054,467993,2100,76.662105572883576,50.37,Constructed,1004515,2017-08-22 17:45:42+00:00,Photogrammetric,71913,115.53,98.2,19.64,24314.0,66.6,3.39,1003760028.0,272 EAST 7 STREET,,,,-73.97723972116401,40.72359235422252
,1003560001,1236.0078125,1950,8,1003560001,401220,2100,243.61950141232427,123.6,Constructed,1078052,2017-08-22 19:15:22+00:00,Photogrammetric,665515,709.23,602.85,120.57,149266.0,408.9,3.39,,,,,,-73.97570009842279,40.721576800809075
,1003790027,2093.109375,1928,8,1003790027,246128,2100,191.6486658731331,98.76,Constructed,1004551,2017-08-22 18:20:25+00:00,Photogrammetric,718330,1200.93,1020.79,204.16,252748.0,692.5,3.39,1003790037.0,133 AVENUE D,,,,-73.97588459200041,40.72494318281892
,1003760043,333.296875,1940,10,1003760043,86937,2100,91.075253438687241,36.45,Constructed,1004492,2017-08-22 19:22:55+00:00,Photogrammetric,408572,191.24,162.55,32.51,40248.0,110.3,3.39,1003760041.0,745 EAST 6 STREET,,,,-73.97737842219071,40.722939485401994
,1003760026,283.16015625,1900,11,1003760026,624520,2100,79.506555615314127,43.8,Constructed,1004483,2017-08-22 18:27:56+00:00,Photogrammetric,421290,162.48,138.11,27.62,34195.0,93.7,3.39,1003760028.0,272 EAST 7 STREET,,,,-73.97740458160021,40.72326006546403
,1003560001,1261.5390625,1950,12,1003560001,215075,2100,247.726691569805,131.49862656,Constructed,1078049,2017-08-22 17:49:39+00:00,Photogrammetric,590584,723.89,615.31,123.06,152350.0,417.4,3.39,,,,,,-73.97704729865616,40.721513779105344
,1003790015,388.18359375,1930,8,1003790015,949456,2100,99.53753946533152,62.08,Constructed,1004545,2017-08-22 19:25:42+00:00,Photogrammetric,300133,222.71,189.31,37.86,46872.0,128.4,3.39,1003790015.0,412 EAST 10 STREET,C6,6.0,1930.0,-73.9768652216492,40.725387555767846
,1003750032,247.5546875,1899,11,1003750032,458498,2100,72.994790348624491,40.8,Constructed,1004443,2017-08-22 18:00:00+00:00,Photogrammetric,102717,142.04,120.74,24.15,29895.0,81.9,3.39,1003750030.0,742 EAST 6 STREET,,,,-73.97765676255251,40.722618407943905
,1003770056,173.5546875,1899,10,1003770056,608763,2100,55.154716736424319,42.22,Constructed,1004517,2017-08-22 18:28:28+00:00,Photogrammetric,32880,99.58,84.64,16.93,20957.0,57.4,3.39,1003760019.0,254 EAST 7 STREET,,,,-73.97741132796229,40.723635373121546
,1003560001,1216.4609375,1950,17,1003560001,596039,2100,242.5160304186339,99.86,Constructed,1078046,2017-08-22 19:07:42+00:00,Photogrammetric,720925,698.05,593.35,118.67,146912.0,402.5,3.39,,,,,,-73.97547959474299,40.719319300684525
,1003790011,278.6484375,1900,8,1003790011,499636,2100,93.0955097169802,54.81,Constructed,1004542,2017-08-22 17:33:06+00:00,Photogrammetric,500830,159.88,135.9,27.18,33648.0,92.2,3.39,1003790012.0,406 EAST 10 STREET,,,,-73.97716544100066,40.725499394153985
,1003770015,250.61328125,1900,10,1003777501,64193,2100,71.197769602085188,59.93,Constructed,1004505,2017-08-22 17:29:12+00:00,Photogrammetric,382736,143.79,122.22,24.44,30262.0,82.9,3.39,1003770016.0,368 EAST 8 STREET,,,,-73.97778103476212,40.72423818217953
,1003940048,194.8671875,1900,6,1003940048,619373,2100,58.488015154580054,45.57,Constructed,1077487,2017-08-22 17:55:40+00:00,Photogrammetric,493548,111.8,95.03,19.01,23530.0,64.5,3.39,1003940050.0,635 EAST 11 STREET,,,,-73.97760643783491,40.726856956985415
,1003930037,241.5859375,1920,10,1003930037,109207,2100,68.140549854201353,53.86,Constructed,1004894,2017-08-22 18:59:49+00:00,Photogrammetric,530923,138.61,117.81,23.56,29171.0,79.9,3.39,1003920027.0,384 EAST 10 STREET,,,,-73.97761745358926,40.72618176155773
,1003760022,161.20703125,1899,9,1003760022,332454,2100,53.572879920463023,41.51,Constructed,1004479,2017-08-22 18:55:26+00:00,Photogrammetric,149389,92.5,78.62,15.72,19467.0,53.3,3.39,1003760019.0,254 EAST 7 STREET,,,,-73.97766398959129,40.723422166339766
,1003560100,6159.12109375,1904,9,1003560100,334103,2100,315.67334810595457,79.46,Constructed,1004349,2017-08-22 19:36:44+00:00,Photogrammetric,852123,3534.36,3004.21,600.84,743841.0,2037.9,3.39,,,,,,-73.97736046650243,40.71988042720957
,1003760039,189.49609375,1900,12,1003760039,436709,2100,58.474729501478869,64.79,Constructed,1004490,2017-08-22 19:14:00+00:00,Photogrammetric,377739,108.73,92.42,18.48,22883.0,62.7,3.39,1003760041.0,745 EAST 6 STREET,,,,-73.97702524894717,40.72268329985518
,1003780043,558.078125,1937,11,1003780043,282507,2100,107.79949653559513,35.97,Constructed,1004538,2017-08-22 19:18:08+00:00,Photogrammetric,628419,320.21,272.18,54.44,67392.0,184.6,3.39,1003780039.0,115 AVENUE D,,,,-73.976487289432,40.72409361478882
,1003770050,206.82421875,1900,11,1003770050,620814,2100,63.816809288233486,60.21,Constructed,1004511,2017-08-22 17:30:02+00:00,Photogrammetric,572909,118.67,100.87,20.17,24976.0,68.4,3.39,1003760030.0,274 EAST 7 STREET,,,,-73.97696726860705,40.723471062731484
,1003770061,292.953125,2019,10,1003777505,1074334,2100,76.3746812364613,67,Constructed,1004520,2020-01-17 20:48:49+00:00,Other (Manual),1291862,168.09,142.87,28.57,35375.0,96.9,3.39,1003770062.0,249 EAST 7 STREET,,,,-73.9777809966537,40.72383034995002
,1003780031,364.46875,1910,11,1003780031,205103,2100,92.9473889578247,57.26,Constructed,1004532,2017-08-22 18:04:03+00:00,Photogrammetric,278687,209.12,177.75,35.55,44011.0,120.6,3.39,1003790037.0,133 AVENUE D,,,,-73.97593075122143,40.72430217447097
,1003560001,1237.11328125,1950,10,1003560001,255408,2100,242.33691104249175,133.522598,Constructed,1078047,2017-08-22 19:38:07+00:00,Photogrammetric,329503,709.89,603.41,120.68,149404.0,409.3,3.39,,,,,,-73.97768145694698,40.72067038519527
,1003790034,431.47265625,1920,9,1003790034,472646,2100,111.50317176779757,86.53,Constructed,1004554,2017-08-22 19:34:14+00:00,Photogrammetric,974269,247.56,210.42,42.08,52101.0,142.7,3.39,1003790037.0,133 AVENUE D,,,,-73.97566083735359,40.724719862838626
,1003790020,225.87109375,2003,8,1003790020,368885,2100,66.643246709458154,71.29,Constructed,1004548,2017-08-22 17:35:02+00:00,Photogrammetric,942437,129.59,110.16,22.03,27275.0,74.7,3.39,1003790017.0,416 EAST 10 STREET,,,,-73.97653211314466,40.725260513211104
,1003940028,195.05859375,1958,9,1003940028,236730,2100,63.168781951525858,18.46,Constructed,1079054,2017-08-22 19:18:51+00:00,Photogrammetric,601693,111.91,95.12,19.02,23552.0,64.5,3.39,1003940053.0,631 EAST 11 STREET,,,,-73.97764908029686,40.72735497199432
,1003920031,113.21875,1900,8,1003920031,522731,2100,43.317979867377886,13.48,Constructed,1079688,2017-08-22 18:30:07+00:00,Photogrammetric,203863,64.96,55.22,11.04,13671.0,37.5,3.39,1003920027.0,384 EAST 10 STREET,,,,-73.97795954060024,40.72592208352422
,1003760028,334.16015625,1900,11,1003760028,272586,2100,103.67720169631214,70.06,Constructed,1004485,2017-08-22 19:38:20+00:00,Photogrammetric,247891,191.74,162.98,32.6,40353.0,110.6,3.39,1003760028.0,272 EAST 7 STREET,C4,6.0,1900.0,-73.97724893324734,40.72319420305244
,1003780040,485.72265625,2018,11,1003787501,418844,2100,103.77472545342731,98,Constructed,1089859,2019-02-20 18:24:26+00:00,Other (Manual),1277057,278.7,236.89,47.38,58654.0,160.7,3.39,1003780039.0,115 AVENUE D,,,,-73.97633923300475,40.72399639850039
,1003940048,190.27734375,1900,7,1003940048,674043,2100,58.00384746785118,44.57,Constructed,1077459,2017-08-22 17:29:23+00:00,Photogrammetric,593982,109.17,92.79,18.56,22975.0,62.9,3.39,1003940050.0,635 EAST 11 STREET,,,,-73.97768610234142,40.72689057094416
,1003750039,379.9453125,1910,12,1003750039,836430,2100,107.52876534826073,64.15,Constructed,1004445,2017-08-22 17:31:22+00:00,Photogrammetric,231140,218.02,185.32,37.06,45884.0,125.7,3.39,1003750039.0,67 AVENUE D,C7,6.0,1910.0,-73.9773566539266,40.7223050701953
,1003790053,930.66015625,2009,9,1003790053,87477,2100,129.42086013108718,86.03430787,Constructed,1088945,2017-08-22 18:05:54+00:00,Photogrammetric,1118053,533.97,453.87,90.77,112378.0,307.9,3.39,1003790057.0,713 EAST 9 STREET,,,,-73.97693859373946,40.7250472256567
,1003760019,401.08203125,1910,11,1003760019,374993,2100,107.61856592635627,66.29,Constructed,1004477,2017-08-22 17:34:34+00:00,Photogrammetric,828042,230.14,195.62,39.12,48435.0,132.7,3.39,1003760019.0,254 EAST 7 STREET,C6,6.0,1910.0,-73.9778563884357,40.723451129459605
,1003920032,174.953125,1900,9,1003920032,437400,2100,55.643171124466875,37.3,Constructed,1004773,2017-08-22 18:52:28+00:00,Photogrammetric,319736,100.38,85.32,17.06,21125.0,57.9,3.39,1003920036.0,149 AVENUE C,,,,-73.97786377289941,40.725809010939784
,1003780034,355.99609375,1910,10,1003780034,346930,2100,93.968274892120334,12.48,Constructed,1004535,2017-08-22 17:47:45+00:00,Photogrammetric,238893,204.26,173.62,34.72,42988.0,117.8,3.39,1003780039.0,115 AVENUE D,,,,-73.97606091039228,40.72413348083447
,1003780009,432.3125,1920,8,1003780009,919796,2100,102.35355284416737,66.82,Constructed,1004529,2017-08-22 17:39:51+00:00,Photogrammetric,778110,248.04,210.83,42.17,52202.0,143.0,3.39,1003780009.0,140 AVENUE C,C7,6.0,1920.0,-73.97781954243096,40.72507519963375
,1003820022,122.1953125,1953,12,1003820022,1058230,2100,49.362789936833494,10,Constructed,1088346,2017-08-22 17:53:02+00:00,Other (Manual),794618,70.11,59.59,11.92,14755.0,40.4,3.39,,,,,,-73.97508274870201,40.726732567998404
,1003770053,222.01953125,1900,10,1003770053,823495,2100,73.251123639791174,44.12,Constructed,1004514,2017-08-22 19:31:26+00:00,Photogrammetric,371801,127.39,108.28,21.66,26811.0,73.5,3.39,1003760028.0,272 EAST 7 STREET,,,,-73.97717330595746,40.72356593156547
,1003930033,176.8671875,1920,8,1003930033,557244,2100,55.4483556143974,47.87,Constructed,1004890,2017-08-22 18:29:15+00:00,Photogrammetric,4414,101.48,86.26,17.25,21357.0,58.5,3.39,,,,,,-73.97742536841608,40.726407206917074
,1003560001,1231.4765625,1950,10,1003560001,854990,2100,242.49769898701524,123.03,Constructed,1078056,2017-08-22 19:05:02+00:00,Photogrammetric,125347,706.66,600.66,120.13,148723.0,407.5,3.39,,,,,,-73.97588008679405,40.72009957858236
,1003760032,151.33203125,1901,11,1003760032,736296,2100,52.172686537503758,35.15,Constructed,1004488,2017-08-22 17:32:25+00:00,Photogrammetric,240313,86.83,73.8,14.76,18274.0,50.1,3.39,1003760031.0,276 EAST 7 STREET,,,,-73.97673865105304,40.72305679214628
,1003780035,622.83984375,1900,10,1003780035,720564,2100,103.87818410807255,65.47,Constructed,1004536,2017-08-22 19:05:30+00:00,Photogrammetric,694847,357.37,303.76,60.75,75212.0,206.1,3.39,1003780039.0,115 AVENUE D,,,,-73.97610615661168,40.72404225990979
,1003620001,1264.4375,1948,11,1003620001,742601,2100,253.03861787349689,61.75,Constructed,1077552,2017-08-22 17:58:33+00:00,Photogrammetric,630607,725.52,616.69,123.34,152694.0,418.3,3.39,,,,,,-73.97618164821505,40.722493473888775
,1003930039,297.50390625,1900,9,1003930039,872554,2100,82.778367196867,54.84,Constructed,1004896,2017-08-22 18:08:36+00:00,Photogrammetric,378032,170.69,145.09,29.02,35924.0,98.4,3.39,1003920027.0,384 EAST 10 STREET,,,,-73.97773038943211,40.726081189238066
,1003790051,648.6640625,2001,9,1003790051,949990,2100,125.58774088030403,78.24,Constructed,1084632,2017-08-22 17:52:39+00:00,Photogrammetric,965731,372.17,316.35,63.27,78328.0,214.6,3.39,1003790017.0,416 EAST 10 STREET,,,,-73.97666509972089,40.72492926036109
,1003930028,937.0703125,1999,7,1003937501,879348,2100,177.87257561679871,39,Constructed,1088368,2017-08-22 18:50:38+00:00,Other (Manual),961838,537.63,456.98,91.4,113149.0,310.0,3.39,1003930023.0,632 EAST 11 STREET,,,,-73.97765367260949,40.726512580915085
,1003750041,186.62890625,1899,12,1003750041,745911,2100,66.015141721746915,34.38,Constructed,1004446,2017-08-22 18:50:09+00:00,Photogrammetric,323359,107.09,91.03,18.21,22538.0,61.7,3.39,1003750039.0,67 AVENUE D,,,,-73.97738773104555,40.72221610625694
,1003750036,1054.80859375,2001,12,1003757501,879115,2100,130.36746207936486,78,Constructed,1004444,2017-08-22 18:34:31+00:00,Other (Manual),917738,605.25,514.46,102.89,127380.0,349.0,3.39,1003750039.0,67 AVENUE D,,,,-73.97728150480339,40.722449764144095
,1003560001,1253.421875,1950,11,1003560001,407738,2100,248.05306921252955,122.27,Constructed,1078057,2017-08-22 18:17:04+00:00,Photogrammetric,36829,719.25,611.36,122.27,151374.0,414.7,3.39,,,,,,-73.97649042055578,40.72044369794771
,1003820100,1182.11328125,1950,10,1003820100,198831,2100,137.73052000511242,215.49,Constructed,1078024,2017-08-22 19:39:40+00:00,Photogrammetric,628270,678.23,576.49,115.3,142739.0,391.1,3.39,,,,,,-73.97623506432217,40.72569736153377
,1003790021,603.63671875,1950,7,1003790021,421604,2100,106.40632580624333,70.59194866,Constructed,1004549,2017-08-22 18:53:06+00:00,Photogrammetric,803810,346.33,294.38,58.88,72889.0,199.7,3.39,1003790017.0,416 EAST 10 STREET,,,,-73.97645524284113,40.72518025967355
,1003770030,274.9765625,2000,11,1003770030,57740,2100,70.05148212231461,66,Constructed,1084630,2017-08-22 17:46:15+00:00,Other (Manual),934018,157.77,134.11,26.82,33205.0,91.0,3.39,1003780039.0,115 AVENUE D,,,,-73.97662734162137,40.72375927767819
,1003620001,1086.23046875,1948,9,1003620001,387013,2100,208.34065457081954,122.67,Constructed,1077554,2017-08-22 18:35:30+00:00,Photogrammetric,135394,623.27,529.78,105.96,131174.0,359.4,3.39,,,,,,-73.97491335278272,40.722470135423364
,1003750042,300.109375,1900,10,1003750042,433816,2100,85.611642642437943,68.7,Constructed,1004447,2017-08-22 18:34:07+00:00,Photogrammetric,576060,172.2,146.37,29.27,36242.0,99.3,3.39,1003750042.0,63 AVENUE D,C7,6.0,1900.0,-73.97745152361988,40.72216280516745
,1003560001,1206.49609375,1950,12,1003560001,287840,2100,243.25584563847511,96.39,Constructed,1078050,2017-08-22 18:03:06+00:00,Photogrammetric,166364,692.3,588.45,117.69,145701.0,399.2,3.39,1003750039.0,67 AVENUE D,,,,-73.97680320477126,40.72204563379069
,1003560001,1214.69140625,1950,11,1003560001,218267,2100,241.47483801898125,121.49,Constructed,1078051,2017-08-22 19:39:10+00:00,Photogrammetric,724575,697.0,592.45,118.49,146690.0,401.9,3.39,,,,,,-73.97625459225013,40.721804264335496
,1003760023,206.18359375,1900,9,1003760023,354634,2100,72.059381096675224,41.51,Constructed,1004480,2017-08-22 17:47:35+00:00,Photogrammetric,458439,118.3,100.56,20.11,24898.0,68.2,3.39,1003760019.0,254 EAST 7 STREET,,,,-73.9776004669866,40.72337350911291
,1003940037,212.66796875,1910,8,1003940037,934833,2100,70.213190535333112,54.34,Constructed,1004911,2017-08-22 18:24:48+00:00,Photogrammetric,634536,122.01,103.71,20.74,25679.0,70.4,3.39,,,,,,-73.97695149641804,40.72712168242938
,1003790045,1106.76171875,1920,9,1003790045,227713,2100,133.72294958694198,76.75,Constructed,1004550,2017-08-22 17:49:27+00:00,Photogrammetric,273506,635.01,539.76,107.95,133644.0,366.1,3.39,1003790037.0,133 AVENUE D,,,,-73.97631183052825,40.72483057425717
,1003940047,283.0703125,2006,8,1003947505,52603,2100,77.343304136822127,75,Constructed,1087895,2017-08-22 17:27:23+00:00,Other (Manual),1105659,162.4,138.04,27.61,34180.0,93.6,3.39,1003940050.0,635 EAST 11 STREET,,,,-73.97750714167753,40.7268516592219
,1003620010,1226.84375,1950,9,1003620010,820011,2100,253.41266985455181,61.01,Constructed,1077504,2017-08-22 18:13:11+00:00,Photogrammetric,493599,703.91,598.33,119.67,148146.0,405.9,3.39,1003790037.0,133 AVENUE D,,,,-73.97509805375584,40.72443163322783
,1003930040,336.00390625,1900,10,1003930040,584866,2100,81.402546880101355,51.23,Constructed,1004897,2017-08-22 18:28:42+00:00,Photogrammetric,101672,192.77,163.86,32.77,40571.0,111.2,3.39,1003920027.0,384 EAST 10 STREET,,,,-73.97786018910202,40.72621179174541
,1003760044,1219.01953125,1970,12,1003760044,991644,2100,138.24002253294526,17.62,Constructed,1004493,2017-08-22 19:02:11+00:00,Photogrammetric,729971,699.46,594.54,118.91,147208.0,403.3,3.39,1003760028.0,272 EAST 7 STREET,,,,-73.97769434480296,40.723070180447735
,1003810038,5123.0859375,1954,9,1003810038,815431,2100,419.58113673231526,37.71,Constructed,1004564,2017-08-22 17:31:33+00:00,Photogrammetric,500269,2939.29,2498.39,499.68,618603.0,1694.8,3.39,,,,,,-73.97506005887935,40.726124127592236
,1003780039,338.87890625,1900,10,1003780039,485664,2100,83.794531983226847,65.47,Constructed,1004537,2017-08-22 18:51:59+00:00,Photogrammetric,754788,194.44,165.27,33.05,40922.0,112.1,3.39,1003780039.0,115 AVENUE D,C7,6.0,1900.0,-73.97612745429758,40.723892576410265
