bbl,address,bldgclass,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,lat,lon
1006110045,24 CHARLES STREET,C7,38.23304527533821,47332.51005086871,129.67810972840743,140.69760661324463,191.16522637669107,40.73499649990647,-74.00138872390133
1006100030,39 CHRISTOPHER STREET,C7,21.690409968587485,26852.727541111308,73.56911655098989,79.82070868440195,108.45204984293741,40.73395787564289,-74.00159609279471
1006100028,35 CHRISTOPHER STREET,C7,29.095163911021974,36019.8129218452,98.68441896395946,107.07020319256085,145.47581955510987,40.733962564064036,-74.00146417286764
1005010004,419 WEST BROADWAY,C6,37.3943671481333,46294.22652938902,126.83349734079185,137.61127110513053,186.97183574066648,40.724925833607706,-74.00124440710664
1005020023,152 PRINCE STREET,C7,56.31061395680078,69712.54007851936,190.99326048909415,207.22305936102686,281.55306978400387,40.72571190682363,-74.0012183064385
1005160002,128 THOMPSON STREET,C7,39.17595006259264,48499.82617748969,132.8762361027115,144.1674962303409,195.87975031296318,40.726353526625445,-74.00113350681585
1005020016,160 PRINCE STREET,C7,54.03315524275588,66893.04619053178,183.26861970008707,198.84201129334164,270.1657762137794,40.72589229998025,-74.00143363422556
1005020016,160 PRINCE STREET,C7,54.03315524275588,66893.04619053178,183.26861970008707,198.84201129334164,270.1657762137794,40.7259427311495,-74.00156607721719
1005160001,163 PRINCE STREET,C6,54.06287681537332,66929.84149743218,183.36942876008817,198.95138668057382,270.3143840768666,40.72621484528031,-74.0013289315854
1002370011,146 MULBERRY STREET,C7,34.172046105698854,42304.99307885518,115.90409062700049,125.75312966897178,170.86023052849427,40.71888037713675,-73.99727627188275
1002000033,78 BAYARD STREET,C7,41.89683380432524,51868.28024975465,142.10487739658808,154.18034839991688,209.48416902162617,40.7158380716779,-73.99870441492948
1002020002,10 ELIZABETH STREET,C7,34.74026756568336,43008.451246316,117.83137327757808,127.84418464171478,173.7013378284168,40.715718706319734,-73.99726144640576
1002000006,78 MULBERRY STREET,C7,51.69900960349926,64003.37388913209,175.3517092852934,190.2523553408773,258.4950480174963,40.71634424417541,-73.99878726937973
1002350016,150 BAXTER STREET,C7,34.30616488530408,42471.032128006445,116.3589921315245,126.246686777919,171.53082442652038,40.71924829575125,-73.99847678448401
1002380004,124 MOTT STREET,C7,51.012377228895616,63153.323009372776,173.02280276540486,187.72554820233586,255.06188614447805,40.718238074047186,-73.99663709020496
1004700032,206 GRAND STREET,C7,31.480630271735453,38973.02027640849,106.7753980175575,115.84871939998646,157.40315135867726,40.719224435069215,-73.99627670610542
