name,bbl,shape_area,construction_year,ground_elevation,mappluto_bbl,objectid,feature_code,shape_length,height_roof,last_status_type,bin,last_edited_date,geom_source,doitt_id,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,address,bldgclass,roof_area_m2_actual,numfloors,yearbuilt,lon,lat
,1002830072.0,229.921875,1900,36,1002820054,956313,2100,64.984474772819325,69.3,Constructed,1003546,2017-08-22 17:27:22+00:00,Photogrammetric,20373,17.504764618927695,21670.898598232485,76.08900700412244,64.41753379765392,87.52382309463847,162 EAST BROADWAY,C7,,6.0,1900.0,-73.9935802528119,40.71396225776463
,1002820054.0,265.0859375,1900,39,1002930028,766204,2100,84.114628097081464,74.49,Constructed,1003793,2017-08-22 18:13:57+00:00,Photogrammetric,422323,22.4333502071928,27772.48755650469,87.7234213911485,82.55472876246951,112.166751035964,94 EAST BROADWAY,C7,,6.0,1900.0,-73.99372808019778,40.71447493402432
,1002930028.0,273.671875,1910,42,1002930020,111489,2100,98.731940769617765,61.27,Constructed,1003792,2017-08-22 19:22:34+00:00,Photogrammetric,638772,25.863528923884655,32019.04880776921,90.57026278589865,95.17778643989554,129.31764461942328,88 DIVISION STREET,C7,,6.0,1900.0,-73.99313360212167,40.714691234099256
,1002920029.0,301.38671875,1900,40,1002940022,634512,2100,85.389373992991722,67.34,Constructed,1003799,2017-08-22 18:45:54+00:00,Photogrammetric,307464,29.860124022364573,36966.833539687344,99.73315935906496,109.88525640230162,149.30062011182287,5 ELDRIDGE STREET,C7,,6.0,1900.0,-73.99181265593211,40.71470469510084
,1002920028.0,291.53125,1910,42,1002930015,882504,2100,76.863414375330336,67.8,Constructed,1003788,2017-08-22 19:27:05+00:00,Photogrammetric,1203940,21.72003727890161,26889.4061512802,96.47181907071715,79.92973718635794,108.60018639450806,7 ELDRIDGE STREET,C7,,6.0,1900.0,-73.99287969940526,40.71503260130395
,1002920027.0,312.1171875,1900,42,1002990030,727053,2100,91.718472760819651,61.7,Constructed,1003872,2017-08-22 19:33:04+00:00,Photogrammetric,338429,21.10750241405041,26131.087988594405,103.28238901064611,77.67560888370551,105.53751207025203,9 ELDRIDGE STREET,C7,,6.0,1910.0,-73.99193423661143,40.7153548206493
,1002920026.0,365.6171875,1900,41,1002990027,952598,2100,91.416996439161011,64.75,Constructed,1003869,2017-08-22 18:07:22+00:00,Photogrammetric,590231,31.343457211433403,38803.20002775455,120.99168349644461,115.34392253807492,156.717286057167,11 ELDRIDGE STREET,C7,,6.0,1900.0,-73.99185912238367,40.71548620613958
,1002920025.0,180.26953125,1930,36,1002980018,69039,2100,64.6031044135624,63.4,Constructed,1084870,2017-08-22 19:01:06+00:00,Photogrammetric,811917,37.90047481290093,46920.78781837136,170.6976192003466,139.47374731147542,189.50237406450464,13 ELDRIDGE STREET,C7,,6.0,1900.0,-73.99083108618147,40.71571818708233
,1002930020.0,262.890625,1930,41,1003000004,516832,2100,89.126977978974423,64.42,Constructed,1003877,2017-08-22 19:12:12+00:00,Photogrammetric,237887,26.70286423009128,33058.145916853005,86.99194162909731,98.26654036673592,133.5143211504564,3 ALLEN STREET,C7,,6.0,1910.0,-73.99295846058777,40.7157456830133
,1002930015.0,595.703125,1900,35,1002980015,70024,2100,137.56641643110146,70.85,Constructed,1003851,2017-08-22 17:38:31+00:00,Photogrammetric,130999,28.44282226236814,35212.21396081176,197.1306717178144,104.66958592551477,142.2141113118407,70 CANAL STREET,C7,,6.0,1910.0,-73.99098021775761,40.7157447062613
