bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
,,,,,223.28,189.79,37.96,46992.0,128.7,3.39
,,,,,182.14,154.82,30.96,38333.0,105.0,3.39
,,,,,120.82,102.7,20.54,25428.0,69.7,3.39
,,,,,151.52,128.79,25.76,31889.0,87.4,3.39
,,,,,178.72,151.92,30.38,37614.0,103.1,3.39
,,,,,129.22,109.84,21.97,27196.0,74.5,3.39
,,,,,228.61,194.32,38.86,48114.0,131.8,3.39
,,,,,183.27,155.78,31.16,38570.0,105.7,3.39
,,,,,958.99,815.14,163.03,201829.0,553.0,3.39
,,,,,172.15,146.33,29.27,36231.0,99.3,3.39
,,,,,207.76,176.6,35.32,43726.0,119.8,3.39
,,,,,63.7,54.15,10.83,13407.0,36.7,3.39
1003550067.0,157 SUFFOLK STREET,C1,6.0,1900.0,318.43,270.67,54.13,67018.0,183.6,3.39
,,,,,125.14,106.37,21.27,26337.0,72.2,3.39
,,,,,98.07,83.36,16.67,20640.0,56.5,3.39
,,,,,93.31,79.31,15.86,19638.0,53.8,3.39
,,,,,102.22,86.89,17.38,21514.0,58.9,3.39
,,,,,91.68,77.93,15.59,19295.0,52.9,3.39
,,,,,154.28,131.14,26.23,32469.0,89.0,3.39
,,,,,91.32,77.62,15.52,19219.0,52.7,3.39
1003500028.0,23 CLINTON STREET,C7,6.0,1920.0,202.82,172.4,34.48,42686.0,116.9,3.39
,,,,,181.34,154.14,30.83,38165.0,104.6,3.39
,,,,,150.45,127.88,25.58,31664.0,86.8,3.39
,,,,,130.58,110.99,22.2,27481.0,75.3,3.39
,,,,,613.63,521.59,104.32,129145.0,353.8,3.39
,,,,,165.02,140.27,28.05,34731.0,95.2,3.39
,,,,,123.63,105.08,21.02,26019.0,71.3,3.39
1003500012.0,271 EAST HOUSTON STREET,C7,6.0,1920.0,182.69,155.29,31.06,38450.0,105.3,3.39
1003490027.0,63 CLINTON STREET,C4,6.0,1920.0,178.86,152.03,30.41,37643.0,103.1,3.39
,,,,,128.61,109.32,21.86,27068.0,74.2,3.39
,,,,,124.49,105.82,21.16,26201.0,71.8,3.39
,,,,,101.77,86.51,17.3,21419.0,58.7,3.39
,,,,,172.91,146.97,29.39,36391.0,99.7,3.39
,,,,,81.13,68.96,13.79,17075.0,46.8,3.39
1003440146.0,42 CLINTON STREET,C7,6.0,1920.0,182.93,155.49,31.1,38498.0,105.5,3.39
,,,,,207.15,176.08,35.22,43597.0,119.4,3.39
,,,,,178.81,151.99,30.4,37633.0,103.1,3.39
,,,,,138.32,117.58,23.52,29112.0,79.8,3.39
,,,,,97.64,82.99,16.6,20549.0,56.3,3.39
,,,,,146.12,124.2,24.84,30752.0,84.3,3.39
,,,,,183.01,155.56,31.11,38516.0,105.5,3.39
,,,,,1009.83,858.36,171.67,212529.0,582.3,3.39
,,,,,152.46,129.59,25.92,32087.0,87.9,3.39
,,,,,337.07,286.51,57.3,70941.0,194.4,3.39
,,,,,82.16,69.84,13.97,17292.0,47.4,3.39
1003550048.0,188 NORFOLK STREET,C4,6.0,1900.0,128.16,108.94,21.79,26973.0,73.9,3.39
,,,,,120.59,102.5,20.5,25379.0,69.5,3.39
,,,,,95.22,80.94,16.19,20041.0,54.9,3.39
,,,,,135.01,114.75,22.95,28413.0,77.8,3.39
,,,,,117.57,99.94,19.99,24744.0,67.8,3.39
,,,,,129.3,109.9,21.98,27212.0,74.6,3.39
,,,,,93.31,79.31,15.86,19638.0,53.8,3.39
,,,,,92.38,78.52,15.7,19442.0,53.3,3.39
,,,,,466.18,396.25,79.25,98112.0,268.8,3.39
,,,,,179.77,152.81,30.56,37835.0,103.7,3.39
,,,,,90.73,77.12,15.42,19095.0,52.3,3.39
,,,,,183.19,155.71,31.14,38554.0,105.6,3.39
,,,,,91.59,77.85,15.57,19276.0,52.8,3.39
,,,,,24.93,21.19,4.24,5248.0,14.4,3.39
,,,,,175.12,148.85,29.77,36855.0,101.0,3.39
,,,,,137.18,116.6,23.32,28870.0,79.1,3.39
,,,,,228.94,194.6,38.92,48182.0,132.0,3.39
,,,,,89.29,75.89,15.18,18791.0,51.5,3.39
,,,,,45.84,38.96,7.79,9647.0,26.4,3.39
,,,,,292.75,248.84,49.77,61612.0,168.8,3.39
,,,,,248.56,211.28,42.26,52312.0,143.3,3.39
,,,,,168.16,142.94,28.59,35391.0,97.0,3.39
,,,,,178.44,151.67,30.33,37555.0,102.9,3.39
,,,,,199.52,169.6,33.92,41992.0,115.0,3.39
1003910011.0,608 EAST 9 STREET,C4,6.0,1910.0,172.88,146.95,29.39,36384.0,99.7,3.39
1003920045.0,635 EAST 9 STREET,C4,6.0,1900.0,184.03,156.43,31.29,38731.0,106.1,3.39
1003910057.0,303 EAST 8 STREET,C6,6.0,1900.0,278.42,236.66,47.33,58597.0,160.5,3.39
,,,,,180.72,153.61,30.72,38034.0,104.2,3.39
,,,,,160.29,136.25,27.25,33735.0,92.4,3.39
1003930016.0,620 EAST 11 STREET,C4,6.0,1900.0,163.45,138.93,27.79,34400.0,94.2,3.39
1003930018.0,622 EAST 11 STREET,C1,6.0,1900.0,156.95,133.41,26.68,33031.0,90.5,3.39
,,,,,150.81,128.19,25.64,31740.0,87.0,3.39
,,,,,155.68,132.33,26.47,32764.0,89.8,3.39
,,,,,176.26,149.82,29.96,37095.0,101.6,3.39
,,,,,112.42,95.55,19.11,23659.0,64.8,3.39
,,,,,181.05,153.89,30.78,38103.0,104.4,3.39
,,,,,237.91,202.22,40.44,50070.0,137.2,3.39
,,,,,150.11,127.6,25.52,31593.0,86.6,3.39
,,,,,93.04,79.09,15.82,19582.0,53.6,3.39
,,,,,115.78,98.42,19.68,24368.0,66.8,3.39
,,,,,153.25,130.26,26.05,32252.0,88.4,3.39
,,,,,159.96,135.97,27.19,33666.0,92.2,3.39
,,,,,185.33,157.53,31.51,39005.0,106.9,3.39
,,,,,756.29,642.85,128.57,159170.0,436.1,3.39
,,,,,206.06,175.15,35.03,43366.0,118.8,3.39
,,,,,133.54,113.51,22.7,28105.0,77.0,3.39
,,,,,166.17,141.24,28.25,34971.0,95.8,3.39
,,,,,184.37,156.71,31.34,38802.0,106.3,3.39
,,,,,90.06,76.55,15.31,18953.0,51.9,3.39
,,,,,145.93,124.04,24.81,30713.0,84.1,3.39
,,,,,128.4,109.14,21.83,27022.0,74.0,3.39
,,,,,161.83,137.55,27.51,34059.0,93.3,3.39
,,,,,152.9,129.97,25.99,32180.0,88.2,3.39
,,,,,113.76,96.7,19.34,23942.0,65.6,3.39
1003910012.0,610 EAST 9 STREET,C1,6.0,1910.0,183.96,156.37,31.27,38717.0,106.1,3.39
,,,,,156.01,132.61,26.52,32834.0,90.0,3.39
,,,,,515.42,438.11,87.62,108475.0,297.2,3.39
,,,,,155.72,132.36,26.47,32772.0,89.8,3.39
,,,,,124.64,105.95,21.19,26232.0,71.9,3.39
,,,,,201.04,170.88,34.18,42311.0,115.9,3.39
,,,,,136.76,116.24,23.25,28782.0,78.9,3.39
,,,,,2144.58,1822.89,364.58,451348.0,1236.6,3.39
,,,,,128.15,108.93,21.79,26970.0,73.9,3.39
,,,,,125.58,106.75,21.35,26430.0,72.4,3.39
,,,,,176.87,150.34,30.07,37225.0,102.0,3.39
,,,,,272.97,232.02,46.4,57449.0,157.4,3.39
1003920036.0,149 AVENUE C,C6,6.0,1900.0,117.47,99.85,19.97,24723.0,67.7,3.39
,,,,,137.34,116.74,23.35,28905.0,79.2,3.39
,,,,,188.15,159.93,31.99,39599.0,108.5,3.39
1003930047.0,377 EAST 10 STREET,C4,6.0,1900.0,153.37,130.36,26.07,32278.0,88.4,3.39
,,,,,163.1,138.64,27.73,34327.0,94.0,3.39
,,,,,153.4,130.39,26.08,32285.0,88.5,3.39
,,,,,118.55,100.77,20.15,24950.0,68.4,3.39
1003920027.0,384 EAST 10 STREET,C4,6.0,1900.0,657.68,559.03,111.81,138415.0,379.2,3.39
,,,,,224.16,190.54,38.11,47177.0,129.3,3.39
1003920048.0,627 EAST 9 STREET,C1,6.0,1900.0,620.68,527.58,105.52,130629.0,357.9,3.39
,,,,,116.25,98.82,19.76,24467.0,67.0,3.39
,,,,,199.4,169.49,33.9,41966.0,115.0,3.39
,,,,,176.16,149.74,29.95,37075.0,101.6,3.39
,,,,,353.41,300.4,60.08,74378.0,203.8,3.39
1003920041.0,643 EAST 9 STREET,C4,6.0,1900.0,131.53,111.8,22.36,27681.0,75.8,3.39
1003910056.0,307 EAST 8 STREET,C6,6.0,1900.0,157.53,133.9,26.78,33154.0,90.8,3.39
,,,,,360.96,306.82,61.36,75968.0,208.1,3.39
,,,,,170.79,145.17,29.03,35945.0,98.5,3.39
1003910059.0,299 EAST 8 STREET,C1,6.0,1900.0,291.85,248.07,49.61,61423.0,168.3,3.39
,,,,,269.79,229.32,45.86,56779.0,155.6,3.39
,,,,,186.46,158.49,31.7,39242.0,107.5,3.39
,,,,,116.93,99.39,19.88,24608.0,67.4,3.39
,,,,,77.92,66.23,13.25,16399.0,44.9,3.39
,,,,,320.36,272.31,54.46,67423.0,184.7,3.39
,,,,,145.98,124.09,24.82,30723.0,84.2,3.39
,,,,,194.61,165.41,33.08,40957.0,112.2,3.39
,,,,,119.93,101.94,20.39,25241.0,69.2,3.39
1003920037.0,145 AVENUE C,C7,6.0,1900.0,298.05,253.34,50.67,62727.0,171.9,3.39
,,,,,129.19,109.81,21.96,27188.0,74.5,3.39
1003910055.0,309 EAST 8 STREET,C4,6.0,1900.0,145.88,124.0,24.8,30703.0,84.1,3.39
,,,,,113.47,96.45,19.29,23881.0,65.4,3.39
,,,,,496.88,422.35,84.47,104573.0,286.5,3.39
,,,,,160.02,136.02,27.2,33678.0,92.3,3.39
1003930051.0,367 EAST 10 STREET,C6,6.0,1900.0,252.37,214.52,42.9,53115.0,145.5,3.39
1003920022.0,374 EAST 10 STREET,C4,6.0,1900.0,290.0,246.5,49.3,61034.0,167.2,3.39
,,,,,167.87,142.69,28.54,35330.0,96.8,3.39
,,,,,128.45,109.18,21.84,27033.0,74.1,3.39
,,,,,158.09,134.37,26.87,33271.0,91.2,3.39
,,,,,652.16,554.34,110.87,137255.0,376.0,3.39
,,,,,214.42,182.26,36.45,45127.0,123.6,3.39
,,,,,551.11,468.45,93.69,115987.0,317.8,3.39
,,,,,54.42,46.26,9.25,11454.0,31.4,3.39
,,,,,174.16,148.04,29.61,36653.0,100.4,3.39
,,,,,128.41,109.14,21.83,27024.0,74.0,3.39
,,,,,57.4,48.79,9.76,12080.0,33.1,3.39
,,,,,219.68,186.73,37.35,46234.0,126.7,3.39
,,,,,165.0,140.25,28.05,34725.0,95.1,3.39
1003930023.0,632 EAST 11 STREET,C7,6.0,1900.0,292.78,248.87,49.77,61619.0,168.8,3.39
,,,,,1945.41,1653.6,330.72,409431.0,1121.7,3.39
1004070040.0,541 EAST 13 STREET,C4,6.0,1900.0,168.41,143.15,28.63,35443.0,97.1,3.39
,,,,,126.47,107.5,21.5,26618.0,72.9,3.39
,,,,,196.53,167.05,33.41,41361.0,113.3,3.39
,,,,,309.67,263.22,52.64,65173.0,178.6,3.39
,,,,,185.33,157.53,31.51,39004.0,106.9,3.39
1004070018.0,520 EAST 14 STREET,C7,6.0,1900.0,329.88,280.4,56.08,69427.0,190.2,3.39
,,,,,1468.11,1247.89,249.58,308978.0,846.5,3.39
,,,,,1117.14,949.57,189.91,235113.0,644.1,3.39
1003950001.0,195 AVENUE B,C7,6.0,1910.0,340.35,289.3,57.86,71630.0,196.2,3.39
,,,,,736.0,625.6,125.12,154899.0,424.4,3.39
,,,,,1476.36,1254.91,250.98,310715.0,851.3,3.39
,,,,,153.71,130.65,26.13,32350.0,88.6,3.39
,,,,,109.13,92.76,18.55,22968.0,62.9,3.39
,,,,,110.25,93.71,18.74,23204.0,63.6,3.39
,,,,,1025.27,871.48,174.3,215779.0,591.2,3.39
,,,,,43.67,37.12,7.42,9190.0,25.2,3.39
,,,,,603.76,513.2,102.64,127068.0,348.1,3.39
,,,,,50.03,42.52,8.5,10529.0,28.8,3.39
,,,,,198.09,168.37,33.67,41689.0,114.2,3.39
,,,,,30.18,25.65,5.13,6351.0,17.4,3.39
,,,,,228.2,193.97,38.79,48026.0,131.6,3.39
,,,,,1991.07,1692.41,338.48,419041.0,1148.1,3.39
,,,,,60.41,51.35,10.27,12714.0,34.8,3.39
,,,,,736.51,626.03,125.21,155005.0,424.7,3.39
,,,,,150.13,127.61,25.52,31597.0,86.6,3.39
,,,,,173.89,147.81,29.56,36598.0,100.3,3.39
,,,,,121.16,102.99,20.6,25500.0,69.9,3.39
,,,,,197.42,167.81,33.56,41550.0,113.8,3.39
,,,,,275.95,234.55,46.91,58076.0,159.1,3.39
1004070029.0,232 AVENUE B,C7,6.0,1900.0,294.15,250.03,50.01,61908.0,169.6,3.39
,,,,,122.43,104.07,20.81,25768.0,70.6,3.39
1004070032.0,224 AVENUE B,C7,6.0,1905.0,248.07,210.86,42.17,52208.0,143.0,3.39
,,,,,171.85,146.07,29.21,36168.0,99.1,3.39
,,,,,118.91,101.07,20.21,25025.0,68.6,3.39
,,,,,111.96,95.16,19.03,23563.0,64.6,3.39
,,,,,246.27,209.33,41.87,51831.0,142.0,3.39
,,,,,124.35,105.69,21.14,26170.0,71.7,3.39
,,,,,1182.36,1005.01,201.0,248840.0,681.8,3.39
,,,,,269.74,229.28,45.86,56770.0,155.5,3.39
,,,,,25.67,21.82,4.36,5402.0,14.8,3.39
,,,,,93.51,79.48,15.9,19680.0,53.9,3.39
,,,,,76.37,64.91,12.98,16073.0,44.0,3.39
,,,,,106.11,90.19,18.04,22331.0,61.2,3.39
,,,,,22.41,19.05,3.81,4716.0,12.9,3.39
,,,,,197.48,167.86,33.57,41562.0,113.9,3.39
,,,,,750.0,637.5,127.5,157846.0,432.5,3.39
,,,,,97.69,83.04,16.61,20561.0,56.3,3.39
,,,,,690.43,586.86,117.37,145307.0,398.1,3.39
,,,,,173.12,147.15,29.43,36434.0,99.8,3.39
,,,,,1872.03,1591.22,318.24,393987.0,1079.4,3.39
,,,,,202.48,172.11,34.42,42615.0,116.8,3.39
,,,,,122.87,104.44,20.89,25860.0,70.8,3.39
,,,,,196.44,166.98,33.4,41344.0,113.3,3.39
,,,,,140.59,119.5,23.9,29589.0,81.1,3.39
,,,,,163.21,138.73,27.75,34350.0,94.1,3.39
,,,,,92.53,78.65,15.73,19474.0,53.4,3.39
,,,,,50.06,42.55,8.51,10535.0,28.9,3.39
,,,,,89.75,76.29,15.26,18888.0,51.7,3.39
,,,,,187.7,159.54,31.91,39503.0,108.2,3.39
1003950003.0,199 AVENUE B,C7,6.0,1910.0,217.73,185.07,37.01,45823.0,125.5,3.39
,,,,,874.79,743.57,148.71,184109.0,504.4,3.39
,,,,,2156.59,1833.1,366.62,453876.0,1243.5,3.39
1004060027.0,544 EAST 13 STREET,C4,6.0,1900.0,166.45,141.48,28.3,35032.0,96.0,3.39
,,,,,1317.83,1120.15,224.03,277350.0,759.9,3.39
,,,,,98.83,84.01,16.8,20801.0,57.0,3.39
,,,,,108.33,92.08,18.42,22800.0,62.5,3.39
,,,,,1286.05,1093.14,218.63,270662.0,741.5,3.39
,,,,,3352.21,2849.38,569.88,705506.0,1932.9,3.39
,,,,,749.94,637.44,127.49,157831.0,432.4,3.39
,,,,,107.86,91.68,18.34,22700.0,62.2,3.39
,,,,,59.43,50.52,10.1,12508.0,34.3,3.39
,,,,,315.01,267.75,53.55,66296.0,181.6,3.39
,,,,,61.09,51.93,10.39,12857.0,35.2,3.39
,,,,,197.53,167.9,33.58,41572.0,113.9,3.39
,,,,,98.57,83.79,16.76,20746.0,56.8,3.39
,,,,,51.01,43.36,8.67,10735.0,29.4,3.39
,,,,,143.4,121.89,24.38,30179.0,82.7,3.39
,,,,,235.22,199.93,39.99,49504.0,135.6,3.39
,,,,,1344.6,1142.91,228.58,282984.0,775.3,3.39
,,,,,1787.89,1519.7,303.94,376279.0,1030.9,3.39
,,,,,54.38,46.23,9.25,11445.0,31.4,3.39
,,,,,521.0,442.85,88.57,109649.0,300.4,3.39
,,,,,160.04,136.03,27.21,33681.0,92.3,3.39
1004070031.0,228 AVENUE B,C7,6.0,1900.0,183.31,155.81,31.16,38579.0,105.7,3.39
,,,,,94.89,80.66,16.13,19970.0,54.7,3.39
1004070027.0,538 EAST 14 STREET,C7,6.0,1920.0,171.6,145.86,29.17,36115.0,98.9,3.39
,,,,,39.52,33.6,6.72,8318.0,22.8,3.39
,,,,,234.97,199.72,39.94,49452.0,135.5,3.39
,,,,,105.38,89.57,17.91,22178.0,60.8,3.39
,,,,,196.58,167.09,33.42,41372.0,113.3,3.39
,,,,,199.41,169.5,33.9,41967.0,115.0,3.39
,,,,,2618.15,2225.43,445.09,551016.0,1509.6,3.39
,,,,,757.5,643.87,128.77,159423.0,436.8,3.39
,,,,,197.13,167.56,33.51,41487.0,113.7,3.39
,,,,,215.7,183.35,36.67,45397.0,124.4,3.39
,,,,,132.13,112.31,22.46,27807.0,76.2,3.39
,,,,,197.02,167.46,33.49,41464.0,113.6,3.39
,,,,,53.69,45.63,9.13,11299.0,31.0,3.39
,,,,,539.96,458.97,91.79,113641.0,311.3,3.39
,,,,,82.82,70.4,14.08,17430.0,47.8,3.39
,,,,,87.93,74.74,14.95,18505.0,50.7,3.39
,,,,,117.21,99.63,19.93,24668.0,67.6,3.39
,,,,,59.71,50.76,10.15,12567.0,34.4,3.39
1004060004.0,200 AVENUE A,C4,6.0,1910.0,199.88,169.89,33.98,42066.0,115.2,3.39
,,,,,707.56,601.43,120.29,148913.0,408.0,3.39
,,,,,213.37,181.37,36.27,44906.0,123.0,3.39
,,,,,112.84,95.92,19.18,23749.0,65.1,3.39
,,,,,174.82,148.59,29.72,36792.0,100.8,3.39
1004060021.0,530 EAST 13 STREET,C7,6.0,1900.0,321.65,273.4,54.68,67695.0,185.5,3.39
,,,,,287.59,244.46,48.89,60527.0,165.8,3.39
,,,,,88.06,74.85,14.97,18534.0,50.8,3.39
,,,,,195.93,166.54,33.31,41235.0,113.0,3.39
,,,,,110.93,94.29,18.86,23345.0,64.0,3.39
,,,,,57.83,49.16,9.83,12172.0,33.3,3.39
,,,,,237.64,201.99,40.4,50013.0,137.0,3.39
,,,,,122.63,104.23,20.85,25808.0,70.7,3.39
1004400024.0,432 EAST 13 STREET,C7,6.0,1900.0,299.13,254.26,50.85,62955.0,172.5,3.39
1004060009.0,506 EAST 13 STREET,C7,6.0,1900.0,241.28,205.09,41.02,50779.0,139.1,3.39
,,,,,62.5,53.12,10.62,13153.0,36.0,3.39
,,,,,136.64,116.14,23.23,28757.0,78.8,3.39
,,,,,170.57,144.99,29.0,35899.0,98.4,3.39
,,,,,175.1,148.83,29.77,36851.0,101.0,3.39
,,,,,125.62,106.78,21.36,26438.0,72.4,3.39
,,,,,127.39,108.28,21.66,26810.0,73.5,3.39
,,,,,106.89,90.86,18.17,22496.0,61.6,3.39
,,,,,106.28,90.34,18.07,22368.0,61.3,3.39
,,,,,123.22,104.74,20.95,25933.0,71.0,3.39
,,,,,188.35,160.1,32.02,39641.0,108.6,3.39
,,,,,171.02,145.36,29.07,35992.0,98.6,3.39
,,,,,79.15,67.28,13.46,16657.0,45.6,3.39
1004410035.0,211 AVENUE A,C7,6.0,1900.0,339.68,288.73,57.75,71489.0,195.9,3.39
,,,,,168.55,143.27,28.65,35474.0,97.2,3.39
,,,,,190.13,161.61,32.32,40015.0,109.6,3.39
,,,,,57.28,48.68,9.74,12054.0,33.0,3.39
,,,,,105.09,89.33,17.87,22118.0,60.6,3.39
,,,,,184.76,157.05,31.41,38884.0,106.5,3.39
1004040018.0,528 EAST 11 STREET,C7,6.0,1900.0,365.09,310.33,62.07,76838.0,210.5,3.39
,,,,,75.76,64.4,12.88,15945.0,43.7,3.39
,,,,,31.53,26.8,5.36,6636.0,18.2,3.39
,,,,,181.77,154.5,30.9,38255.0,104.8,3.39
1004400040.0,437 EAST 12 STREET,C7,6.0,1910.0,304.46,258.79,51.76,64076.0,175.5,3.39
,,,,,422.56,359.18,71.84,88932.0,243.7,3.39
,,,,,299.27,254.38,50.88,62984.0,172.6,3.39
,,,,,122.73,104.32,20.86,25830.0,70.8,3.39
,,,,,64.04,54.44,10.89,13479.0,36.9,3.39
1004050046.0,533 EAST 11 STREET,C4,6.0,1920.0,173.7,147.65,29.53,36558.0,100.2,3.39
,,,,,194.16,165.04,33.01,40864.0,112.0,3.39
,,,,,155.07,131.81,26.36,32637.0,89.4,3.39
,,,,,145.85,123.97,24.79,30695.0,84.1,3.39
,,,,,154.28,131.14,26.23,32470.0,89.0,3.39
,,,,,438.66,372.86,74.57,92321.0,252.9,3.39
,,,,,75.73,64.37,12.87,15937.0,43.7,3.39
,,,,,62.39,53.03,10.61,13130.0,36.0,3.39
,,,,,220.27,187.23,37.45,46358.0,127.0,3.39
1004410031.0,221 AVENUE A,C7,6.0,1900.0,163.36,138.86,27.77,34381.0,94.2,3.39
,,,,,116.43,98.96,19.79,24504.0,67.1,3.39
,,,,,127.26,108.17,21.63,26782.0,73.4,3.39
,,,,,173.33,147.33,29.47,36480.0,99.9,3.39
1004040016.0,522 EAST 11 STREET,C4,6.0,1900.0,217.99,185.3,37.06,45879.0,125.7,3.39
,,,,,526.59,447.6,89.52,110825.0,303.6,3.39
,,,,,119.0,101.15,20.23,25045.0,68.6,3.39
1004070054.0,513 EAST 13 STREET,C7,6.0,1900.0,233.28,198.29,39.66,49097.0,134.5,3.39
1004040004.0,170 AVENUE A,C7,6.0,1920.0,209.03,177.67,35.53,43992.0,120.5,3.39
1004040013.0,518 EAST 11 STREET,C6,6.0,1900.0,156.5,133.03,26.61,32937.0,90.2,3.39
,,,,,181.83,154.56,30.91,38268.0,104.8,3.39
,,,,,110.56,93.98,18.8,23269.0,63.8,3.39
,,,,,175.47,149.15,29.83,36930.0,101.2,3.39
1004040021.0,534 EAST 11 STREET,C6,6.0,1920.0,253.06,215.1,43.02,53259.0,145.9,3.39
,,,,,184.8,157.08,31.42,38894.0,106.6,3.39
,,,,,210.76,179.14,35.83,44356.0,121.5,3.39
,,,,,153.87,130.79,26.16,32384.0,88.7,3.39
,,,,,115.51,98.18,19.64,24311.0,66.6,3.39
,,,,,158.7,134.9,26.98,33401.0,91.5,3.39
,,,,,1347.49,1145.36,229.07,283592.0,777.0,3.39
,,,,,171.34,145.64,29.13,36061.0,98.8,3.39
,,,,,195.09,165.83,33.17,41059.0,112.5,3.39
,,,,,58.41,49.65,9.93,12292.0,33.7,3.39
,,,,,62.97,53.52,10.7,13252.0,36.3,3.39
,,,,,171.29,145.6,29.12,36050.0,98.8,3.39
,,,,,106.26,90.32,18.06,22363.0,61.3,3.39
,,,,,110.26,93.72,18.74,23205.0,63.6,3.39
,,,,,114.73,97.52,19.5,24145.0,66.2,3.39
,,,,,179.84,152.86,30.57,37849.0,103.7,3.39
,,,,,189.21,160.83,32.17,39821.0,109.1,3.39
,,,,,473.29,402.3,80.46,99609.0,272.9,3.39
,,,,,84.93,72.19,14.44,17875.0,49.0,3.39
,,,,,43.16,36.69,7.34,9084.0,24.9,3.39
1004400038.0,195 AVENUE A,C7,6.0,1910.0,383.84,326.27,65.25,80784.0,221.3,3.39
,,,,,1074.32,913.17,182.63,226101.0,619.5,3.39
,,,,,179.13,152.26,30.45,37700.0,103.3,3.39
,,,,,171.67,145.92,29.18,36130.0,99.0,3.39
,,,,,57.37,48.76,9.75,12073.0,33.1,3.39
,,,,,163.59,139.05,27.81,34429.0,94.3,3.39
,,,,,151.88,129.1,25.82,31965.0,87.6,3.39
,,,,,128.66,109.36,21.87,27077.0,74.2,3.39
,,,,,130.25,110.72,22.14,27413.0,75.1,3.39
,,,,,79.56,67.63,13.53,16745.0,45.9,3.39
,,,,,117.24,99.66,19.93,24675.0,67.6,3.39
,,,,,118.18,100.45,20.09,24871.0,68.1,3.39
,,,,,139.52,118.59,23.72,29364.0,80.4,3.39
,,,,,61.95,52.66,10.53,13038.0,35.7,3.39
,,,,,2841.26,2415.07,483.01,597971.0,1638.3,3.39
,,,,,111.05,94.39,18.88,23372.0,64.0,3.39
,,,,,79.97,67.98,13.6,16831.0,46.1,3.39
,,,,,143.92,122.33,24.47,30289.0,83.0,3.39
,,,,,106.53,90.55,18.11,22421.0,61.4,3.39
1004050012.0,508 EAST 12 STREET,C7,6.0,1930.0,239.17,203.29,40.66,50335.0,137.9,3.39
,,,,,164.74,140.03,28.01,34671.0,95.0,3.39
,,,,,453.54,385.51,77.1,95453.0,261.5,3.39
,,,,,1927.99,1638.79,327.76,405764.0,1111.7,3.39
,,,,,403.46,342.94,68.59,84912.0,232.6,3.39
,,,,,115.78,98.41,19.68,24366.0,66.8,3.39
,,,,,184.76,157.05,31.41,38885.0,106.5,3.39
,,,,,118.24,100.5,20.1,24884.0,68.2,3.39
,,,,,1002.81,852.39,170.48,211051.0,578.2,3.39
,,,,,139.4,118.49,23.7,29338.0,80.4,3.39
,,,,,116.55,99.06,19.81,24528.0,67.2,3.39
,,,,,2106.51,1790.54,358.11,443337.0,1214.6,3.39
,,,,,110.87,94.24,18.85,23334.0,63.9,3.39
1004050010.0,504 EAST 12 STREET,C7,6.0,1930.0,239.56,203.62,40.72,50417.0,138.1,3.39
,,,,,107.95,91.76,18.35,22720.0,62.2,3.39
,,,,,164.43,139.77,27.95,34606.0,94.8,3.39
1004040012.0,516 EAST 11 STREET,C7,6.0,1900.0,158.18,134.45,26.89,33290.0,91.2,3.39
,,,,,737.15,626.58,125.32,155141.0,425.0,3.39
,,,,,99.72,84.77,16.95,20988.0,57.5,3.39
,,,,,63.14,53.67,10.73,13288.0,36.4,3.39
,,,,,156.86,133.33,26.67,33013.0,90.4,3.39
,,,,,195.09,165.82,33.16,41058.0,112.5,3.39
,,,,,96.34,81.89,16.38,20275.0,55.5,3.39
,,,,,110.02,93.52,18.7,23155.0,63.4,3.39
,,,,,421.88,358.6,71.72,88789.0,243.3,3.39
,,,,,404.7,344.0,68.8,85174.0,233.4,3.39
1004060011.0,510 EAST 13 STREET,C7,6.0,1900.0,245.71,208.86,41.77,51713.0,141.7,3.39
,,,,,92.61,78.72,15.74,19491.0,53.4,3.39
,,,,,57.53,48.9,9.78,12107.0,33.2,3.39
,,,,,192.27,163.43,32.69,40465.0,110.9,3.39
,,,,,149.97,127.47,25.49,31562.0,86.5,3.39
,,,,,105.76,89.9,17.98,22258.0,61.0,3.39
,,,,,58.73,49.92,9.98,12360.0,33.9,3.39
,,,,,344.79,293.07,58.61,72565.0,198.8,3.39
,,,,,62.6,53.21,10.64,13174.0,36.1,3.39
,,,,,124.87,106.14,21.23,26281.0,72.0,3.39
,,,,,107.9,91.72,18.34,22709.0,62.2,3.39
,,,,,209.89,178.41,35.68,44174.0,121.0,3.39
1004040014.0,520 EAST 11 STREET,C7,6.0,1900.0,215.23,182.94,36.59,45297.0,124.1,3.39
,,,,,175.54,149.21,29.84,36943.0,101.2,3.39
,,,,,125.38,106.58,21.32,26388.0,72.3,3.39
,,,,,121.31,103.12,20.62,25532.0,69.9,3.39
,,,,,182.93,155.49,31.1,38500.0,105.5,3.39
,,,,,176.32,149.87,29.97,37109.0,101.7,3.39
,,,,,522.88,444.45,88.89,110046.0,301.5,3.39
,,,,,123.56,105.03,21.01,26005.0,71.2,3.39
,,,,,199.21,169.33,33.87,41926.0,114.9,3.39
,,,,,101.06,85.9,17.18,21269.0,58.3,3.39
,,,,,153.37,130.36,26.07,32278.0,88.4,3.39
,,,,,87.67,74.52,14.9,18452.0,50.6,3.39
