bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
,,,,,635.01,539.76,107.95,133644.0,366.1,3.39
,,,,,162.4,138.04,27.61,34180.0,93.6,3.39
,,,,,703.91,598.33,119.67,148146.0,405.9,3.39
,,,,,192.77,163.86,32.77,40571.0,111.2,3.39
,,,,,699.46,594.54,118.91,147208.0,403.3,3.39
,,,,,2939.29,2498.39,499.68,618603.0,1694.8,3.39
1003780039.0,115 AVENUE D,C7,6.0,1900.0,194.44,165.27,33.05,40922.0,112.1,3.39
1003770016.0,368 EAST 8 STREET,C6,6.0,1923.0,298.51,253.74,50.75,62825.0,172.1,3.39
,,,,,146.82,124.8,24.96,30900.0,84.7,3.39
,,,,,862.1,732.78,146.56,181437.0,497.1,3.39
,,,,,215.8,183.43,36.69,45417.0,124.4,3.39
1003780004.0,134 AVENUE C,C7,6.0,1900.0,183.74,156.18,31.24,38669.0,105.9,3.39
,,,,,264.98,225.23,45.05,55768.0,152.8,3.39
,,,,,51.89,44.11,8.82,10921.0,29.9,3.39
,,,,,102.35,87.0,17.4,21542.0,59.0,3.39
,,,,,720.16,612.14,122.43,151566.0,415.2,3.39
,,,,,165.16,140.38,28.08,34759.0,95.2,3.39
,,,,,815.6,693.26,138.65,171651.0,470.3,3.39
,,,,,72.73,61.82,12.36,15307.0,41.9,3.39
,,,,,119.6,101.66,20.33,25171.0,69.0,3.39
,,,,,703.91,598.33,119.67,148146.0,405.9,3.39
,,,,,313.98,266.88,53.38,66080.0,181.0,3.39
1003760041.0,745 EAST 6 STREET,C4,6.0,1900.0,299.93,254.94,50.99,63124.0,172.9,3.39
,,,,,278.41,236.65,47.33,58594.0,160.5,3.39
,,,,,416.19,353.76,70.75,87592.0,240.0,3.39
,,,,,695.1,590.84,118.17,146291.0,400.8,3.39
,,,,,175.21,148.93,29.79,36874.0,101.0,3.39
,,,,,208.49,177.21,35.44,43878.0,120.2,3.39
,,,,,910.91,774.27,154.85,191710.0,525.2,3.39
,,,,,165.88,141.0,28.2,34911.0,95.6,3.39
,,,,,653.98,555.88,111.18,137636.0,377.1,3.39
,,,,,2814.84,2392.62,478.52,592412.0,1623.0,3.39
,,,,,618.8,525.98,105.2,130233.0,356.8,3.39
,,,,,127.58,108.45,21.69,26851.0,73.6,3.39
,,,,,708.74,602.43,120.49,149161.0,408.7,3.39
,,,,,1944.01,1652.41,330.48,409136.0,1120.9,3.39
,,,,,1015.67,863.32,172.66,213757.0,585.6,3.39
,,,,,461.74,392.48,78.5,97178.0,266.2,3.39
,,,,,2150.46,1827.89,365.58,452586.0,1240.0,3.39
,,,,,504.36,428.71,85.74,106148.0,290.8,3.39
,,,,,191.75,162.99,32.6,40356.0,110.6,3.39
,,,,,600.09,510.08,102.02,126296.0,346.0,3.39
,,,,,1241.81,1055.54,211.11,261352.0,716.0,3.39
,,,,,105.94,90.05,18.01,22297.0,61.1,3.39
,,,,,46.79,39.77,7.95,9847.0,27.0,3.39
,,,,,683.55,581.02,116.2,143861.0,394.1,3.39
1003790037.0,133 AVENUE D,C7,6.0,1930.0,211.31,179.61,35.92,44472.0,121.8,3.39
,,,,,696.23,591.79,118.36,146528.0,401.4,3.39
,,,,,2724.62,2315.92,463.18,573423.0,1571.0,3.39
,,,,,747.87,635.69,127.14,157396.0,431.2,3.39
,,,,,186.03,158.13,31.63,39153.0,107.3,3.39
1003760030.0,274 EAST 7 STREET,C4,6.0,1910.0,188.4,160.14,32.03,39650.0,108.6,3.39
,,,,,220.21,187.18,37.44,46345.0,127.0,3.39
,,,,,474.41,403.25,80.65,99844.0,273.5,3.39
,,,,,173.68,147.62,29.52,36552.0,100.1,3.39
,,,,,403.78,343.21,68.64,84980.0,232.8,3.39
,,,,,635.27,539.98,108.0,133698.0,366.3,3.39
,,,,,132.86,112.93,22.59,27962.0,76.6,3.39
,,,,,710.31,603.76,120.75,149491.0,409.6,3.39
,,,,,110.33,93.78,18.76,23220.0,63.6,3.39
,,,,,338.65,287.85,57.57,71272.0,195.3,3.39
,,,,,116.95,99.41,19.88,24613.0,67.4,3.39
,,,,,708.33,602.08,120.42,149075.0,408.4,3.39
,,,,,122.03,103.72,20.74,25682.0,70.4,3.39
,,,,,199.3,169.4,33.88,41944.0,114.9,3.39
,,,,,221.99,188.69,37.74,46719.0,128.0,3.39
,,,,,29.01,24.66,4.93,6106.0,16.7,3.39
,,,,,117.96,100.26,20.05,24825.0,68.0,3.39
,,,,,256.72,218.22,43.64,54030.0,148.0,3.39
,,,,,22.23,18.9,3.78,4679.0,12.8,3.39
,,,,,198.45,168.69,33.74,41767.0,114.4,3.39
,,,,,1025.85,871.97,174.39,215900.0,591.5,3.39
,,,,,522.73,444.32,88.86,110014.0,301.4,3.39
,,,,,115.92,98.53,19.71,24396.0,66.8,3.39
,,,,,302.08,256.77,51.35,63575.0,174.2,3.39
,,,,,123.95,105.36,21.07,26087.0,71.5,3.39
,,,,,87.21,74.13,14.83,18355.0,50.3,3.39
1003790012.0,406 EAST 10 STREET,C6,6.0,1930.0,215.82,183.45,36.69,45422.0,124.4,3.39
,,,,,618.67,525.87,105.17,130204.0,356.7,3.39
,,,,,218.89,186.06,37.21,46068.0,126.2,3.39
,,,,,883.31,750.82,150.16,185902.0,509.3,3.39
1004690040.0,245 EAST 13 STREET,C7,6.0,1920.0,256.3,217.85,43.57,53940.0,147.8,3.39
,,,,,115.47,98.15,19.63,24303.0,66.6,3.39
1004680027.0,236 EAST 13 STREET,C7,6.0,1900.0,262.87,223.44,44.69,55325.0,151.6,3.39
,,,,,154.9,131.67,26.33,32600.0,89.3,3.39
,,,,,152.4,129.54,25.91,32073.0,87.9,3.39
,,,,,129.65,110.2,22.04,27286.0,74.8,3.39
,,,,,118.14,100.42,20.08,24865.0,68.1,3.39
1004690043.0,241 EAST 13 STREET,C1,6.0,1900.0,159.34,135.44,27.09,33535.0,91.9,3.39
,,,,,157.16,133.58,26.72,33076.0,90.6,3.39
,,,,,133.43,113.41,22.68,28081.0,76.9,3.39
,,,,,240.32,204.27,40.85,50578.0,138.6,3.39
,,,,,141.28,120.09,24.02,29735.0,81.5,3.39
,,,,,136.76,116.25,23.25,28783.0,78.9,3.39
,,,,,271.82,231.05,46.21,57207.0,156.7,3.39
,,,,,116.33,98.88,19.78,24482.0,67.1,3.39
1004550021.0,328 EAST 14 STREET,C7,6.0,1900.0,267.12,227.05,45.41,56217.0,154.0,3.39
,,,,,169.48,144.06,28.81,35669.0,97.7,3.39
,,,,,1897.57,1612.93,322.59,399362.0,1094.1,3.39
,,,,,176.96,150.42,30.08,37243.0,102.0,3.39
,,,,,131.09,111.42,22.28,27589.0,75.6,3.39
,,,,,153.18,130.2,26.04,32238.0,88.3,3.39
,,,,,1280.65,1088.55,217.71,269525.0,738.4,3.39
1004690042.0,243 EAST 13 STREET,C7,6.0,1920.0,206.23,175.29,35.06,43403.0,118.9,3.39
,,,,,97.39,82.78,16.56,20497.0,56.2,3.39
,,,,,82.04,69.73,13.95,17265.0,47.3,3.39
,,,,,143.92,122.33,24.47,30289.0,83.0,3.39
,,,,,145.84,123.96,24.79,30694.0,84.1,3.39
,,,,,258.87,220.04,44.01,54482.0,149.3,3.39
,,,,,43.16,36.69,7.34,9084.0,24.9,3.39
,,,,,457.45,388.83,77.77,96274.0,263.8,3.39
,,,,,235.54,200.21,40.04,49572.0,135.8,3.39
,,,,,394.15,335.02,67.0,82952.0,227.3,3.39
,,,,,143.98,122.39,24.48,30303.0,83.0,3.39
,,,,,134.25,114.11,22.82,28254.0,77.4,3.39
,,,,,71.81,61.04,12.21,15114.0,41.4,3.39
,,,,,141.33,120.13,24.03,29744.0,81.5,3.39
,,,,,180.46,153.39,30.68,37981.0,104.1,3.39
,,,,,86.96,73.92,14.78,18302.0,50.1,3.39
1003850050.0,240 EAST 2 STREET,C4,6.0,1910.0,183.35,155.85,31.17,38588.0,105.7,3.39
1003850054.0,232 EAST 2 STREET,C4,6.0,1910.0,172.63,146.74,29.35,36333.0,99.5,3.39
,,,,,604.62,513.92,102.78,127247.0,348.6,3.39
,,,,,208.45,177.18,35.44,43869.0,120.2,3.39
,,,,,250.21,212.68,42.54,52659.0,144.3,3.39
,,,,,95.1,80.84,16.17,20015.0,54.8,3.39
,,,,,156.97,133.42,26.68,33036.0,90.5,3.39
1003500077.0,182 STANTON STREET,C4,6.0,1920.0,117.86,100.18,20.04,24805.0,68.0,3.39
,,,,,335.04,284.78,56.96,70513.0,193.2,3.39
1003450029.0,200 STANTON STREET,C7,6.0,1920.0,154.89,131.65,26.33,32598.0,89.3,3.39
,,,,,131.51,111.78,22.36,27678.0,75.8,3.39
1003440154.0,141 ATTORNEY STREET,C6,6.0,1920.0,338.38,287.62,57.52,71215.0,195.1,3.39
,,,,,142.72,121.32,24.26,30038.0,82.3,3.39
,,,,,208.25,177.01,35.4,43829.0,120.1,3.39
1003440067.0,89 PITT STREET,C4,6.0,1920.0,170.98,145.33,29.07,35985.0,98.6,3.39
1003720001.0,14 AVENUE C,C7,6.0,1920.0,321.07,272.91,54.58,67573.0,185.1,3.39
,,,,,189.09,160.73,32.15,39797.0,109.0,3.39
1003500051.0,299 EAST HOUSTON STREET,C7,6.0,1920.0,249.11,211.74,42.35,52428.0,143.6,3.39
,,,,,107.39,91.28,18.26,22601.0,61.9,3.39
,,,,,136.54,116.05,23.21,28735.0,78.7,3.39
,,,,,3469.65,2949.2,589.84,730223.0,2000.6,3.39
,,,,,105.71,89.85,17.97,22247.0,60.9,3.39
,,,,,162.13,137.81,27.56,34121.0,93.5,3.39
,,,,,99.51,84.59,16.92,20944.0,57.4,3.39
,,,,,1023.41,869.9,173.98,215387.0,590.1,3.39
,,,,,73.27,62.28,12.46,15419.0,42.2,3.39
,,,,,94.73,80.52,16.1,19937.0,54.6,3.39
,,,,,175.79,149.42,29.88,36997.0,101.4,3.39
,,,,,119.32,101.43,20.29,25113.0,68.8,3.39
1003440073.0,202 RIVINGTON STREET,C7,6.0,1920.0,298.0,253.3,50.66,62718.0,171.8,3.39
,,,,,241.34,205.14,41.03,50793.0,139.2,3.39
,,,,,469.84,399.37,79.87,98884.0,270.9,3.39
,,,,,338.14,287.42,57.48,71165.0,195.0,3.39
,,,,,123.62,105.08,21.02,26018.0,71.3,3.39
,,,,,235.42,200.11,40.02,49548.0,135.7,3.39
,,,,,150.93,128.29,25.66,31765.0,87.0,3.39
,,,,,188.27,160.03,32.01,39624.0,108.6,3.39
,,,,,184.35,156.69,31.34,38798.0,106.3,3.39
,,,,,116.79,99.27,19.85,24579.0,67.3,3.39
,,,,,39.74,33.78,6.76,8363.0,22.9,3.39
,,,,,913.26,776.27,155.25,192205.0,526.6,3.39
,,,,,92.44,78.58,15.72,19456.0,53.3,3.39
,,,,,27.52,23.39,4.68,5792.0,15.9,3.39
,,,,,100.97,85.82,17.16,21250.0,58.2,3.39
,,,,,104.27,88.63,17.73,21946.0,60.1,3.39
,,,,,136.95,116.41,23.28,28822.0,79.0,3.39
,,,,,413.69,351.64,70.33,87065.0,238.5,3.39
,,,,,119.54,101.61,20.32,25157.0,68.9,3.39
,,,,,192.63,163.73,32.75,40540.0,111.1,3.39
,,,,,113.26,96.27,19.25,23836.0,65.3,3.39
1003440072.0,206 RIVINGTON STREET,C7,6.0,1920.0,238.45,202.68,40.54,50185.0,137.5,3.39
,,,,,93.95,79.86,15.97,19772.0,54.2,3.39
1003450018.0,333 EAST HOUSTON STREET,C7,6.0,1920.0,178.28,151.54,30.31,37520.0,102.8,3.39
1003850038.0,21 AVENUE C,C4,6.0,1900.0,244.63,207.94,41.59,51485.0,141.1,3.39
,,,,,98.15,83.43,16.69,20656.0,56.6,3.39
,,,,,106.19,90.26,18.05,22348.0,61.2,3.39
,,,,,63.89,54.3,10.86,13445.0,36.8,3.39
,,,,,125.83,106.95,21.39,26481.0,72.6,3.39
,,,,,186.99,158.94,31.79,39354.0,107.8,3.39
,,,,,983.41,835.9,167.18,206968.0,567.0,3.39
,,,,,218.29,185.54,37.11,45941.0,125.9,3.39
,,,,,537.72,457.06,91.41,113168.0,310.0,3.39
,,,,,181.09,153.93,30.79,38112.0,104.4,3.39
,,,,,45.98,39.08,7.82,9677.0,26.5,3.39
,,,,,257.21,218.62,43.72,54132.0,148.3,3.39
,,,,,636.93,541.39,108.28,134049.0,367.3,3.39
,,,,,844.11,717.49,143.5,177651.0,486.7,3.39
,,,,,126.88,107.85,21.57,26703.0,73.2,3.39
,,,,,482.02,409.72,81.94,101446.0,277.9,3.39
,,,,,668.0,567.8,113.56,140587.0,385.2,3.39
,,,,,206.28,175.33,35.07,43413.0,118.9,3.39
1003720068.0,264 EAST 2 STREET,C1,6.0,1905.0,239.22,203.34,40.67,50346.0,137.9,3.39
,,,,,162.67,138.27,27.65,34235.0,93.8,3.39
,,,,,114.04,96.94,19.39,24001.0,65.8,3.39
,,,,,88.91,75.57,15.11,18711.0,51.3,3.39
1003500050.0,6 CLINTON STREET,C4,6.0,1930.0,187.18,159.1,31.82,39394.0,107.9,3.39
,,,,,117.41,99.8,19.96,24711.0,67.7,3.39
,,,,,176.45,149.98,30.0,37135.0,101.7,3.39
,,,,,102.15,86.83,17.37,21498.0,58.9,3.39
,,,,,21.86,18.58,3.72,4600.0,12.6,3.39
,,,,,238.24,202.5,40.5,50139.0,137.4,3.39
,,,,,448.76,381.45,76.29,94447.0,258.8,3.39
1003500057.0,309 EAST HOUSTON STREET,C6,6.0,1920.0,304.91,259.17,51.83,64171.0,175.8,3.39
,,,,,160.08,136.07,27.21,33690.0,92.3,3.39
,,,,,646.97,549.93,109.99,136162.0,373.0,3.39
,,,,,123.93,105.34,21.07,26082.0,71.5,3.39
,,,,,118.32,100.57,20.11,24902.0,68.2,3.39
,,,,,94.75,80.54,16.11,19941.0,54.6,3.39
1003450014.0,325 EAST HOUSTON STREET,C4,6.0,1920.0,145.13,123.36,24.67,30544.0,83.7,3.39
,,,,,504.99,429.24,85.85,106279.0,291.2,3.39
,,,,,116.2,98.77,19.75,24455.0,67.0,3.39
,,,,,113.32,96.32,19.26,23849.0,65.3,3.39
,,,,,347.78,295.61,59.12,73194.0,200.5,3.39
1003850034.0,31 AVENUE C,C7,6.0,1900.0,212.05,180.25,36.05,44629.0,122.3,3.39
,,,,,104.7,89.0,17.8,22036.0,60.4,3.39
,,,,,615.89,523.51,104.7,129621.0,355.1,3.39
,,,,,187.18,159.11,31.82,39395.0,107.9,3.39
,,,,,697.29,592.69,118.54,146751.0,402.1,3.39
,,,,,89.9,76.42,15.28,18921.0,51.8,3.39
,,,,,146.91,124.87,24.97,30918.0,84.7,3.39
,,,,,222.75,189.34,37.87,46879.0,128.4,3.39
1003500075.0,184 STANTON STREET,C4,6.0,1920.0,227.37,193.27,38.65,47853.0,131.1,3.39
,,,,,415.79,353.42,70.68,87506.0,239.7,3.39
,,,,,389.6,331.16,66.23,81996.0,224.6,3.39
,,,,,199.08,169.22,33.84,41898.0,114.8,3.39
,,,,,327.09,278.03,55.61,68840.0,188.6,3.39
,,,,,105.28,89.49,17.9,22157.0,60.7,3.39
1003970033.0,14 AVENUE B,C7,6.0,1925.0,275.09,233.83,46.77,57896.0,158.6,3.39
1003970038.0,6 AVENUE B,C7,6.0,1900.0,107.55,91.42,18.28,22635.0,62.0,3.39
,,,,,181.7,154.44,30.89,38240.0,104.8,3.39
,,,,,461.84,392.56,78.51,97198.0,266.3,3.39
1003840026.0,243 EAST 2 STREET,C4,6.0,1900.0,123.93,105.34,21.07,26082.0,71.5,3.39
,,,,,123.84,105.27,21.05,26064.0,71.4,3.39
,,,,,136.49,116.01,23.2,28725.0,78.7,3.39
,,,,,63.5,53.98,10.8,13365.0,36.6,3.39
,,,,,123.67,105.12,21.02,26028.0,71.3,3.39
,,,,,625.42,531.61,106.32,131626.0,360.6,3.39
,,,,,215.35,183.05,36.61,45322.0,124.2,3.39
,,,,,173.49,147.46,29.49,36512.0,100.0,3.39
,,,,,135.15,114.88,22.98,28444.0,77.9,3.39
,,,,,278.84,237.01,47.4,58684.0,160.8,3.39
1003850035.0,29 AVENUE C,C1,6.0,2000.0,153.92,130.83,26.17,32394.0,88.7,3.39
,,,,,196.52,167.04,33.41,41359.0,113.3,3.39
,,,,,80.63,68.54,13.71,16970.0,46.5,3.39
,,,,,347.06,295.0,59.0,73043.0,200.1,3.39
,,,,,143.59,122.05,24.41,30220.0,82.8,3.39
,,,,,159.68,135.73,27.15,33607.0,92.1,3.39
,,,,,2475.64,2104.3,420.86,521024.0,1427.5,3.39
,,,,,119.59,101.65,20.33,25169.0,69.0,3.39
,,,,,88.26,75.02,15.0,18574.0,50.9,3.39
,,,,,129.97,110.48,22.1,27354.0,74.9,3.39
1003850055.0,230 EAST 2 STREET,C4,6.0,1910.0,163.14,138.67,27.73,34334.0,94.1,3.39
,,,,,178.51,151.73,30.35,37569.0,102.9,3.39
,,,,,560.23,476.19,95.24,117906.0,323.0,3.39
1003850037.0,25 AVENUE C,C1,6.0,2000.0,153.75,130.69,26.14,32358.0,88.7,3.39
,,,,,924.68,785.98,157.2,194609.0,533.2,3.39
1003490032.0,158 RIVINGTON STREET,C7,6.0,1900.0,109.22,92.84,18.57,22986.0,63.0,3.39
,,,,,319.38,271.47,54.29,67216.0,184.2,3.39
,,,,,167.2,142.12,28.42,35188.0,96.4,3.39
1003550046.0,184 NORFOLK STREET,C4,6.0,1900.0,178.75,151.94,30.39,37619.0,103.1,3.39
,,,,,455.84,387.46,77.49,95936.0,262.8,3.39
,,,,,178.44,151.67,30.33,37554.0,102.9,3.39
1003480053.0,173 RIVINGTON STREET,C6,6.0,1920.0,244.86,208.13,41.63,51533.0,141.2,3.39
,,,,,93.59,79.55,15.91,19697.0,54.0,3.39
1003480021.0,163 RIVINGTON STREET,C7,6.0,1920.0,223.28,189.79,37.96,46992.0,128.7,3.39
1003500030.0,168 STANTON STREET,C7,6.0,1920.0,177.76,151.1,30.22,37412.0,102.5,3.39
,,,,,92.52,78.64,15.73,19471.0,53.3,3.39
1003500007.0,178 SUFFOLK STREET,C6,6.0,1910.0,214.61,182.42,36.48,45167.0,123.7,3.39
,,,,,439.7,373.74,74.75,92539.0,253.5,3.39
,,,,,1297.64,1103.0,220.6,273102.0,748.2,3.39
,,,,,148.01,125.81,25.16,31150.0,85.3,3.39
,,,,,135.83,115.46,23.09,28587.0,78.3,3.39
,,,,,153.53,130.5,26.1,32312.0,88.5,3.39
,,,,,185.05,157.29,31.46,38945.0,106.7,3.39
,,,,,4496.14,3821.72,764.34,946258.0,2592.5,3.39
1003440173.0,72 CLINTON STREET,C6,6.0,1925.0,231.12,196.45,39.29,48641.0,133.3,3.39
,,,,,90.5,76.93,15.39,19047.0,52.2,3.39
,,,,,222.88,189.45,37.89,46908.0,128.5,3.39
,,,,,99.25,84.36,16.87,20887.0,57.2,3.39
,,,,,84.9,72.17,14.43,17869.0,49.0,3.39
,,,,,216.03,183.62,36.72,45465.0,124.6,3.39
,,,,,147.02,124.97,24.99,30942.0,84.8,3.39
,,,,,148.99,126.64,25.33,31357.0,85.9,3.39
1003490026.0,61 CLINTON STREET,C4,6.0,1920.0,176.34,149.89,29.98,37113.0,101.7,3.39
,,,,,127.18,108.1,21.62,26766.0,73.3,3.39
,,,,,77.95,66.26,13.25,16406.0,44.9,3.39
,,,,,95.48,81.16,16.23,20095.0,55.1,3.39
,,,,,125.45,106.63,21.33,26402.0,72.3,3.39
,,,,,186.54,158.56,31.71,39260.0,107.6,3.39
,,,,,1027.0,872.95,174.59,216142.0,592.2,3.39
,,,,,103.4,87.89,17.58,21762.0,59.6,3.39
,,,,,141.27,120.08,24.02,29733.0,81.5,3.39
,,,,,179.96,152.96,30.59,37874.0,103.8,3.39
,,,,,181.57,154.34,30.87,38214.0,104.7,3.39
,,,,,136.36,115.9,23.18,28698.0,78.6,3.39
,,,,,148.59,126.3,25.26,31271.0,85.7,3.39
1003550062.0,167 SUFFOLK STREET,C4,6.0,1900.0,173.51,147.48,29.5,36516.0,100.0,3.39
,,,,,196.76,167.25,33.45,41411.0,113.5,3.39
,,,,,169.95,144.46,28.89,35768.0,98.0,3.39
,,,,,130.59,111.0,22.2,27484.0,75.3,3.39
,,,,,124.08,105.47,21.09,26115.0,71.5,3.39
,,,,,181.62,154.38,30.88,38225.0,104.7,3.39
,,,,,165.46,140.64,28.13,34822.0,95.4,3.39
,,,,,127.25,108.16,21.63,26781.0,73.4,3.39
,,,,,260.23,221.19,44.24,54767.0,150.0,3.39
,,,,,232.95,198.01,39.6,49027.0,134.3,3.39
,,,,,250.04,212.53,42.51,52623.0,144.2,3.39
,,,,,215.95,183.56,36.71,45449.0,124.5,3.39
,,,,,185.01,157.26,31.45,38937.0,106.7,3.39
1003550044.0,178 NORFOLK STREET,C7,6.0,1900.0,191.79,163.02,32.6,40363.0,110.6,3.39
,,,,,156.35,132.9,26.58,32905.0,90.2,3.39
,,,,,102.26,86.92,17.38,21522.0,59.0,3.39
,,,,,209.71,178.25,35.65,44136.0,120.9,3.39
,,,,,130.12,110.6,22.12,27385.0,75.0,3.39
,,,,,71.67,60.92,12.18,15083.0,41.3,3.39
,,,,,84.56,71.88,14.38,17797.0,48.8,3.39
