bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,lon,lat
,,,,,43.67,37.12,7.42,9190.0,25.2,3.39,-73.979206071505,40.72867879748912
,,,,,603.76,513.2,102.64,127068.0,348.1,3.39,-73.97928533011738,40.72881037161928
,,,,,50.03,42.52,8.5,10529.0,28.8,3.39,-73.97890697763937,40.7285621288096
,,,,,198.09,168.37,33.67,41689.0,114.2,3.39,-73.97689266490764,40.72865882000018
,,,,,30.18,25.65,5.13,6351.0,17.4,3.39,-73.97426446704314,40.72941297999508
,,,,,228.2,193.97,38.79,48026.0,131.6,3.39,-73.97787820737788,40.72910833748289
,,,,,1991.07,1692.41,338.48,419041.0,1148.1,3.39,-73.9759134992629,40.72911519643577
,,,,,60.41,51.35,10.27,12714.0,34.8,3.39,-73.97459208187993,40.72950099958209
,,,,,736.51,626.03,125.21,155005.0,424.7,3.39,-73.97499202022736,40.73017994354198
,,,,,150.13,127.61,25.52,31597.0,86.6,3.39,-73.97816220652234,40.7288796316464
,,,,,173.89,147.81,29.56,36598.0,100.3,3.39,-73.97915398498428,40.729247497288625
,,,,,121.16,102.99,20.6,25500.0,69.9,3.39,-73.97902818872355,40.729137318325165
,,,,,197.42,167.81,33.56,41550.0,113.8,3.39,-73.97637978095278,40.72844364901305
,,,,,275.95,234.55,46.91,58076.0,159.1,3.39,-73.9782526208165,40.72880449911121
,,,,,294.15,250.03,50.01,61908.0,169.6,3.39,-73.97839968194018,40.72938247134773
,,,,,122.43,104.07,20.81,25768.0,70.6,3.39,-73.9785451014484,40.729036628048036
,,,,,248.07,210.86,42.17,52208.0,143.0,3.39,-73.97849760722478,40.729193210816184
,,,,,171.85,146.07,29.21,36168.0,99.1,3.39,-73.97907559740392,40.72921438684243
,,,,,118.91,101.07,20.21,25025.0,68.6,3.39,-73.97910547767411,40.727601480040796
,,,,,111.96,95.16,19.03,23563.0,64.6,3.39,-73.9785935771825,40.72897009939961
,,,,,246.27,209.33,41.87,51831.0,142.0,3.39,-73.9793027568928,40.72932779632468
,,,,,124.35,105.69,21.14,26170.0,71.7,3.39,-73.97932701246326,40.72799520372868
,,,,,1182.36,1005.01,201.0,248840.0,681.8,3.39,-73.97724771015098,40.72759575247992
,,,,,269.74,229.28,45.86,56770.0,155.5,3.39,-73.97921389911869,40.72842926935097
,,,,,25.67,21.82,4.36,5402.0,14.8,3.39,-73.97433517475032,40.72944199387632
,,,,,93.51,79.48,15.9,19680.0,53.9,3.39,-73.97850431859725,40.72851641719617
,,,,,76.37,64.91,12.98,16073.0,44.0,3.39,-73.97910366369072,40.727653458937795
,,,,,106.11,90.19,18.04,22331.0,61.2,3.39,-73.97902952850808,40.728418357295176
,,,,,22.41,19.05,3.81,4716.0,12.9,3.39,-73.97902387758262,40.72860219041467
,,,,,197.48,167.86,33.57,41562.0,113.9,3.39,-73.97629360863327,40.72840759255324
,,,,,750.0,637.5,127.5,157846.0,432.5,3.39,-73.9753294206812,40.72971699350934
,,,,,97.69,83.04,16.61,20561.0,56.3,3.39,-73.9791156261132,40.72827947706006
,,,,,690.43,586.86,117.37,145307.0,398.1,3.39,-73.9766285029468,40.727588278246145
,,,,,173.12,147.15,29.43,36434.0,99.8,3.39,-73.97891709273189,40.727465342815435
,,,,,1872.03,1591.22,318.24,393987.0,1079.4,3.39,-73.9771474076497,40.7294934115032
,,,,,202.48,172.11,34.42,42615.0,116.8,3.39,-73.97863434338949,40.72939251189564
,,,,,122.87,104.44,20.89,25860.0,70.8,3.39,-73.97883820733051,40.72953783420255
,,,,,196.44,166.98,33.4,41344.0,113.3,3.39,-73.97655085747272,40.72851530978717
,,,,,140.59,119.5,23.9,29589.0,81.1,3.39,-73.97945072181071,40.727805054940646
,,,,,163.21,138.73,27.75,34350.0,94.1,3.39,-73.97941559226828,40.727879554211114
,,,,,92.53,78.65,15.73,19474.0,53.4,3.39,-73.97928894007251,40.7280475582302
,,,,,50.06,42.55,8.51,10535.0,28.9,3.39,-73.9789596889859,40.728489222800455
,,,,,89.75,76.29,15.26,18888.0,51.7,3.39,-73.97854724197275,40.72845678855872
,,,,,187.7,159.54,31.91,39503.0,108.2,3.39,-73.97940048744996,40.72891070735248
,,,,,217.73,185.07,37.01,45823.0,125.5,3.39,-73.97861893687308,40.7282636424192
,,,,,874.79,743.57,148.71,184109.0,504.4,3.39,-73.97613488164814,40.72830695083942
,,,,,2156.59,1833.1,366.62,453876.0,1243.5,3.39,-73.97863242488427,40.7306781307518
,,,,,166.45,141.48,28.3,35032.0,96.0,3.39,-73.97909061560499,40.72879617582245
,,,,,1317.83,1120.15,224.03,277350.0,759.9,3.39,-73.97751817422979,40.728687599811195
,,,,,98.83,84.01,16.8,20801.0,57.0,3.39,-73.97813414462088,40.72900502230475
,,,,,108.33,92.08,18.42,22800.0,62.5,3.39,-73.97886146769444,40.728598267829085
,,,,,1286.05,1093.14,218.63,270662.0,741.5,3.39,-73.97683014902711,40.72823949973893
,,,,,3352.21,2849.38,569.88,705506.0,1932.9,3.39,-73.97670869830691,40.73011397002088
,,,,,749.94,637.44,127.49,157831.0,432.4,3.39,-73.97892293516904,40.72782245794171
,,,,,107.86,91.68,18.34,22700.0,62.2,3.39,-73.97816756315532,40.728948379730774
,,,,,59.43,50.52,10.1,12508.0,34.3,3.39,-73.97835513147211,40.72837481559095
,,,,,315.01,267.75,53.55,66296.0,181.6,3.39,-73.97801338524931,40.72916617656886
,,,,,61.09,51.93,10.39,12857.0,35.2,3.39,-73.97831338621255,40.728433359652094
,,,,,197.53,167.9,33.58,41572.0,113.9,3.39,-73.97646568007566,40.72847958663949
,,,,,98.57,83.79,16.76,20746.0,56.8,3.39,-73.97899776066875,40.728462297958366
,,,,,51.01,43.36,8.67,10735.0,29.4,3.39,-73.97894255160145,40.72851292502176
,,,,,143.4,121.89,24.38,30179.0,82.7,3.39,-73.97925610555097,40.7292486963217
,,,,,235.22,199.93,39.99,49504.0,135.6,3.39,-73.97938163741901,40.729361057826864
,,,,,1344.6,1142.91,228.58,282984.0,775.3,3.39,-73.9783109549318,40.72998284699097
,,,,,1787.89,1519.7,303.94,376279.0,1030.9,3.39,-73.97843643144995,40.72762921927115
,,,,,54.38,46.23,9.25,11445.0,31.4,3.39,-73.97892468322361,40.72853764249696
,,,,,521.0,442.85,88.57,109649.0,300.4,3.39,-73.97568752081135,40.727343775185744
,,,,,160.04,136.03,27.21,33681.0,92.3,3.39,-73.9780453603924,40.729037605174476
,,,,,183.31,155.81,31.16,38579.0,105.7,3.39,-73.97844345328177,40.72928048721948
,,,,,94.89,80.66,16.13,19970.0,54.7,3.39,-73.97879800898413,40.72901453139503
,,,,,171.6,145.86,29.17,36115.0,98.9,3.39,-73.9787103460923,40.72942857020123
,,,,,39.52,33.6,6.72,8318.0,22.8,3.39,-73.9744188086472,40.72947068026436
,,,,,234.97,199.72,39.94,49452.0,135.5,3.39,-73.9752700270386,40.72863806238913
,,,,,105.38,89.57,17.91,22178.0,60.8,3.39,-73.97937226350483,40.72846121444305
,,,,,196.58,167.09,33.42,41372.0,113.3,3.39,-73.9788351941193,40.72743124096235
,,,,,199.41,169.5,33.9,41967.0,115.0,3.39,-73.97697908888436,40.728694690265016
,,,,,2618.15,2225.43,445.09,551016.0,1509.6,3.39,-73.97542633804338,40.73082417282735
,,,,,757.5,643.87,128.77,159423.0,436.8,3.39,-73.97654291478494,40.72917038885398
,,,,,197.13,167.56,33.51,41487.0,113.7,3.39,-73.97663547737493,40.7285512442883
,,,,,215.7,183.35,36.67,45397.0,124.4,3.39,-73.97855128160877,40.72835938718476
,,,,,132.13,112.31,22.46,27807.0,76.2,3.39,-73.97822916549185,40.72713621484958
,,,,,197.02,167.46,33.49,41464.0,113.6,3.39,-73.97672141160257,40.72858698000321
,,,,,53.69,45.63,9.13,11299.0,31.0,3.39,-73.97455839563972,40.72953062982424
,,,,,539.96,458.97,91.79,113641.0,311.3,3.39,-73.97615804818581,40.72716115090904
,,,,,82.82,70.4,14.08,17430.0,47.8,3.39,-73.9793433616691,40.727930866326695
,,,,,87.93,74.74,14.95,18505.0,50.7,3.39,-73.97773956519411,40.72723200654789
,,,,,117.21,99.63,19.93,24668.0,67.6,3.39,-73.97917260027984,40.72756195009646
,,,,,59.71,50.76,10.15,12567.0,34.4,3.39,-73.97454382149456,40.72956740856364
,,,,,199.88,169.89,33.98,42066.0,115.2,3.39,-73.98084772980289,40.72926940250529
,,,,,707.56,601.43,120.29,148913.0,408.0,3.39,-73.9804695063439,40.728152028885184
,,,,,213.37,181.37,36.27,44906.0,123.0,3.39,-73.98066138235868,40.72951417716721
,,,,,112.84,95.92,19.18,23749.0,65.1,3.39,-73.98158028271394,40.727756480397474
,,,,,174.82,148.59,29.72,36792.0,100.8,3.39,-73.98075017857563,40.72861987267772
,,,,,321.65,273.4,54.68,67695.0,185.5,3.39,-73.97953568267619,40.728942072758365
,,,,,287.59,244.46,48.89,60527.0,165.8,3.39,-73.98015386601737,40.72795690787794
,,,,,88.06,74.85,14.97,18534.0,50.8,3.39,-73.98125932435784,40.72804974315769
,,,,,195.93,166.54,33.31,41235.0,113.0,3.39,-73.97964523577997,40.7290008518617
,,,,,110.93,94.29,18.86,23345.0,64.0,3.39,-73.98133684412159,40.72871705240361
,,,,,57.83,49.16,9.83,12172.0,33.3,3.39,-73.98133319196899,40.729796478526296
,,,,,237.64,201.99,40.4,50013.0,137.0,3.39,-73.98126131997367,40.72968626850458
,,,,,122.63,104.23,20.85,25808.0,70.7,3.39,-73.98096456802548,40.72831998932957
,,,,,299.13,254.26,50.85,62955.0,172.5,3.39,-73.98189007653151,40.72993098367345
,,,,,241.28,205.09,41.02,50779.0,139.1,3.39,-73.9804947547834,40.72934823246893
,,,,,62.5,53.12,10.62,13153.0,36.0,3.39,-73.98110463749796,40.72870207427799
,,,,,136.64,116.14,23.23,28757.0,78.8,3.39,-73.98172741595023,40.72784900039865
,,,,,170.57,144.99,29.0,35899.0,98.4,3.39,-73.98169297505586,40.729859160581036
,,,,,175.1,148.83,29.77,36851.0,101.0,3.39,-73.98182511317337,40.72953767348724
,,,,,125.62,106.78,21.36,26438.0,72.4,3.39,-73.98173523060218,40.72908377276577
,,,,,127.39,108.28,21.66,26810.0,73.5,3.39,-73.98044476471857,40.72889434201451
,,,,,106.89,90.86,18.17,22496.0,61.6,3.39,-73.9819711582795,40.72791604812802
,,,,,106.28,90.34,18.07,22368.0,61.3,3.39,-73.9814257943934,40.72812152004641
,,,,,123.22,104.74,20.95,25933.0,71.0,3.39,-73.98173348270326,40.7281144053939
,,,,,188.35,160.1,32.02,39641.0,108.6,3.39,-73.9806727462846,40.7285826462147
,,,,,171.02,145.36,29.07,35992.0,98.6,3.39,-73.98066420619398,40.72774543852129
,,,,,79.15,67.28,13.46,16657.0,45.6,3.39,-73.98166199300822,40.7289892700356
,,,,,339.68,288.73,57.75,71489.0,195.9,3.39,-73.9810314219836,40.72996804812499
,,,,,168.55,143.27,28.65,35474.0,97.2,3.39,-73.9798556723711,40.72870830964661
,,,,,190.13,161.61,32.32,40015.0,109.6,3.39,-73.98107527230039,40.72760316112809
,,,,,57.28,48.68,9.74,12054.0,33.0,3.39,-73.98030682014603,40.72979121930491
,,,,,105.09,89.33,17.87,22118.0,60.6,3.39,-73.98016744045555,40.72927438859805
,,,,,184.76,157.05,31.41,38884.0,106.5,3.39,-73.98017516451678,40.72883478134354
,,,,,365.09,310.33,62.07,76838.0,210.5,3.39,-73.98052206385448,40.72769738575738
,,,,,75.76,64.4,12.88,15945.0,43.7,3.39,-73.98084379087311,40.72904180339437
,,,,,31.53,26.8,5.36,6636.0,18.2,3.39,-73.98192115837661,40.727985121378374
,,,,,181.77,154.5,30.9,38255.0,104.8,3.39,-73.97972554018088,40.72903127228804
,,,,,304.46,258.79,51.76,64076.0,175.5,3.39,-73.98171066241422,40.72948838949379
,,,,,422.56,359.18,71.84,88932.0,243.7,3.39,-73.97973666193612,40.728656583258896
,,,,,299.27,254.38,50.88,62984.0,172.6,3.39,-73.98197415451924,40.730830757073534
,,,,,122.73,104.32,20.86,25830.0,70.8,3.39,-73.98036206961689,40.728863547243165
,,,,,64.04,54.44,10.89,13479.0,36.9,3.39,-73.98197776214488,40.72973843720144
,,,,,173.7,147.65,29.53,36558.0,100.2,3.39,-73.98024551207635,40.728036189282165
,,,,,194.16,165.04,33.01,40864.0,112.0,3.39,-73.97986942934813,40.72789212221195
,,,,,155.07,131.81,26.36,32637.0,89.4,3.39,-73.98152639438814,40.729807187560816
,,,,,145.85,123.97,24.79,30695.0,84.1,3.39,-73.98151567070407,40.73064675263248
,,,,,154.28,131.14,26.23,32470.0,89.0,3.39,-73.98002739816523,40.72918224150958
,,,,,438.66,372.86,74.57,92321.0,252.9,3.39,-73.98023465173732,40.727554519632726
,,,,,75.73,64.37,12.87,15937.0,43.7,3.39,-73.97951467216168,40.72847689436103
,,,,,62.39,53.03,10.61,13130.0,36.0,3.39,-73.98026079893208,40.72985438109068
,,,,,220.27,187.23,37.45,46358.0,127.0,3.39,-73.97960827312103,40.72862450822722
,,,,,163.36,138.86,27.77,34381.0,94.2,3.39,-73.98081189962633,40.73026036463819
,,,,,116.43,98.96,19.79,24504.0,67.1,3.39,-73.98103007747737,40.728807779806864
,,,,,127.26,108.17,21.63,26782.0,73.4,3.39,-73.98114557752348,40.7283560611889
,,,,,173.33,147.33,29.47,36480.0,99.9,3.39,-73.98199180517325,40.72999462857947
,,,,,217.99,185.3,37.06,45879.0,125.7,3.39,-73.98075642604144,40.727799801027196
,,,,,526.59,447.6,89.52,110825.0,303.6,3.39,-73.981412076345,40.72854608642186
,,,,,119.0,101.15,20.23,25045.0,68.6,3.39,-73.98132023944027,40.72946869492699
,,,,,233.28,198.29,39.66,49097.0,134.5,3.39,-73.98004839098033,40.729619081891556
,,,,,209.03,177.67,35.53,43992.0,120.5,3.39,-73.98164365837754,40.7282387168094
,,,,,156.5,133.03,26.61,32937.0,90.2,3.39,-73.98097390142371,40.72788522132274
,,,,,181.83,154.56,30.91,38268.0,104.8,3.39,-73.98059231098588,40.72854976234688
,,,,,110.56,93.98,18.8,23269.0,63.8,3.39,-73.9818616617641,40.72805876914511
,,,,,175.47,149.15,29.83,36930.0,101.2,3.39,-73.98161537241909,40.729826242975314
,,,,,253.06,215.1,43.02,53259.0,145.9,3.39,-73.98036178554321,40.72763389284799
,,,,,184.8,157.08,31.42,38894.0,106.6,3.39,-73.97994775969161,40.729573548181705
,,,,,210.76,179.14,35.83,44356.0,121.5,3.39,-73.98177387141027,40.73071643459567
,,,,,153.87,130.79,26.16,32384.0,88.7,3.39,-73.9806666218575,40.72901408821074
,,,,,115.51,98.18,19.64,24311.0,66.6,3.39,-73.98118520393878,40.72801869164546
,,,,,158.7,134.9,26.98,33401.0,91.5,3.39,-73.98124804238387,40.72764931610449
,,,,,1347.49,1145.36,229.07,283592.0,777.0,3.39,-73.98063290114186,40.73096192412117
,,,,,171.34,145.64,29.13,36061.0,98.8,3.39,-73.98117748855168,40.729730808790755
,,,,,195.09,165.83,33.17,41059.0,112.5,3.39,-73.9803261744138,40.72806347770287
,,,,,58.41,49.65,9.93,12292.0,33.7,3.39,-73.98017444021394,40.728982084001714
,,,,,62.97,53.52,10.7,13252.0,36.3,3.39,-73.98048971111835,40.72911223662378
,,,,,171.29,145.6,29.12,36050.0,98.8,3.39,-73.98120456366044,40.728415244959294
,,,,,106.26,90.32,18.06,22363.0,61.3,3.39,-73.98100322101298,40.729173252675544
,,,,,110.26,93.72,18.74,23205.0,63.6,3.39,-73.9805290223628,40.72892031605408
,,,,,114.73,97.52,19.5,24145.0,66.2,3.39,-73.98060268050997,40.72896016384751
,,,,,179.84,152.86,30.57,37849.0,103.7,3.39,-73.98051465584618,40.72851380666491
,,,,,189.21,160.83,32.17,39821.0,109.1,3.39,-73.97980093697655,40.72906599514872
,,,,,473.29,402.3,80.46,99609.0,272.9,3.39,-73.9795935290274,40.72772601190065
,,,,,84.93,72.19,14.44,17875.0,49.0,3.39,-73.98091207141421,40.72907030150868
,,,,,43.16,36.69,7.34,9084.0,24.9,3.39,-73.97963420275693,40.72788233790212
,,,,,383.84,326.27,65.25,80784.0,221.3,3.39,-73.98150679443133,40.7293386491679
,,,,,1074.32,913.17,182.63,226101.0,619.5,3.39,-73.98180197763587,40.73040525370422
,,,,,179.13,152.26,30.45,37700.0,103.3,3.39,-73.98116754034949,40.72889370415125
,,,,,171.67,145.92,29.18,36130.0,99.0,3.39,-73.98159933986831,40.730673564010715
,,,,,57.37,48.76,9.75,12073.0,33.1,3.39,-73.98028383567289,40.72911253301885
,,,,,163.59,139.05,27.81,34429.0,94.3,3.39,-73.98010679727132,40.729215570281085
,,,,,151.88,129.1,25.82,31965.0,87.6,3.39,-73.98117112145897,40.72761049799777
,,,,,128.66,109.36,21.87,27077.0,74.2,3.39,-73.98104397210136,40.728353129368436
,,,,,130.25,110.72,22.14,27413.0,75.1,3.39,-73.98104604761065,40.72910994297553
,,,,,79.56,67.63,13.53,16745.0,45.9,3.39,-73.98149217728431,40.728153073947226
,,,,,117.24,99.66,19.93,24675.0,67.6,3.39,-73.98076045891763,40.72902710612642
,,,,,118.18,100.45,20.09,24871.0,68.1,3.39,-73.98008724676228,40.72711800844238
,,,,,139.52,118.59,23.72,29364.0,80.4,3.39,-73.98149210403653,40.72774390251471
,,,,,61.95,52.66,10.53,13038.0,35.7,3.39,-73.98114879588506,40.72864084294904
,,,,,2841.26,2415.07,483.01,597971.0,1638.3,3.39,-73.97984765754383,40.729844551380516
,,,,,111.05,94.39,18.88,23372.0,64.0,3.39,-73.98071641492747,40.72738922721304
,,,,,79.97,67.98,13.6,16831.0,46.1,3.39,-73.9805078293417,40.72987126819527
,,,,,143.92,122.33,24.47,30289.0,83.0,3.39,-73.98001090826702,40.727500796810055
,,,,,106.53,90.55,18.11,22421.0,61.4,3.39,-73.98146956608144,40.727961470972375
,,,,,239.17,203.29,40.66,50335.0,137.9,3.39,-73.98084482392615,40.728667048179474
,,,,,164.74,140.03,28.01,34671.0,95.0,3.39,-73.98177826676641,40.72789539037307
,,,,,453.54,385.51,77.1,95453.0,261.5,3.39,-73.98192953631235,40.729602062710015
,,,,,1927.99,1638.79,327.76,405764.0,1111.7,3.39,-73.98197097747094,40.72889111661111
,,,,,403.46,342.94,68.59,84912.0,232.6,3.39,-73.98075794103659,40.7303515748958
,,,,,115.78,98.41,19.68,24366.0,66.8,3.39,-73.98035273414447,40.73005803930123
,,,,,184.76,157.05,31.41,38885.0,106.5,3.39,-73.9807220356221,40.72823086904066
,,,,,118.24,100.5,20.1,24884.0,68.2,3.39,-73.97984506684949,40.7272619296553
,,,,,1002.81,852.39,170.48,211051.0,578.2,3.39,-73.98123382240018,40.73115011624914
,,,,,139.4,118.49,23.7,29338.0,80.4,3.39,-73.98141497834827,40.72770157123296
,,,,,116.55,99.06,19.81,24528.0,67.2,3.39,-73.98136057605096,40.72940391115795
,,,,,2106.51,1790.54,358.11,443337.0,1214.6,3.39,-73.98125808645449,40.730292308032006
,,,,,110.87,94.24,18.85,23334.0,63.9,3.39,-73.98127064885045,40.729527626776935
,,,,,239.56,203.62,40.72,50417.0,138.1,3.39,-73.98095933577925,40.72871641907765
,,,,,107.95,91.76,18.35,22720.0,62.2,3.39,-73.98166176128828,40.727790282604715
,,,,,164.43,139.77,27.95,34606.0,94.8,3.39,-73.98026898407525,40.72927183436398
,,,,,158.18,134.45,26.89,33290.0,91.2,3.39,-73.98105302268051,40.727918201720854
,,,,,737.15,626.58,125.32,155141.0,425.0,3.39,-73.98037004708273,40.729716193553266
,,,,,99.72,84.77,16.95,20988.0,57.5,3.39,-73.98189209873466,40.72788288280518
,,,,,63.14,53.67,10.73,13288.0,36.4,3.39,-73.98017154123043,40.729981546065524
,,,,,156.86,133.33,26.67,33013.0,90.4,3.39,-73.98083534854653,40.72934456822258
,,,,,195.09,165.82,33.16,41058.0,112.5,3.39,-73.9817743102618,40.729887907042496
,,,,,96.34,81.89,16.38,20275.0,55.5,3.39,-73.98225173732904,40.729642351773904
,,,,,110.02,93.52,18.7,23155.0,63.4,3.39,-73.98124653042075,40.72884228504111
,,,,,421.88,358.6,71.72,88789.0,243.3,3.39,-73.97955943916146,40.72939827869515
,,,,,404.7,344.0,68.8,85174.0,233.4,3.39,-73.98041141046568,40.7273097844089
,,,,,245.71,208.86,41.77,51713.0,141.7,3.39,-73.98038251851901,40.72930213478926
,,,,,92.61,78.72,15.74,19491.0,53.4,3.39,-73.97988348796163,40.72720885432543
,,,,,57.53,48.9,9.78,12107.0,33.2,3.39,-73.9806442849381,40.729181358365906
,,,,,192.27,163.43,32.69,40465.0,110.9,3.39,-73.98009556326923,40.72879487020868
,,,,,149.97,127.47,25.49,31562.0,86.5,3.39,-73.98043435538189,40.72992559574286
,,,,,105.76,89.9,17.98,22258.0,61.0,3.39,-73.98110464133688,40.72798494078198
,,,,,58.73,49.92,9.98,12360.0,33.9,3.39,-73.98033146838986,40.72904903081339
,,,,,344.79,293.07,58.61,72565.0,198.8,3.39,-73.9803939644521,40.72846605327913
,,,,,62.6,53.21,10.64,13174.0,36.1,3.39,-73.98021684797817,40.729919364338514
,,,,,124.87,106.14,21.23,26281.0,72.0,3.39,-73.98169856658683,40.72816264109853
,,,,,107.9,91.72,18.34,22709.0,62.2,3.39,-73.98129159414327,40.72877979801607
,,,,,209.89,178.41,35.68,44174.0,121.0,3.39,-73.97999730712868,40.728789040177176
,,,,,215.23,182.94,36.59,45297.0,124.1,3.39,-73.9808693889112,40.7278473328853
,,,,,175.54,149.21,29.84,36943.0,101.2,3.39,-73.98073269902504,40.729464319774
,,,,,125.38,106.58,21.32,26388.0,72.3,3.39,-73.98007606784107,40.72755576136139
,,,,,121.31,103.12,20.62,25532.0,69.9,3.39,-73.98028596514708,40.728824327255396
,,,,,182.93,155.49,31.1,38500.0,105.5,3.39,-73.9798672525896,40.72954103886597
,,,,,176.32,149.87,29.97,37109.0,101.7,3.39,-73.9813170627372,40.727695801350436
,,,,,522.88,444.45,88.89,110046.0,301.5,3.39,-73.98136196447726,40.73057136315077
,,,,,123.56,105.03,21.01,26005.0,71.2,3.39,-73.98088677365809,40.72828752058989
,,,,,199.21,169.33,33.87,41926.0,114.9,3.39,-73.98001494967203,40.72787446436747
,,,,,101.06,85.9,17.18,21269.0,58.3,3.39,-73.98040919074337,40.729999732437996
,,,,,153.37,130.36,26.07,32278.0,88.4,3.39,-73.98092801066579,40.72922218082194
,,,,,87.67,74.52,14.9,18452.0,50.6,3.39,-73.98159235295385,40.72907906979838
,,,,,159.4,135.49,27.1,33546.0,91.9,3.39,-73.98145587340736,40.729754305194575
,,,,,393.02,334.06,66.81,82714.0,226.6,3.39,-73.97977316766737,40.72785160954902
,,,,,180.27,153.23,30.65,37940.0,103.9,3.39,-73.98095637578645,40.73006875894254
,,,,,177.55,150.91,30.18,37366.0,102.4,3.39,-73.98091155563179,40.730130963307026
,,,,,80.5,68.42,13.68,16942.0,46.4,3.39,-73.98162716320765,40.729032152233074
,,,,,171.43,145.72,29.14,36080.0,98.8,3.39,-73.9799345454832,40.72874116725239
,,,,,171.16,145.48,29.1,36022.0,98.7,3.39,-73.9812626728162,40.729604414198306
,,,,,1340.93,1139.79,227.96,282211.0,773.2,3.39,-73.97957193118471,40.73051432119089
,,,,,140.38,119.32,23.86,29543.0,80.9,3.39,-73.98080479187652,40.73017324081914
,,,,,127.61,108.47,21.69,26856.0,73.6,3.39,-73.98133784875095,40.72808264010453
,,,,,38.87,33.04,6.61,8181.0,22.4,3.39,-73.98147619309977,40.72790198508602
,,,,,109.97,93.48,18.7,23145.0,63.4,3.39,-73.97931670972937,40.72843797098769
,,,,,188.12,159.9,31.98,39591.0,108.5,3.39,-73.98080044767755,40.728263669582034
,,,,,161.13,136.96,27.39,33911.0,92.9,3.39,-73.98639589525078,40.73146509044756
,,,,,168.04,142.84,28.57,35367.0,96.9,3.39,-73.98593637876654,40.729639698048125
,,,,,268.6,228.31,45.66,56530.0,154.9,3.39,-73.98467645664775,40.73073467320286
,,,,,152.85,129.92,25.98,32169.0,88.1,3.39,-73.98629127030583,40.72901324106925
,,,,,118.1,100.39,20.08,24856.0,68.1,3.39,-73.98623949304178,40.729370391447056
,,,,,86.22,73.29,14.66,18147.0,49.7,3.39,-73.98446603642186,40.72915742628038
,,,,,162.78,138.36,27.67,34258.0,93.9,3.39,-73.98633859742573,40.73141283817557
,,,,,159.47,135.55,27.11,33562.0,92.0,3.39,-73.98511557079289,40.729635231895166
,,,,,233.99,198.89,39.78,49245.0,134.9,3.39,-73.98467952223898,40.72902425520076
,,,,,200.15,170.13,34.03,42124.0,115.4,3.39,-73.98579726994217,40.72991761726307
,,,,,104.33,88.68,17.74,21957.0,60.2,3.39,-73.98647905882132,40.72903893998234
,,,,,160.16,136.14,27.23,33708.0,92.4,3.39,-73.9857817113184,40.729571395840665
,,,,,188.22,159.99,32.0,39613.0,108.5,3.39,-73.98597801171984,40.730427326917464
,,,,,167.9,142.72,28.54,35337.0,96.8,3.39,-73.98601698079568,40.72967182215328
,,,,,108.47,92.2,18.44,22828.0,62.5,3.39,-73.98469090201164,40.729510016056054
,,,,,122.65,104.26,20.85,25814.0,70.7,3.39,-73.98582932422285,40.73067168022402
,,,,,531.27,451.58,90.32,111810.0,306.3,3.39,-73.98612621695446,40.73010096787893
,,,,,91.44,77.72,15.54,19244.0,52.7,3.39,-73.9855801724765,40.7298233008028
,,,,,75.41,64.1,12.82,15872.0,43.5,3.39,-73.98538592182756,40.730960614847724
,,,,,165.81,140.94,28.19,34897.0,95.6,3.39,-73.98464469376687,40.72943030438019
,,,,,131.5,111.77,22.35,27675.0,75.8,3.39,-73.98433921483257,40.7293974529722
,,,,,185.22,157.44,31.49,38982.0,106.8,3.39,-73.98448169036773,40.73065731335105
,,,,,170.36,144.8,28.96,35853.0,98.2,3.39,-73.98495321260752,40.7295765283067
,,,,,294.85,250.63,50.13,62055.0,170.0,3.39,-73.98536242166884,40.72936861043982
,,,,,144.5,122.82,24.56,30411.0,83.3,3.39,-73.98543896564888,40.729775172692655
,,,,,94.07,79.96,15.99,19798.0,54.2,3.39,-73.98531915627392,40.72978282658577
,,,,,157.12,133.55,26.71,33068.0,90.6,3.39,-73.98554581137414,40.72947049449321
,,,,,785.08,667.31,133.46,165227.0,452.7,3.39,-73.98629590562912,40.729914945352405
,,,,,78.0,66.3,13.26,16415.0,45.0,3.39,-73.98531982542902,40.7309327884823
,,,,,191.51,162.78,32.56,40305.0,110.4,3.39,-73.98450306912574,40.72924539280635
,,,,,134.94,114.7,22.94,28399.0,77.8,3.39,-73.98437874717322,40.729343029347994
,,,,,163.03,138.58,27.72,34311.0,94.0,3.39,-73.98570039177332,40.72954191303682
,,,,,142.58,121.19,24.24,30007.0,82.2,3.39,-73.98569756935154,40.729122807748645
,,,,,60.39,51.33,10.27,12710.0,34.8,3.39,-73.98614368745929,40.7290753243462
,,,,,154.72,131.51,26.3,32562.0,89.2,3.39,-73.98602856807396,40.729234611861415
,,,,,154.96,131.72,26.34,32613.0,89.4,3.39,-73.98562478282606,40.72950386101173
,,,,,1041.1,884.93,176.99,219110.0,600.3,3.39,-73.9851811259911,40.73052027150357
,,,,,3081.08,2618.92,523.78,648445.0,1776.6,3.39,-73.98423117691496,40.72989798626353
,,,,,182.78,155.37,31.07,38469.0,105.4,3.39,-73.98435532872874,40.730970101560494
,,,,,285.1,242.33,48.47,60002.0,164.4,3.39,-73.98396938090238,40.73126755436461
,,,,,147.59,125.45,25.09,31061.0,85.1,3.39,-73.98491273923258,40.729201712656334
