bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,lon,lat
,,,,,117.41,99.8,19.96,24711.0,67.7,3.39,-73.9834710337455,40.720710803943135
,,,,,176.45,149.98,30.0,37135.0,101.7,3.39,-73.98292917654966,40.718995307087255
,,,,,102.15,86.83,17.37,21498.0,58.9,3.39,-73.9833543249849,40.72096854734318
,,,,,21.86,18.58,3.72,4600.0,12.6,3.39,-73.98063695445788,40.72140902567501
,,,,,238.24,202.5,40.5,50139.0,137.4,3.39,-73.9832107444424,40.72026255178203
,,,,,448.76,381.45,76.29,94447.0,258.8,3.39,-73.98303096424267,40.720612517756265
,,,,,304.91,259.17,51.83,64171.0,175.8,3.39,-73.98351139509514,40.721073845598966
,,,,,160.08,136.07,27.21,33690.0,92.3,3.39,-73.98335820308446,40.72007555545554
,,,,,646.97,549.93,109.99,136162.0,373.0,3.39,-73.98326713464407,40.721545369543016
,,,,,123.93,105.34,21.07,26082.0,71.5,3.39,-73.98186429669788,40.721180020106814
,,,,,118.32,100.57,20.11,24902.0,68.2,3.39,-73.98343843142945,40.720773742236965
,,,,,94.75,80.54,16.11,19941.0,54.6,3.39,-73.98303630789738,40.72082304944795
,,,,,145.13,123.36,24.67,30544.0,83.7,3.39,-73.98275725944679,40.72084871357762
,,,,,504.99,429.24,85.85,106279.0,291.2,3.39,-73.98147337848698,40.721027065255626
,,,,,116.2,98.77,19.75,24455.0,67.0,3.39,-73.98334968420203,40.72180049102419
,,,,,113.32,96.32,19.26,23849.0,65.3,3.39,-73.98338673755826,40.72175094318546
,,,,,347.78,295.61,59.12,73194.0,200.5,3.39,-73.98252730054465,40.72186155079331
,,,,,212.05,180.25,36.05,44629.0,122.3,3.39,-73.98092803157758,40.7216843494364
,,,,,104.7,89.0,17.8,22036.0,60.4,3.39,-73.98335142970085,40.72089930291255
,,,,,615.89,523.51,104.7,129621.0,355.1,3.39,-73.98242927698686,40.719136633561675
,,,,,187.18,159.11,31.82,39395.0,107.9,3.39,-73.98249780465093,40.718933986301806
,,,,,697.29,592.69,118.54,146751.0,402.1,3.39,-73.98169829367973,40.72155571379705
,,,,,89.9,76.42,15.28,18921.0,51.8,3.39,-73.98073929797815,40.72119832351478
,,,,,146.91,124.87,24.97,30918.0,84.7,3.39,-73.98289600889973,40.721599749784396
,,,,,222.75,189.34,37.87,46879.0,128.4,3.39,-73.98284189407701,40.72022359910659
,,,,,227.37,193.27,38.65,47853.0,131.1,3.39,-73.98370500879429,40.72017291685464
,,,,,415.79,353.42,70.68,87506.0,239.7,3.39,-73.98306086320041,40.71959713460244
,,,,,389.6,331.16,66.23,81996.0,224.6,3.39,-73.98027688188773,40.72170644942261
,,,,,199.08,169.22,33.84,41898.0,114.8,3.39,-73.98401203579648,40.72030393455731
,,,,,327.09,278.03,55.61,68840.0,188.6,3.39,-73.98386131041394,40.72092777009211
,,,,,105.28,89.49,17.9,22157.0,60.7,3.39,-73.98367076501518,40.721154887401255
,,,,,275.09,233.83,46.77,57896.0,158.6,3.39,-73.98373378004595,40.721989886806604
,,,,,107.55,91.42,18.28,22635.0,62.0,3.39,-73.98389700440646,40.72174110765909
,,,,,181.7,154.44,30.89,38240.0,104.8,3.39,-73.98300066338554,40.72093426353959
,,,,,461.84,392.56,78.51,97198.0,266.3,3.39,-73.98370046981113,40.720445863113945
,,,,,123.93,105.34,21.07,26082.0,71.5,3.39,-73.98194334612273,40.72121343383973
,,,,,123.84,105.27,21.05,26064.0,71.4,3.39,-73.98170386440198,40.7211143140162
,,,,,136.49,116.01,23.2,28725.0,78.7,3.39,-73.98304915396379,40.72165201371679
,,,,,63.5,53.98,10.8,13365.0,36.6,3.39,-73.98267556536436,40.719138245420524
,,,,,123.67,105.12,21.02,26028.0,71.3,3.39,-73.98265095339285,40.72151230950282
,,,,,625.42,531.61,106.32,131626.0,360.6,3.39,-73.98331050244576,40.719687752171524
,,,,,215.35,183.05,36.61,45322.0,124.2,3.39,-73.98410364127092,40.72123879752164
,,,,,173.49,147.46,29.49,36512.0,100.0,3.39,-73.98284048364044,40.72088642336768
,,,,,135.15,114.88,22.98,28444.0,77.9,3.39,-73.98415102794091,40.72047047102618
,,,,,278.84,237.01,47.4,58684.0,160.8,3.39,-73.98298567656751,40.718912578881756
,,,,,153.92,130.83,26.17,32394.0,88.7,3.39,-73.98092695315756,40.72159989821933
,,,,,196.52,167.04,33.41,41359.0,113.3,3.39,-73.98275761247339,40.7215057628686
,,,,,80.63,68.54,13.71,16970.0,46.5,3.39,-73.98371872336202,40.72119753746673
,,,,,347.06,295.0,59.0,73043.0,200.1,3.39,-73.98027745494026,40.72130542319133
,,,,,143.59,122.05,24.41,30220.0,82.8,3.39,-73.98210817297097,40.7212733814798
,,,,,159.68,135.73,27.15,33607.0,92.1,3.39,-73.9828172463695,40.72156565348294
,,,,,2475.64,2104.3,420.86,521024.0,1427.5,3.39,-73.98227597593608,40.72016953918104
,,,,,119.59,101.65,20.33,25169.0,69.0,3.39,-73.98110848015773,40.72126387724488
,,,,,88.26,75.02,15.0,18574.0,50.9,3.39,-73.98070435765229,40.72124618427705
,,,,,129.97,110.48,22.1,27354.0,74.9,3.39,-73.98273607451596,40.72026388053881
,,,,,163.14,138.67,27.73,34334.0,94.1,3.39,-73.98226864573144,40.72174032510365
,,,,,178.51,151.73,30.35,37569.0,102.9,3.39,-73.98368651529665,40.72031875672345
,,,,,560.23,476.19,95.24,117906.0,323.0,3.39,-73.9825941242487,40.72080501450892
,,,,,153.75,130.69,26.14,32358.0,88.7,3.39,-73.98102045981477,40.721471933299355
,,,,,924.68,785.98,157.2,194609.0,533.2,3.39,-73.98455852141271,40.719522416024645
,,,,,109.22,92.84,18.57,22986.0,63.0,3.39,-73.9852973352833,40.71930468739949
,,,,,319.38,271.47,54.29,67216.0,184.2,3.39,-73.9846468745853,40.720475497202216
,,,,,167.2,142.12,28.42,35188.0,96.4,3.39,-73.9843761418976,40.7209122103409
,,,,,178.75,151.94,30.39,37619.0,103.1,3.39,-73.98555687375546,40.72141383254219
,,,,,455.84,387.46,77.49,95936.0,262.8,3.39,-73.98450387873498,40.72076596164029
,,,,,178.44,151.67,30.33,37554.0,102.9,3.39,-73.984799010018,40.72103811024868
,,,,,244.86,208.13,41.63,51533.0,141.2,3.39,-73.98470573858808,40.71878987537125
,,,,,93.59,79.55,15.91,19697.0,54.0,3.39,-73.98544411814586,40.71976884744843
,,,,,223.28,189.79,37.96,46992.0,128.7,3.39,-73.98528816872665,40.7189412088844
,,,,,177.76,151.1,30.22,37412.0,102.5,3.39,-73.98452623494826,40.72043000333585
,,,,,92.52,78.64,15.73,19471.0,53.3,3.39,-73.9854185913323,40.71981772149734
,,,,,214.61,182.42,36.48,45167.0,123.7,3.39,-73.98474104901047,40.7210962233462
,,,,,439.7,373.74,74.75,92539.0,253.5,3.39,-73.98483648129728,40.72086478436281
,,,,,1297.64,1103.0,220.6,273102.0,748.2,3.39,-73.98627863168251,40.71910500190857
,,,,,148.01,125.81,25.16,31150.0,85.3,3.39,-73.98562420117504,40.72135995914441
,,,,,135.83,115.46,23.09,28587.0,78.3,3.39,-73.98451907125688,40.72058686417503
,,,,,153.53,130.5,26.1,32312.0,88.5,3.39,-73.98501768431571,40.720241014148584
,,,,,185.05,157.29,31.46,38945.0,106.7,3.39,-73.98478059820204,40.7201301351349
,,,,,4496.14,3821.72,764.34,946258.0,2592.5,3.39,-73.98597147761349,40.720190490254296
,,,,,231.12,196.45,39.29,48641.0,133.3,3.39,-73.98484613817224,40.719163253212656
,,,,,90.5,76.93,15.39,19047.0,52.2,3.39,-73.98546936803747,40.71972050285258
,,,,,222.88,189.45,37.89,46908.0,128.5,3.39,-73.9854627749245,40.7189950843532
,,,,,99.25,84.36,16.87,20887.0,57.2,3.39,-73.98536448616586,40.72076903825308
,,,,,84.9,72.17,14.43,17869.0,49.0,3.39,-73.98579975133033,40.71916881947226
,,,,,216.03,183.62,36.72,45465.0,124.6,3.39,-73.98540642971639,40.72084893551055
,,,,,147.02,124.97,24.99,30942.0,84.8,3.39,-73.98501795993162,40.719624430105824
,,,,,148.99,126.64,25.33,31357.0,85.9,3.39,-73.98510162571935,40.720265722566964
,,,,,176.34,149.89,29.98,37113.0,101.7,3.39,-73.9850885980641,40.7195737265531
,,,,,127.18,108.1,21.62,26766.0,73.3,3.39,-73.98417119211936,40.719994643519264
,,,,,77.95,66.26,13.25,16406.0,44.9,3.39,-73.98573699786272,40.71914978874488
,,,,,95.48,81.16,16.23,20095.0,55.1,3.39,-73.98560184221644,40.72072123198967
,,,,,125.45,106.63,21.33,26402.0,72.3,3.39,-73.98581094073312,40.721046801890225
,,,,,186.54,158.56,31.71,39260.0,107.6,3.39,-73.98435584042777,40.71907063541494
,,,,,1027.0,872.95,174.59,216142.0,592.2,3.39,-73.98457806294601,40.72118500702124
,,,,,103.4,87.89,17.58,21762.0,59.6,3.39,-73.98537720542579,40.7206524317986
,,,,,141.27,120.08,24.02,29733.0,81.5,3.39,-73.9849481923476,40.720788741016925
,,,,,179.96,152.96,30.59,37874.0,103.8,3.39,-73.98494217856289,40.72151404455638
,,,,,181.57,154.34,30.87,38214.0,104.7,3.39,-73.98602974643732,40.71860142325939
,,,,,136.36,115.9,23.18,28698.0,78.6,3.39,-73.98514517343722,40.71855850059323
,,,,,148.59,126.3,25.26,31271.0,85.7,3.39,-73.98498595428286,40.71968813077324
,,,,,173.51,147.48,29.5,36516.0,100.0,3.39,-73.98523788782822,40.72116983555816
,,,,,196.76,167.25,33.45,41411.0,113.5,3.39,-73.98529668131465,40.721592867659425
,,,,,169.95,144.46,28.89,35768.0,98.0,3.39,-73.98443368299306,40.72137074080151
,,,,,130.59,111.0,22.2,27484.0,75.3,3.39,-73.98504051100085,40.72056960791201
,,,,,124.08,105.47,21.09,26115.0,71.5,3.39,-73.98520284651569,40.72025589363339
,,,,,181.62,154.38,30.88,38225.0,104.7,3.39,-73.98452364305177,40.71912066688064
,,,,,165.46,140.64,28.13,34822.0,95.4,3.39,-73.98536242548778,40.71899987157756
,,,,,127.25,108.16,21.63,26781.0,73.4,3.39,-73.98433666121372,40.721373315062955
,,,,,260.23,221.19,44.24,54767.0,150.0,3.39,-73.98510230570602,40.71865536871612
,,,,,232.95,198.01,39.6,49027.0,134.3,3.39,-73.98550242845977,40.72170442529545
,,,,,250.04,212.53,42.51,52623.0,144.2,3.39,-73.98589393353696,40.72080295677193
,,,,,215.95,183.56,36.71,45449.0,124.5,3.39,-73.98517900244728,40.71925788453582
,,,,,185.01,157.26,31.45,38937.0,106.7,3.39,-73.98444009997104,40.71909573772318
,,,,,191.79,163.02,32.6,40363.0,110.6,3.39,-73.98561472552699,40.72128343739969
,,,,,156.35,132.9,26.58,32905.0,90.2,3.39,-73.98493170143476,40.72021570475638
,,,,,102.26,86.92,17.38,21522.0,59.0,3.39,-73.98533609147174,40.721668073331834
,,,,,209.71,178.25,35.65,44136.0,120.9,3.39,-73.98563993379004,40.719036244003604
,,,,,130.12,110.6,22.12,27385.0,75.0,3.39,-73.98587693415841,40.7190000806932
,,,,,71.67,60.92,12.18,15083.0,41.3,3.39,-73.98574220060922,40.72076262122376
,,,,,84.56,71.88,14.38,17797.0,48.8,3.39,-73.98509297337357,40.721272859396805
,,,,,223.28,189.79,37.96,46992.0,128.7,3.39,-73.98420676375743,40.720381921488745
,,,,,182.14,154.82,30.96,38333.0,105.0,3.39,-73.98646397310837,40.71930907114938
,,,,,120.82,102.7,20.54,25428.0,69.7,3.39,-73.98436799291156,40.72083524282209
,,,,,151.52,128.79,25.76,31889.0,87.4,3.39,-73.98495368660218,40.72055113450354
,,,,,178.72,151.92,30.38,37614.0,103.1,3.39,-73.9848892515988,40.71995852054033
,,,,,129.22,109.84,21.97,27196.0,74.5,3.39,-73.98493161843369,40.718896994830935
,,,,,228.61,194.32,38.86,48114.0,131.8,3.39,-73.98447581753085,40.71968342947112
,,,,,183.27,155.78,31.16,38570.0,105.7,3.39,-73.98495206192028,40.719829548999336
,,,,,958.99,815.14,163.03,201829.0,553.0,3.39,-73.98555721485307,40.719454647541774
,,,,,172.15,146.33,29.27,36231.0,99.3,3.39,-73.98436818261344,40.72098298558048
,,,,,207.76,176.6,35.32,43726.0,119.8,3.39,-73.98482777925348,40.71884651619838
,,,,,63.7,54.15,10.83,13407.0,36.7,3.39,-73.98561064617097,40.720985724766585
,,,,,318.43,270.67,54.13,67018.0,183.6,3.39,-73.98535448007898,40.720944698312344
,,,,,125.14,106.37,21.27,26337.0,72.2,3.39,-73.98502031543609,40.72072489807302
,,,,,98.07,83.36,16.67,20640.0,56.5,3.39,-73.98552647090187,40.72069813846063
,,,,,93.31,79.31,15.86,19638.0,53.8,3.39,-73.98539310271525,40.719866521101586
,,,,,102.22,86.89,17.38,21514.0,58.9,3.39,-73.98567567334455,40.72074913532639
,,,,,91.68,77.93,15.59,19295.0,52.9,3.39,-73.98531700610606,40.720012214068106
,,,,,154.28,131.14,26.23,32469.0,89.0,3.39,-73.98426277726578,40.72109543567
,,,,,91.32,77.62,15.52,19219.0,52.7,3.39,-73.98539558123055,40.721691861445244
,,,,,202.82,172.4,34.48,42686.0,116.9,3.39,-73.98453125934981,40.720665250245425
,,,,,181.34,154.14,30.83,38165.0,104.6,3.39,-73.98452152579696,40.721437699321584
,,,,,150.45,127.88,25.58,31664.0,86.8,3.39,-73.98478435153686,40.720499327105905
,,,,,130.58,110.99,22.2,27481.0,75.3,3.39,-73.98584515088606,40.71906278401772
,,,,,613.63,521.59,104.32,129145.0,353.8,3.39,-73.98566722822957,40.72115085276417
,,,,,165.02,140.27,28.05,34731.0,95.2,3.39,-73.98545493072282,40.718798486674736
,,,,,123.63,105.08,21.02,26019.0,71.3,3.39,-73.98433898934577,40.720042257031835
,,,,,182.69,155.29,31.06,38450.0,105.3,3.39,-73.9846576040095,40.721469926988334
,,,,,178.86,152.03,30.41,37643.0,103.1,3.39,-73.98511905375105,40.71950822431563
,,,,,128.61,109.32,21.86,27068.0,74.2,3.39,-73.98584382230807,40.72098232671741
,,,,,124.49,105.82,21.16,26201.0,71.8,3.39,-73.98487611338498,40.72051138247998
,,,,,101.77,86.51,17.3,21419.0,58.7,3.39,-73.98478174906704,40.71927561929614
,,,,,172.91,146.97,29.39,36391.0,99.7,3.39,-73.98460780970429,40.719145339080015
,,,,,81.13,68.96,13.79,17075.0,46.8,3.39,-73.98586405783837,40.71918085943741
,,,,,182.93,155.49,31.1,38498.0,105.5,3.39,-73.98446575328377,40.71975408478185
,,,,,207.15,176.08,35.22,43597.0,119.4,3.39,-73.98470204144728,40.72009081920515
,,,,,178.81,151.99,30.4,37633.0,103.1,3.39,-73.98552385961698,40.72147861619818
,,,,,138.32,117.58,23.52,29112.0,79.8,3.39,-73.98511744126237,40.71936611992348
,,,,,97.64,82.99,16.6,20549.0,56.3,3.39,-73.98552051489492,40.719622577628776
,,,,,146.12,124.2,24.84,30752.0,84.3,3.39,-73.98424663024446,40.720281963390214
,,,,,183.01,155.56,31.11,38516.0,105.5,3.39,-73.98443267254946,40.719818203219724
,,,,,1009.83,858.36,171.67,212529.0,582.3,3.39,-73.98513069382149,40.721496365998384
,,,,,152.46,129.59,25.92,32087.0,87.9,3.39,-73.9851156362779,40.720605988758095
,,,,,337.07,286.51,57.3,70941.0,194.4,3.39,-73.98421771492691,40.72131224021348
,,,,,82.16,69.84,13.97,17292.0,47.4,3.39,-73.98507992730585,40.719429142198976
,,,,,128.16,108.94,21.79,26973.0,73.9,3.39,-73.98552652787731,40.72155299479234
,,,,,120.59,102.5,20.5,25379.0,69.5,3.39,-73.98471319718384,40.71912361823962
,,,,,95.22,80.94,16.19,20041.0,54.9,3.39,-73.98567721464373,40.71912419683784
,,,,,135.01,114.75,22.95,28413.0,77.8,3.39,-73.98586470243339,40.72091334376106
,,,,,117.57,99.94,19.99,24744.0,67.8,3.39,-73.9852853337988,40.72028017374324
,,,,,129.3,109.9,21.98,27212.0,74.6,3.39,-73.984254235377,40.72001969019717
,,,,,93.31,79.31,15.86,19638.0,53.8,3.39,-73.98534238019252,40.719963634651435
,,,,,92.38,78.52,15.7,19442.0,53.3,3.39,-73.98549445200052,40.71967247762362
,,,,,466.18,396.25,79.25,98112.0,268.8,3.39,-73.9853096234889,40.72107850786368
,,,,,179.77,152.81,30.56,37835.0,103.7,3.39,-73.9849194367628,40.71989444126592
,,,,,90.73,77.12,15.42,19095.0,52.3,3.39,-73.98545294990952,40.72067561172513
,,,,,183.19,155.71,31.14,38554.0,105.6,3.39,-73.98498338328537,40.719764029891415
,,,,,91.59,77.85,15.57,19276.0,52.8,3.39,-73.98536774157789,40.71991507788428
,,,,,24.93,21.19,4.24,5248.0,14.4,3.39,-73.9847410543104,40.72072838794573
,,,,,175.12,148.85,29.77,36855.0,101.0,3.39,-73.98520513428022,40.72123386171277
,,,,,137.18,116.6,23.32,28870.0,79.1,3.39,-73.98552357580633,40.719076671913726
,,,,,228.94,194.6,38.92,48182.0,132.0,3.39,-73.98486768590182,40.720148899128176
,,,,,89.29,75.89,15.18,18791.0,51.5,3.39,-73.98529218485633,40.720059736915054
,,,,,45.84,38.96,7.79,9647.0,26.4,3.39,-73.98433713215721,40.71985793106993
,,,,,292.75,248.84,49.77,61612.0,168.8,3.39,-73.98470368549681,40.71934959338152
,,,,,248.56,211.28,42.26,52312.0,143.3,3.39,-73.9792609843992,40.72677874398509
,,,,,168.16,142.94,28.59,35391.0,97.0,3.39,-73.97992488199773,40.72708603774923
,,,,,178.44,151.67,30.33,37555.0,102.9,3.39,-73.97841518019813,40.72602773546742
,,,,,199.52,169.6,33.92,41992.0,115.0,3.39,-73.97827250042086,40.72565694002766
,,,,,172.88,146.95,29.39,36384.0,99.7,3.39,-73.97987435752903,40.725873618378195
,,,,,184.03,156.43,31.29,38731.0,106.1,3.39,-73.97870165625817,40.72582208069962
,,,,,278.42,236.66,47.33,58597.0,160.5,3.39,-73.98002833306045,40.72559908697135
,,,,,180.72,153.61,30.72,38034.0,104.2,3.39,-73.97849398491212,40.72606107066323
,,,,,160.29,136.25,27.25,33735.0,92.4,3.39,-73.979556500485,40.72576425602719
,,,,,163.45,138.93,27.79,34400.0,94.2,3.39,-73.97868767929039,40.72692704619094
,,,,,156.95,133.41,26.68,33031.0,90.5,3.39,-73.97861004484724,40.72689446285496
,,,,,150.81,128.19,25.64,31740.0,87.0,3.39,-73.97837617002398,40.725654820826094
,,,,,155.68,132.33,26.47,32764.0,89.8,3.39,-73.97963502202221,40.72579780520933
,,,,,176.26,149.82,29.96,37095.0,101.6,3.39,-73.97837477823971,40.72679195497132
,,,,,112.42,95.55,19.11,23659.0,64.8,3.39,-73.97849667186664,40.72646894043029
,,,,,181.05,153.89,30.78,38103.0,104.4,3.39,-73.97953241562591,40.726991951942814
,,,,,237.91,202.22,40.44,50070.0,137.2,3.39,-73.97927880809186,40.726046242637665
,,,,,150.11,127.6,25.52,31593.0,86.6,3.39,-73.97993200445606,40.72746872813069
,,,,,93.04,79.09,15.82,19582.0,53.6,3.39,-73.98001677277526,40.7270884830134
,,,,,115.78,98.42,19.68,24368.0,66.8,3.39,-73.97854590247934,40.72570743236104
,,,,,153.25,130.26,26.05,32252.0,88.4,3.39,-73.98023459044981,40.72720347246179
,,,,,159.96,135.97,27.19,33666.0,92.2,3.39,-73.97919203932265,40.727490672022995
,,,,,185.33,157.53,31.51,39005.0,106.9,3.39,-73.97918025330183,40.725577533218065
,,,,,756.29,642.85,128.57,159170.0,436.1,3.39,-73.97888029786925,40.726232872917755
,,,,,206.06,175.15,35.03,43366.0,118.8,3.39,-73.97917494232803,40.7271087285628
,,,,,133.54,113.51,22.7,28105.0,77.0,3.39,-73.97945259455912,40.72710565361527
,,,,,166.17,141.24,28.25,34971.0,95.8,3.39,-73.98002643663669,40.72594250615891
,,,,,184.37,156.71,31.34,38802.0,106.3,3.39,-73.97941289985751,40.727157866376615
,,,,,90.06,76.55,15.31,18953.0,51.9,3.39,-73.97881438183124,40.72703835371708
,,,,,145.93,124.04,24.81,30713.0,84.1,3.39,-73.9787740814533,40.7273743331421
,,,,,128.4,109.14,21.83,27022.0,74.0,3.39,-73.97965401684468,40.726593653770145
,,,,,161.83,137.55,27.51,34059.0,93.3,3.39,-73.97982477580028,40.727333194161716
,,,,,152.9,129.97,25.99,32180.0,88.2,3.39,-73.98015088014297,40.72717240220744
,,,,,113.76,96.7,19.34,23942.0,65.6,3.39,-73.97992893431639,40.72594029905388
,,,,,183.96,156.37,31.27,38717.0,106.1,3.39,-73.97979918693086,40.725828566115055
,,,,,156.01,132.61,26.52,32834.0,90.0,3.39,-73.97939683242261,40.72569603459898
,,,,,515.42,438.11,87.62,108475.0,297.2,3.39,-73.97904113159544,40.72673056239885
,,,,,155.72,132.36,26.47,32772.0,89.8,3.39,-73.97907207761511,40.72710856611161
,,,,,124.64,105.95,21.19,26232.0,71.9,3.39,-73.97952339468188,40.727070937186475
,,,,,201.04,170.88,34.18,42311.0,115.9,3.39,-73.97892300113367,40.72700991628329
,,,,,136.76,116.24,23.25,28782.0,78.9,3.39,-73.97830640102268,40.72716930098489
,,,,,2144.58,1822.89,364.58,451348.0,1236.6,3.39,-73.97947668180902,40.726342675683
,,,,,128.15,108.93,21.79,26970.0,73.9,3.39,-73.9791061650332,40.726353041099806
,,,,,125.58,106.75,21.35,26430.0,72.4,3.39,-73.9798735139712,40.7265819073335
,,,,,176.87,150.34,30.07,37225.0,102.0,3.39,-73.97866668177498,40.72737685296417
,,,,,272.97,232.02,46.4,57449.0,157.4,3.39,-73.97857408325406,40.72652936045923
,,,,,117.47,99.85,19.97,24723.0,67.7,3.39,-73.97805774753371,40.72560700664105
,,,,,137.34,116.74,23.35,28905.0,79.2,3.39,-73.97898730550921,40.72708046965286
,,,,,188.15,159.93,31.99,39599.0,108.5,3.39,-73.97909245199372,40.72554299181436
,,,,,153.37,130.36,26.07,32278.0,88.4,3.39,-73.97840691509612,40.72646160925557
,,,,,163.1,138.64,27.73,34327.0,94.0,3.39,-73.9794761341024,40.725729917902264
,,,,,153.4,130.39,26.08,32285.0,88.5,3.39,-73.97862272821774,40.72575371244731
,,,,,118.55,100.77,20.15,24950.0,68.4,3.39,-73.97861007178732,40.727324308484015
,,,,,657.68,559.03,111.81,138415.0,379.2,3.39,-73.97821694704302,40.72593880105613
,,,,,224.16,190.54,38.11,47177.0,129.3,3.39,-73.97930880092953,40.727274748357004
,,,,,620.68,527.58,105.52,130629.0,357.9,3.39,-73.97903178050696,40.72595616673922
,,,,,116.25,98.82,19.76,24467.0,67.0,3.39,-73.97991351384388,40.72652723663833
,,,,,199.4,169.49,33.9,41966.0,115.0,3.39,-73.97878563295833,40.72695358462727
,,,,,176.16,149.74,29.95,37075.0,101.6,3.39,-73.97973228551318,40.72579105694399
,,,,,353.41,300.4,60.08,74378.0,203.8,3.39,-73.97884118966917,40.726649408290946
,,,,,131.53,111.8,22.36,27681.0,75.8,3.39,-73.97846088805784,40.72568258595779
,,,,,157.53,133.9,26.78,33154.0,90.8,3.39,-73.97991004409472,40.72555240822181
,,,,,360.96,306.82,61.36,75968.0,208.1,3.39,-73.97958810273295,40.7269062148033
,,,,,170.79,145.17,29.03,35945.0,98.5,3.39,-73.97974257034105,40.727454583382794
,,,,,291.85,248.07,49.61,61423.0,168.3,3.39,-73.98018011081984,40.725663727775604
,,,,,269.79,229.32,45.86,56779.0,155.6,3.39,-73.97980967551696,40.72667032389258
,,,,,186.46,158.49,31.7,39242.0,107.5,3.39,-73.97926564856577,40.72561631689528
,,,,,116.93,99.39,19.88,24608.0,67.4,3.39,-73.97827795552934,40.72635786068765
,,,,,77.92,66.23,13.25,16399.0,44.9,3.39,-73.97930428695078,40.72569692625452
,,,,,320.36,272.31,54.46,67423.0,184.7,3.39,-73.97808135144841,40.72709055660983
,,,,,145.98,124.09,24.82,30723.0,84.2,3.39,-73.97978148379352,40.727392997140946
,,,,,194.61,165.41,33.08,40957.0,112.2,3.39,-73.97936913972018,40.72721811901672
,,,,,119.93,101.94,20.39,25241.0,69.2,3.39,-73.97844915541907,40.7272568573535
,,,,,298.05,253.34,50.67,62727.0,171.9,3.39,-73.97812848228553,40.72551486740866
,,,,,129.19,109.81,21.96,27188.0,74.5,3.39,-73.97995411050414,40.72647175196176
,,,,,145.88,124.0,24.8,30703.0,84.1,3.39,-73.97983876744938,40.72551515455495
,,,,,113.47,96.45,19.29,23881.0,65.4,3.39,-73.97839506677514,40.72718947424918
,,,,,496.88,422.35,84.47,104573.0,286.5,3.39,-73.97806256642889,40.726297470744875
,,,,,160.02,136.02,27.2,33678.0,92.3,3.39,-73.9779491803435,40.72577073722005
,,,,,252.37,214.52,42.9,53115.0,145.5,3.39,-73.97870506829256,40.72658277813529
,,,,,290.0,246.5,49.3,61034.0,167.2,3.39,-73.97861260662552,40.72611173788855
,,,,,167.87,142.69,28.54,35330.0,96.8,3.39,-73.97936296279161,40.72684849963626
,,,,,128.45,109.18,21.84,27033.0,74.1,3.39,-73.9783481902577,40.72640477210852
,,,,,158.09,134.37,26.87,33271.0,91.2,3.39,-73.97853446800242,40.726858156734295
,,,,,652.16,554.34,110.87,137255.0,376.0,3.39,-73.97799352069345,40.72660949559094
,,,,,214.42,182.26,36.45,45127.0,123.6,3.39,-73.97882935818103,40.725838878255864
,,,,,551.11,468.45,93.69,115987.0,317.8,3.39,-73.97998594506772,40.72633492648962
,,,,,54.42,46.26,9.25,11454.0,31.4,3.39,-73.9784514522355,40.72583680936948
,,,,,174.16,148.04,29.61,36653.0,100.4,3.39,-73.97829655894071,40.72675830711919
,,,,,128.41,109.14,21.83,27024.0,74.0,3.39,-73.978529838023,40.72729067706467
,,,,,57.4,48.79,9.76,12080.0,33.1,3.39,-73.97817982444158,40.726491952037215
,,,,,219.68,186.73,37.35,46234.0,126.7,3.39,-73.98012391492837,40.72602637005502
,,,,,165.0,140.25,28.05,34725.0,95.1,3.39,-73.97803255207577,40.72566441817521
,,,,,292.78,248.87,49.77,61619.0,168.8,3.39,-73.97817929367636,40.72670800913573
,,,,,1945.41,1653.6,330.72,409431.0,1121.7,3.39,-73.97674457241195,40.730857239775965
,,,,,168.41,143.15,28.63,35443.0,97.1,3.39,-73.97891874634321,40.72914632654145
,,,,,126.47,107.5,21.5,26618.0,72.9,3.39,-73.97875860856949,40.72950426946585
,,,,,196.53,167.05,33.41,41361.0,113.3,3.39,-73.97680735199913,40.7286229545476
,,,,,309.67,263.22,52.64,65173.0,178.6,3.39,-73.97882311568256,40.7287035452529
,,,,,185.33,157.53,31.51,39004.0,106.9,3.39,-73.9790046515295,40.72874061087993
,,,,,329.88,280.4,56.08,69427.0,190.2,3.39,-73.97937929472036,40.72970995911462
,,,,,1468.11,1247.89,249.58,308978.0,846.5,3.39,-73.97763172866499,40.730849764410436
,,,,,1117.14,949.57,189.91,235113.0,644.1,3.39,-73.97911218578501,40.72958579068799
,,,,,340.35,289.3,57.86,71630.0,196.2,3.39,-73.97868315565754,40.72814351375239
,,,,,736.0,625.6,125.12,154899.0,424.4,3.39,-73.97447888171487,40.730883915431136
,,,,,1476.36,1254.91,250.98,310715.0,851.3,3.39,-73.97896421877745,40.73141409364137
,,,,,153.71,130.65,26.13,32350.0,88.6,3.39,-73.97856821656572,40.7291201335254
,,,,,109.13,92.76,18.55,22968.0,62.9,3.39,-73.97866341122281,40.728929692876775
,,,,,110.25,93.71,18.74,23204.0,63.6,3.39,-73.97942788935727,40.72848448782993
,,,,,1025.27,871.48,174.3,215779.0,591.2,3.39,-73.97780706343649,40.72819183199845
