name,base_bbl,shape_area,construction_year,ground_elevation,mappluto_bbl,objectid,feature_code,shape_length,height_roof,last_status_type,bin,last_edited_date,geom_source,doitt_id,roof_area_m2_actual,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,bbl,address,bldgclass,numfloors,yearbuilt,zoning_dist,commercial_overlay,special_purpose,limited_height,in_mih,has_edesignation,fema_firm_zone,in_historic_district
,1003500036,227.57421875,1920,27,1003500036,209738,2100,66.337125216928015,59.14,Constructed,1004256,2017-08-22 18:21:20+00:00,Photogrammetric,768564,130.59,111.0,22.2,27484.0,75.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490001,216.234375,1930,27,1003497501,53569,2100,62.983457734965896,51,Constructed,1086123,2017-08-22 18:02:44+00:00,Other (Manual),954088,124.08,105.47,21.09,26115.0,71.5,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440170,316.49609375,1920,22,1003440170,117352,2100,93.752257499851567,59.29,Constructed,1004122,2017-08-22 19:41:19+00:00,Photogrammetric,159254,181.62,154.38,30.88,38225.0,104.7,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003480020,288.3203125,1920,25,1003480020,800482,2100,83.440114684041475,59.67,Constructed,1004176,2017-08-22 17:43:52+00:00,Photogrammetric,661706,165.46,140.64,28.13,34822.0,95.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500017,221.765625,1920,21,1003500017,952083,2100,64.071796605930174,60.52,Constructed,1004244,2017-08-22 19:25:42+00:00,Photogrammetric,133779,127.25,108.16,21.63,26781.0,73.4,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003480046,453.45703125,1910,26,1003480046,1057505,2100,85.322750490491117,55,Constructed,1004199,2018-08-29 20:29:57+00:00,Other (Manual),1062511,260.23,221.19,44.24,54767.0,150.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550049,405.96875,1900,25,1003550049,185326,2100,90.980530685118751,54.43,Constructed,1004333,2017-08-22 18:21:05+00:00,Photogrammetric,590331,232.95,198.01,39.6,49027.0,134.3,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003550077,435.73828125,2003,28,1003550077,644916,2100,87.477194602083785,41.35,Constructed,1084622,2017-08-22 19:29:29+00:00,Photogrammetric,934031,250.04,212.53,42.51,52623.0,144.2,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490030,376.3203125,1925,26,1003490030,246948,2100,77.737949577763416,73.94,Constructed,1004233,2017-08-22 18:37:49+00:00,Photogrammetric,270713,215.95,183.56,36.71,45449.0,124.5,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003440169,322.3984375,1920,22,1003440169,373577,2100,93.817517830453,59.04,Constructed,1004121,2017-08-22 18:17:39+00:00,Photogrammetric,190072,185.01,157.26,31.45,38937.0,106.7,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003550044,334.23046875,1900,28,1003550044,266515,2100,91.172519494011254,65.66,Constructed,1004330,2017-08-22 19:38:20+00:00,Photogrammetric,448280,191.79,163.02,32.6,40363.0,110.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490016,272.46484375,1900,25,1003490016,994571,2100,73.3150078343044,52.44,Constructed,1004219,2017-08-22 19:24:26+00:00,Photogrammetric,510412,156.35,132.9,26.58,32905.0,90.2,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003550052,178.21484375,1900,26,1003550052,8831,2100,62.191929268659543,40.23,Constructed,1004335,2017-08-22 19:16:11+00:00,Photogrammetric,837090,102.26,86.92,17.38,21522.0,59.0,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003480017,365.44140625,1910,26,1003480017,689644,2100,111.21419471953639,51.63,Constructed,1004174,2017-08-22 19:28:47+00:00,Photogrammetric,494950,209.71,178.25,35.65,44136.0,120.9,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003480011,226.74609375,1910,27,1003480011,868331,2100,66.533154956646527,68.69,Constructed,1004168,2017-08-22 19:04:47+00:00,Photogrammetric,239214,130.12,110.6,22.12,27385.0,75.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550075,124.89453125,1900,28,1003550075,504258,2100,58.969014074044047,43.33,Constructed,1004348,2017-08-22 17:32:46+00:00,Photogrammetric,450219,71.67,60.92,12.18,15083.0,41.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550061,147.3671875,1900,26,1003550061,575987,2100,50.086185379840614,38.51,Constructed,1004338,2017-08-22 18:11:48+00:00,Photogrammetric,775781,84.56,71.88,14.38,17797.0,48.8,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003500039,389.1015625,1900,24,1003500039,54736,2100,79.043080258324082,53,Constructed,1004260,2019-02-28 21:24:02+00:00,Other (Manual),339216,223.28,189.79,37.96,46992.0,128.7,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003530060,317.3984375,1930,28,1003530060,923965,2100,97.8058023849483,59.37,Constructed,1004304,2017-08-22 19:03:42+00:00,Photogrammetric,478019,182.14,154.82,30.96,38333.0,105.0,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003500025,210.55859375,1910,25,1003500025,126014,2100,60.982014887887487,50.79,Constructed,1083426,2017-08-22 18:22:32+00:00,Photogrammetric,333830,120.82,102.7,20.54,25428.0,69.7,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500035,264.05078125,1920,26,1003500035,588582,2100,71.988354347020973,54.67,Constructed,1004255,2017-08-22 18:11:33+00:00,Photogrammetric,500541,151.52,128.79,25.76,31889.0,87.4,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490020,311.44921875,1910,26,1003490020,246825,2100,88.427159970083778,59.34,Constructed,1004223,2017-08-22 18:37:38+00:00,Photogrammetric,439155,178.72,151.92,30.38,37614.0,103.1,3.39,,,,,,R8A,C2-5,,,False,False,,False
,1003480048,225.1796875,1910,24,1003480048,356924,2100,64.4207300035553,48.51,Constructed,1004202,2017-08-22 18:35:44+00:00,Photogrammetric,519112,129.22,109.84,21.97,27196.0,74.5,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440145,398.3828125,1942,23,1003440145,159033,2100,99.280153032576436,45.91,Constructed,1004113,2017-08-22 17:50:33+00:00,Photogrammetric,211437,228.61,194.32,38.86,48114.0,131.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490022,319.37109375,1900,26,1003490022,319499,2100,88.973056109188988,59.03,Constructed,1004225,2017-08-22 17:35:23+00:00,Photogrammetric,707046,183.27,155.78,31.16,38570.0,105.7,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490037,1671.15234375,2018,26,1003497503,1037724,2100,163.52051660719195,76,Constructed,1090811,2019-01-22 17:36:31+00:00,Other (Manual),1288241,958.99,815.14,163.03,201829.0,553.0,3.39,,,,,,R8A,C2-5,,,False,False,,False
,1003500023,300.0078125,1920,24,1003500023,30221,2100,101.81974723081142,58.96,Constructed,1004248,2017-08-22 17:33:34+00:00,Photogrammetric,404015,172.15,146.33,29.27,36231.0,99.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003480048,362.046875,1920,24,1003480048,195351,2100,103.18114712336094,63.5,Constructed,1004203,2017-08-22 19:20:09+00:00,Photogrammetric,503554,207.76,176.6,35.32,43726.0,119.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550040,111.0234375,1900,28,1003550040,951503,2100,42.186258422996048,50.19,Constructed,1077184,2009-02-14 00:00:00+00:00,Photogrammetric,192420,63.7,54.15,10.83,13407.0,36.7,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550067,554.9453125,1900,28,1003550067,944434,2100,131.2174273025081,66.5,Constructed,1004342,2017-08-22 19:03:12+00:00,Photogrammetric,426783,318.43,270.67,54.13,67018.0,183.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500001,218.07421875,1910,27,1003500001,592872,2100,59.401221520376438,54.89,Constructed,1004235,2017-08-22 19:30:15+00:00,Photogrammetric,273563,125.14,106.37,21.27,26337.0,72.2,3.39,,,,,,R8A,C2-5,,,False,False,,False
,1003550072,170.90625,1900,25,1003550072,542254,2100,55.612639128267368,51.95,Constructed,1004345,2017-08-22 17:56:37+00:00,Photogrammetric,243799,98.07,83.36,16.67,20640.0,56.5,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490001,162.60546875,1930,27,1003497501,51395,2100,57.491784124147763,52,Constructed,1086117,2017-08-22 17:27:34+00:00,Other (Manual),961793,93.31,79.31,15.86,19638.0,53.8,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003550074,178.13671875,1900,28,1003550074,832119,2100,67.269194926666927,49.84,Constructed,1004347,2017-08-22 19:31:40+00:00,Photogrammetric,455075,102.22,86.89,17.38,21514.0,58.9,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490001,159.76171875,1930,26,1003497501,1039388,2100,57.221094609144906,54,Constructed,1086120,2017-08-22 18:01:30+00:00,Other (Manual),961610,91.68,77.93,15.59,19295.0,52.9,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003500021,268.859375,1910,23,1003500021,655157,2100,72.045236690033718,37.48,Constructed,1004247,2017-08-22 17:41:45+00:00,Photogrammetric,142037,154.28,131.14,26.23,32469.0,89.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550051,159.14453125,1900,26,1003550051,623318,2100,58.219150909791132,39.92,Constructed,1004334,2017-08-22 18:10:48+00:00,Photogrammetric,272687,91.32,77.62,15.52,19219.0,52.7,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500028,353.45703125,1920,25,1003500028,87950,2100,90.987393261716392,73.7,Constructed,1004250,2017-08-22 19:22:55+00:00,Photogrammetric,825051,202.82,172.4,34.48,42686.0,116.9,3.39,,,,,,R8A,C2-5,,,False,False,,False
,1003500014,316.01953125,1920,24,1003500014,564566,2100,71.566434641956889,50.49,Constructed,1004242,2017-08-22 17:56:26+00:00,Photogrammetric,8686,181.34,154.14,30.83,38165.0,104.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500033,262.19140625,1920,25,1003500033,218500,2100,71.980579073058237,55.94,Constructed,1004253,2017-08-22 18:21:03+00:00,Photogrammetric,542745,150.45,127.88,25.58,31664.0,86.8,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003480012,227.53515625,1900,27,1003480012,126927,2100,70.931930046866839,56.97,Constructed,1004169,2017-08-22 18:05:13+00:00,Photogrammetric,164929,130.58,110.99,22.2,27481.0,75.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550041,1069.37890625,1850,28,1003550041,773266,2100,138.73856083560625,68.84,Constructed,1004329,2020-01-28 17:17:40+00:00,Photogrammetric,753664,613.63,521.59,104.32,129145.0,353.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003480022,287.56640625,1920,25,1003480022,461559,2100,86.98883181198093,58.43,Constructed,1004178,2017-08-22 18:33:50+00:00,Photogrammetric,322648,165.02,140.27,28.05,34731.0,95.2,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440149,215.4375,1910,25,1003440149,26365,2100,63.195416864333424,53.55,Constructed,1004116,2017-08-22 17:46:27+00:00,Photogrammetric,487807,123.63,105.08,21.02,26019.0,71.3,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003500012,318.3828125,1920,23,1003500012,679896,2100,88.211199396091388,69.27,Constructed,1004241,2017-08-22 18:45:20+00:00,Photogrammetric,424332,182.69,155.29,31.06,38450.0,105.3,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490027,311.6796875,1920,26,1003490027,40284,2100,99.398744832478826,71.6,Constructed,1004230,2017-08-22 19:12:28+00:00,Photogrammetric,379668,178.86,152.03,30.41,37643.0,103.1,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003550039,224.1328125,1920,28,1003550039,885978,2100,64.168211750544927,56.08,Constructed,1004328,2017-08-22 17:40:12+00:00,Photogrammetric,261569,128.61,109.32,21.86,27068.0,74.2,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003500034,216.94921875,1900,26,1003500034,522332,2100,63.10317365532476,55.29,Constructed,1004254,2017-08-22 17:31:12+00:00,Photogrammetric,78161,124.49,105.82,21.16,26201.0,71.8,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440138,177.34765625,1910,25,1003440138,691333,2100,58.555915820420537,62.29,Constructed,1004109,2017-08-22 18:45:02+00:00,Photogrammetric,217951,101.77,86.51,17.3,21419.0,58.7,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440171,301.3125,1920,21,1003440171,993819,2100,96.634294338337142,59.29,Constructed,1004123,2017-08-22 17:52:04+00:00,Photogrammetric,248213,172.91,146.97,29.39,36391.0,99.7,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003480013,141.3828125,1910,26,1003480013,572199,2100,55.321647397056722,56.98,Constructed,1004170,2017-08-22 17:30:44+00:00,Photogrammetric,717284,81.13,68.96,13.79,17075.0,46.8,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440146,318.7578125,1920,23,1003440146,765077,2100,100.60045990264311,65.83,Constructed,1004114,2017-08-22 19:32:36+00:00,Photogrammetric,214505,182.93,155.49,31.1,38498.0,105.5,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490019,360.984375,1920,25,1003490019,755054,2100,97.2269435740414,54.94,Constructed,1004222,2017-08-22 18:31:55+00:00,Photogrammetric,591133,207.15,176.08,35.22,43597.0,119.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550046,311.61328125,1900,28,1003550046,995652,2100,99.227532822998612,64.84,Constructed,1083431,2017-08-22 18:06:35+00:00,Photogrammetric,651657,178.81,151.99,30.4,37633.0,103.1,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490029,241.05078125,1920,26,1003490029,711551,2100,63.665779188286805,53.52,Constructed,1004232,2017-08-22 19:28:02+00:00,Photogrammetric,716828,138.32,117.58,23.52,29112.0,79.8,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490001,170.15234375,1930,27,1003497501,1035267,2100,58.209652187309281,53,Constructed,1086070,2017-08-22 17:53:26+00:00,Other (Manual),953662,97.64,82.99,16.6,20549.0,56.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500038,254.6328125,2008,25,1003507502,525874,2100,69.2648906180952,62,Constructed,1088219,2017-08-22 18:24:22+00:00,Other (Manual),1108302,146.12,124.2,24.84,30752.0,84.3,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003440147,318.9296875,1920,24,1003440147,468572,2100,100.68497099511781,64.11,Constructed,1004115,2017-08-22 17:59:34+00:00,Photogrammetric,814603,183.01,155.56,31.11,38516.0,105.5,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550054,1759.85546875,,25,1003550054,1042781,2100,183.9335631703394,140,Constructed,1090485,2020-09-03 16:57:42+00:00,Other (Manual),1286269,1009.83,858.36,171.67,212529.0,582.3,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003500037,265.6953125,1920,27,1003500037,486666,2100,73.768413997877531,26.3,Constructed,1004257,2017-08-22 19:12:49+00:00,Photogrammetric,227135,152.46,129.59,25.92,32087.0,87.9,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500018,587.42578125,2019,23,1003507503,1074156,2100,98.15903671406096,120,Constructed,1004245,2021-09-16 21:30:56+00:00,Other (Manual),1293034,337.07,286.51,57.3,70941.0,194.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490028,143.1796875,1900,25,1003497502,54609,2100,52.139063425580574,62.5,Constructed,1004231,2017-08-22 18:17:54+00:00,Photogrammetric,732549,82.16,69.84,13.97,17292.0,47.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550048,223.37109375,1900,27,1003550048,734444,2100,79.397453120284226,64.19,Constructed,1004332,2017-08-22 19:11:56+00:00,Photogrammetric,763186,128.16,108.94,21.79,26973.0,73.9,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003440172,210.1328125,1920,23,1003440172,33603,2100,61.633256387488068,56.55,Constructed,1004124,2017-08-22 19:34:12+00:00,Photogrammetric,834519,120.59,102.5,20.5,25379.0,69.5,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003480016,165.94140625,1910,24,1003480016,14293,2100,57.6718218315543,38.04,Constructed,1004173,2017-08-22 19:16:12+00:00,Photogrammetric,490288,95.22,80.94,16.19,20041.0,54.9,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550038,235.2734375,1930,28,1003550038,212371,2100,66.3073717922064,56.19,Constructed,1004327,2017-08-22 18:57:58+00:00,Photogrammetric,725465,135.01,114.75,22.95,28413.0,77.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490001,204.8828125,1930,27,1003497501,51840,2100,61.921893359681086,50,Constructed,1086122,2017-08-22 17:34:42+00:00,Other (Manual),965785,117.57,99.94,19.99,24744.0,67.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003440150,225.32421875,1910,25,1003440150,149019,2100,64.985408543167651,53.39,Constructed,1004117,2017-08-22 18:22:17+00:00,Photogrammetric,790934,129.3,109.9,21.98,27212.0,74.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490001,162.60546875,1930,27,1003497501,456673,2100,57.491622952269609,53,Constructed,1086119,2017-08-22 19:26:03+00:00,Other (Manual),961761,93.31,79.31,15.86,19638.0,53.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490001,160.9765625,1930,27,1003497501,671023,2100,57.336621665933464,53,Constructed,1086113,2017-08-22 18:19:46+00:00,Other (Manual),969747,92.38,78.52,15.7,19442.0,53.3,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003550065,812.4140625,1920,28,1003550065,630134,2100,120.61904732072576,22.27,Constructed,1004341,2017-08-22 17:42:15+00:00,Photogrammetric,82899,466.18,396.25,79.25,98112.0,268.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490021,313.26953125,1900,26,1003490021,510951,2100,88.371810338197278,58.35,Constructed,1004224,2017-08-22 19:11:57+00:00,Photogrammetric,3240,179.77,152.81,30.56,37835.0,103.7,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003550071,158.109375,1900,27,1003550071,129392,2100,54.23947655984913,49.81,Constructed,1004344,2017-08-22 18:05:11+00:00,Photogrammetric,683303,90.73,77.12,15.42,19095.0,52.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490023,319.22265625,1910,26,1003490023,375626,2100,89.943867462718458,59.07,Constructed,1004226,2017-08-22 17:34:43+00:00,Photogrammetric,346825,183.19,155.71,31.14,38554.0,105.6,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003490001,159.61328125,1930,27,1003497501,1034529,2100,57.206602730282711,52,Constructed,1086118,2017-08-22 18:35:00+00:00,Other (Manual),965679,91.59,77.85,15.57,19276.0,52.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003500002,43.453125,1910,27,1003500002,248030,5110,28.367203067090152,11.74,Constructed,1088335,2017-08-17 16:25:35+00:00,Photogrammetric,1246885,24.93,21.19,4.24,5248.0,14.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003550062,305.1796875,1900,27,1003550062,567313,2100,99.304172841339138,69.84,Constructed,1004339,2017-08-22 18:47:30+00:00,Photogrammetric,371068,175.12,148.85,29.77,36855.0,101.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003480018,239.05078125,1920,24,1003480018,855178,2100,64.90336988513522,58.48,Constructed,1082464,2017-08-22 17:40:33+00:00,Photogrammetric,488818,137.18,116.6,23.32,28870.0,79.1,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003490017,398.94921875,1900,25,1003490017,617044,2100,100.26056225367772,53.33,Constructed,1004220,2017-08-22 18:28:12+00:00,Photogrammetric,172049,228.94,194.6,38.92,48182.0,132.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003490001,155.58984375,1930,26,1003497501,290857,2100,56.824021109914604,54,Constructed,1086121,2017-08-22 18:54:37+00:00,Other (Manual),961643,89.29,75.89,15.18,18791.0,51.5,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003440150,79.8828125,1910,25,1003440150,1069094,2100,35.798986706875738,12,Constructed,1088332,2017-08-10 15:31:08+00:00,Other (Manual),1035761,45.84,38.96,7.79,9647.0,26.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003440139,510.1484375,2024,24,1003447502,1088070,2100,93.05083132984943,74,Constructed,1091660,2024-02-01 18:09:42+00:00,Other (Manual),1301234,292.75,248.84,49.77,61612.0,168.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003930059,433.2421875,2023,12,1003930059,1087553,2100,83.400609538621978,75,Constructed,1091774,2023-09-14 18:08:49+00:00,Other (Manual),1300615,248.56,211.28,42.26,52312.0,143.3,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1004040033,293.11328125,1860,12,1004040033,266333,2100,77.219011903354655,48.64,Constructed,1005141,2020-01-28 17:24:50+00:00,Photogrammetric,764995,168.16,142.94,28.59,35391.0,97.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920026,311.01171875,1930,7,1003920026,707834,2100,84.298082977104457,57.46,Constructed,1004771,2017-08-22 17:28:51+00:00,Photogrammetric,61564,178.44,151.67,30.33,37555.0,102.9,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920039,347.76171875,1950,8,1003920039,934968,2100,92.370337558575471,42.54,Constructed,1004779,2017-08-22 18:07:37+00:00,Photogrammetric,234869,199.52,169.6,33.92,41992.0,115.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003910011,301.3359375,1910,11,1003910011,564984,2100,95.917282287303067,67.17,Constructed,1004739,2017-08-22 17:30:42+00:00,Photogrammetric,463066,172.88,146.95,29.39,36384.0,99.7,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920045,320.7578125,1900,9,1003920045,722621,2100,96.600498138662672,72.78,Constructed,1004781,2017-08-22 18:26:36+00:00,Photogrammetric,836943,184.03,156.43,31.29,38731.0,106.1,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003910057,485.27734375,1900,11,1003910057,272582,2100,125.40186031169631,65.88,Constructed,1004759,2017-08-22 17:36:13+00:00,Photogrammetric,674101,278.42,236.66,47.33,58597.0,160.5,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920025,314.984375,1930,8,1003920025,372317,2100,82.612842767017938,55.75,Constructed,1004770,2017-08-22 18:53:59+00:00,Photogrammetric,770025,180.72,153.61,30.72,38034.0,104.2,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003910014,279.38671875,1910,11,1003910014,213791,2100,75.245197120902347,54.49,Constructed,1077482,2017-08-22 19:19:20+00:00,Photogrammetric,187763,160.29,136.25,27.25,33735.0,92.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003930016,284.890625,1900,9,1003930016,214543,2100,93.825234729282414,70.21,Constructed,1004881,2017-08-22 18:04:01+00:00,Photogrammetric,416630,163.45,138.93,27.79,34400.0,94.2,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003930018,273.57421875,1900,9,1003930018,993826,2100,91.817258491680079,68.91,Constructed,1004882,2017-08-22 18:06:36+00:00,Photogrammetric,16148,156.95,133.41,26.68,33031.0,90.5,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1003920040,262.85546875,2024,10,1003920040,1088902,2100,71.133932645791475,65,Constructed,1091060,2024-08-08 14:57:19+00:00,Other (Manual),1302301,150.81,128.19,25.64,31740.0,87.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003910014,271.3359375,1910,11,1003910014,823496,2100,74.659165587694531,54.77,Constructed,1082474,2017-08-22 19:31:26+00:00,Photogrammetric,654158,155.68,132.33,26.47,32764.0,89.8,3.39,,,,,,R8A,C2-5,,,False,False,,False
,1003930021,307.21484375,1900,8,1003930021,843302,2100,87.935938899402828,58.58,Constructed,1004884,2017-08-22 18:43:58+00:00,Photogrammetric,46080,176.26,149.82,29.96,37095.0,101.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003930048,195.9453125,2002,8,1003930048,366016,2100,67.628799796964216,64.84,Constructed,1087356,2017-08-22 17:35:02+00:00,Photogrammetric,938198,112.42,95.55,19.11,23659.0,64.8,3.39,,,,,,R8A,C1-5,,,False,False,,False
,1003930001,315.5703125,1908,12,1003930001,288686,2100,88.08657182468832,56.43,Constructed,1004872,2017-08-22 19:37:53+00:00,Photogrammetric,394401,181.05,153.89,30.78,38103.0,104.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920053,414.66015625,2008,10,1003920053,1058740,2100,81.45403713407714,70,Constructed,1088216,2017-08-22 18:25:00+00:00,Other (Manual),1106420,237.91,202.22,40.44,50070.0,137.2,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1004040027,261.6484375,1900,14,1004040027,628718,2100,83.8875270891218,46.43,Constructed,1005136,2017-08-22 18:28:10+00:00,Photogrammetric,495581,150.11,127.6,25.52,31593.0,86.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1004040034,162.171875,1860,13,1004040034,1053504,2100,56.865321497261434,47.87,Constructed,1005142,2020-01-28 17:23:25+00:00,Photogrammetric,567706,93.04,79.09,15.82,19582.0,53.6,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920042,201.80859375,1900,10,1003920042,70578,2100,60.203313216853573,53,Constructed,1076958,2017-08-22 17:38:02+00:00,Other (Manual),1262799,115.78,98.42,19.68,24368.0,66.8,3.39,,,,,,R7A,C2-5,,,False,False,,False
,1004040037,267.1171875,1860,13,1004040037,1047484,2100,75.35303465526,47.89,Constructed,1005145,2020-01-28 17:25:43+00:00,Photogrammetric,372355,153.25,130.26,26.05,32252.0,88.4,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003940001,278.8125,1900,12,1003940001,241550,2100,74.405208110594586,56.54,Constructed,1004903,2017-08-22 18:38:14+00:00,Photogrammetric,452363,159.96,135.97,27.19,33666.0,92.2,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003910021,323.0234375,1910,10,1003910021,282132,2100,97.621528245170012,57.8,Constructed,1004744,2017-08-22 18:56:07+00:00,Photogrammetric,302512,185.33,157.53,31.51,39005.0,106.9,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003920017,1318.203125,1900,10,1003920017,60743,2100,233.01513564887006,65,Constructed,1004768,2017-08-22 18:19:29+00:00,Other (Manual),509191,756.29,642.85,128.57,159170.0,436.1,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003930009,359.16015625,1939,11,1003930009,361975,2100,93.572193123807267,44.84,Constructed,1004878,2017-08-22 17:47:43+00:00,Photogrammetric,820416,206.06,175.15,35.03,43366.0,118.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003930005,232.765625,1910,12,1003930005,711554,2100,83.165979305122008,58.13,Constructed,1004874,2017-08-22 17:28:52+00:00,Photogrammetric,470785,133.54,113.51,22.7,28105.0,77.0,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003910009,289.6171875,1910,11,1003910009,521105,2100,85.875649388300914,55.12,Constructed,1004737,2017-08-22 19:31:12+00:00,Photogrammetric,417257,166.17,141.24,28.25,34971.0,95.8,3.39,,,,,,R7A,C1-5,,,False,False,,False
,1003930006,321.35546875,1900,11,1003930006,26556,2100,88.270525994047787,59.13,Constructed,1004875,2017-08-22 17:46:26+00:00,Photogrammetric,843382,184.37,156.71,31.34,38802.0,106.3,3.39,,,,,,R7A,C2-5,,,False,False,,False
